,x,eq_complex_1,eq_complex_3,eq_complex_4,eq_complex_6,eq_complex_8,eq_complex_9,eq_complex_10,eq_complex_11,eq_complex_12,eq_complex_13,eq_complex_14,eq_complex_15,eq_complex_16,eq_complex_17,eq_complex_18,eq_complex_19,eq_complex_20,eq_complex_21,eq_complex_22,eq_complex_23,eq_complex_28,eq_complex_30,eq_complex_31,eq_complex_32,eq_complex_33,eq_complex_34,eq_complex_35,eq_complex_36,eq_complex_37,eq_complex_38,eq_complex_39
0,0.054522615,0.7913917030586929,0.8375975935896043,0.9416416926962475,0.9980734594856127,0.9876788855275568,0.9875116956456492,0.987427346371442,0.9848783033286658,0.9925674846069148,0.9979489335295688,1.0052247386434698,0.982382769514933,0.9692763383349107,0.9708394997709145,0.9608988210029631,0.9794209390697206,0.9612238516638628,0.976255991165108,0.9761799227067388,0.9735642132766386,0.9681407458121594,0.96578649647799,0.9658827591957535,0.968403942076634,0.9700074289689542,0.9667680722599947,0.9696996587745428,0.9666833124949766,0.9667841488583631,0.966787062543655,0.9674884004424177
1,0.059045225,0.7913917030586929,0.8371332307313971,0.948126801965139,1.0062808180648197,0.9976094398234273,0.9974404488894937,0.9973934585290962,0.9948427375691387,0.9857843501926177,0.9905700422320203,1.0049878123929756,0.9911896316837042,0.9778534876398653,0.9807508336981187,0.9693407084712393,0.9887733278082953,0.9687519616281203,0.9836624048327882,0.9835891066002037,0.9802268278948131,0.9749669366420205,0.9712142854942503,0.9713279984504399,0.975370813014786,0.9769653850966462,0.9723432526253516,0.9767204557189626,0.9722728979625351,0.9723911555917415,0.972394124946448,0.9728949950530383
2,0.06356784,0.7913917030586929,0.8366688673598106,0.953505699750415,1.0129826297668951,1.0060938550164877,1.0059241495248634,1.005914260577221,1.0033633961729482,0.9791451027751583,0.9831452443477715,1.0033809380025573,0.998331040989177,0.9853989910144024,0.9891322211199246,0.9765550753295436,0.9969904120037191,0.9753591302453261,0.9901252185255048,0.9900541390551515,0.9859895070665321,0.9812498876611532,0.9761770901142942,0.9763084193627352,0.9817357904326212,0.9832492591789144,0.9773573935715716,0.9830585183229302,0.9773115590638902,0.9774470901557519,0.9774499561221917,0.9777809040180074
3,0.068090454,0.7913917030586929,0.8362045040909,0.9577404133799409,1.018131929105202,1.013072618497347,1.0129032858959928,1.0129299563240368,1.0103805123182596,0.9732753224380295,0.9763939644750017,1.0011572574101568,1.0036376017176658,0.9916467432771006,0.9958009949080817,0.9824605093668514,1.0038575934995255,0.9808709840450116,0.9954999960359897,0.9954306764382478,0.9907000086530703,0.9868465286984907,0.980579715462504,0.9807279564013642,0.9873527034235845,0.9887027536078059,0.9817083417649548,0.988559187373335,0.9816973869533441,0.981849110840375,0.9818516952937604,0.9820391508043341
4,0.07261306,0.7913917030586929,0.8357401416433963,0.9608010513364239,1.0216926355375593,1.0184967834771212,1.018328905255382,1.0183913165723963,1.015844870192051,0.9685624225920952,0.9707643422312173,0.9989123425928185,1.0069950711694504,0.9963389045399971,1.0006247242502444,0.9869935070020897,1.0091620461170807,0.985109359843213,0.9996324457762888,0.9995645136696856,0.9942057322415974,0.9915737169631821,0.9842900035654387,0.9844534240218052,0.9920392296623074,0.993141357802114,0.985264387992487,0.9930394891035663,0.9852977263926692,0.9854635101405036,0.9854656323931653,0.9855331428098502
5,0.07713568,0.7913917030586929,0.8352757777584304,0.9626660242340754,1.0236398159343838,1.0223283345955254,1.0221629794562843,1.0222600471216259,1.0197181727679538,0.9652254404485228,0.9665100443549408,0.9970350086079911,1.008351630988977,0.9992583440865429,1.0035297635219165,0.9901088632080133,1.0127244902209762,0.9879217732292103,1.0023877664227698,1.0023209219151032,0.9963822669138218,0.9952323115386539,0.9871591690052386,0.9873349537238367,0.9956024243803023,0.996379996087281,0.9878871859649029,0.9963158063261992,0.9879719369249048,0.9881485945307048,0.9881500922762244,0.9881191019990393
6,0.08165829,0.7913917030586929,0.8348114149002233,0.9633221577066349,1.0239598154111407,1.024540379595659,1.0243785967012486,1.0245089819092739,1.0219732347759087,0.963368875589868,0.9637528345376867,0.9957253883059022,1.0077209959650806,1.000259389787935,1.0045057480791415,0.9917805823293331,1.0144296231784051,0.9892092540555899,1.0036785402373098,1.0036125353358707,0.9971587087776504,0.9976363777389162,0.9890458335354118,0.9892301706962994,0.9978685958342732,0.9982634113497458,0.9894567593528137,0.9982342930118306,0.98959649902202,0.9897799409493782,0.9897806921861325,0.9896708271582177
7,0.0861809,0.7913917030586929,0.8343470520420161,0.9627648262458669,1.02265039806957,1.025117416133497,1.024960228539016,1.0251223524879707,1.0225942522937053,0.9630164394226451,0.9625242300013674,0.9950452237283145,1.005181252165645,0.9992902050127718,1.0036059094460348,0.9920036697619046,1.0142483579674186,0.9889466561343998,1.0034851730663212,1.0034197865361851,0.9965341948969966,0.9986429693509573,0.9898401697146357,0.9900284951137474,0.9987125240969362,0.9986936671331965,0.9898942891519211,0.9986984029111702,0.9900882017554649,0.9902737353476364,0.9902736765918585,0.9901025760807535
8,0.09070352,0.7913917030586929,0.8338826881570502,0.9609979582355419,1.0197207297520265,1.0240553934208227,1.0239037916906182,1.0240958513026412,1.021576866203306,0.9641254016443059,0.9627865621434657,0.9949527624501209,1.0008692517068472,0.9964009914164381,1.0009428635544726,0.9907964340519038,1.0122459129032166,0.9871903686430636,1.001863748669607,1.0017987588783892,0.9945814822083835,0.9981760292330298,0.9894830827051243,0.9896704575794486,0.9980794636789463,0.9976482772133658,0.9891775770891278,0.9976870340782532,0.989420248442545,0.9896029886851233,0.9896021250062743,0.9893849553070273
9,0.09522613,0.7913917030586929,0.8334183252988431,0.9580340319585365,1.0151913493798617,1.0213617638848347,1.0212166998916674,1.0214366849355123,1.0189282157077437,0.9665823919128074,0.9644346949500956,0.9952932513392632,0.9949709443427827,0.991736038743616,0.9966802237990915,0.9882030223849609,1.0085737262771657,0.9840717084744948,0.9989395433251472,0.9988747018769573,0.991436907130235,0.9962387840135697,0.9879760364707517,0.9881575966970895,0.9959946773907657,0.9951845458751629,0.9873455801530636,0.995258877204627,0.9876275239719514,0.9878028411315465,0.9878012453483732,0.9875500812844158
