,x,eq_complex_1,eq_complex_3,eq_complex_4,eq_complex_5,eq_complex_6,eq_complex_7,eq_complex_8,eq_complex_9,eq_complex_10,eq_complex_11,eq_complex_12,eq_complex_13,eq_complex_14,eq_complex_16,eq_complex_17,eq_complex_18,eq_complex_20,eq_complex_22,eq_complex_24,eq_complex_25,eq_complex_26,eq_complex_27,eq_complex_28,eq_complex_29,eq_complex_30,eq_complex_32,eq_complex_33,eq_complex_34,eq_complex_37,eq_complex_38,eq_complex_40,eq_complex_42,eq_complex_44,eq_complex_46,eq_complex_47,eq_complex_49,eq_complex_50,eq_complex_51,eq_complex_54,eq_complex_55,eq_complex_56,eq_complex_58,eq_complex_59,eq_complex_60,eq_complex_61,eq_complex_62,eq_complex_64,eq_complex_65,eq_complex_66,eq_complex_67,eq_complex_70,eq_complex_72,eq_complex_73,eq_complex_74,eq_complex_75,eq_complex_76,eq_complex_77,eq_complex_78,eq_complex_79,eq_complex_80,eq_complex_91,eq_complex_92,eq_complex_93,eq_complex_97
0,0.054522615,0.9898473825252608,0.9898844445068893,0.9898844317498143,0.989847104950415,0.9903679904687859,0.9902503952915982,0.990197747003395,0.9901638232895434,0.9901749227336499,0.990242500887894,0.9894307524555301,0.9894296931500557,0.9894623528686268,0.9895974379806226,0.9896771777534756,0.9896811366913214,0.9896777012458613,0.989787049262339,0.9897808930629819,0.9897333377166768,0.9897874599123547,0.9897758092711847,0.9897246177880125,0.9897750725532316,0.9897238586623518,0.9897658587664305,0.9897599298902003,0.9897390665191047,0.9897571187825488,0.9897649719569865,0.9897644457259976,0.989744163628078,0.9897308862920828,0.9897244895614858,0.9897182947524323,0.9896720939277136,0.9896892911285652,0.9896727520615638,0.9896341903151692,0.9896360812943935,0.9896379510510794,0.9896539936153554,0.989654052736522,0.9896375383820661,0.9896625287372641,0.9896624029999495,0.989660480768841,0.9896727921775758,0.9897815872203656,0.9898143773669529,0.9898781071089341,0.9898771438895427,0.9898770556026883,0.9896762292018132,0.9896525993116225,0.98965263507256,0.9896694342430613,0.9896730435100587,0.9896752835420705,0.9896777705218053,0.9896725374926804,0.9896723900226866,0.9896701649114802,0.9896723018843816
1,0.05631715885771543,0.9898473825252608,0.9898842967047027,0.9898842839985013,0.9898471046121976,0.9903261998052784,0.9902290789724982,0.9901834932723309,0.9901534720734981,0.9901586310613724,0.9902732806671639,0.9895070166903198,0.9895061387916457,0.9895019742055736,0.9896492333782221,0.9897103035454049,0.9897135340080978,0.9897076491825874,0.9898229468846794,0.9898171247301552,0.9897683238663133,0.9898200804434446,0.9898148158944335,0.9897622911451377,0.989814498690025,0.9897617603478942,0.9898040599031405,0.9897980673092603,0.9897761642723195,0.9897769305706237,0.9897830556318004,0.9897826056138257,0.9897668787493502,0.9897566377743755,0.9897521706971278,0.9897455434971375,0.9897071188682525,0.9897206785191314,0.9897076300003065,0.9896737361842757,0.989675614401742,0.9896762193962914,0.9896885400062223,0.9896885569050236,0.9896760904640144,0.9896793132932954,0.9896792810575098,0.9896788211606821,0.9896856895372242,0.9897972395028352,0.9898237477965618,0.9898825673856718,0.9898816707739865,0.9898815979931699,0.9896972663861886,0.9896795891060524,0.9896795936159616,0.989690684819074,0.9896938999273839,0.989695905443436,0.9896983800988657,0.9896975500906601,0.989697518324199,0.9896957931895364,0.9896964768682416
2,0.05811170271543087,0.9898473825252608,0.989884148902516,0.9898841362471883,0.9898471042712064,0.9902826807424111,0.9902033581116636,0.9901653301031249,0.9901398437861588,0.9901390655406297,0.990293283467239,0.9895870699117759,0.9895863887908486,0.9895462537758466,0.9897036820263209,0.9897458265617841,0.9897482513900885,0.9897398623369739,0.9898597213809418,0.989854313323064,0.9898049004392491,0.989853643683753,0.9898548411895931,0.9898016653931448,0.9898549097341663,0.9898013789222097,0.9898438213381108,0.9898379219658594,0.9898152538777324,0.989798988595544,0.9898031928374855,0.9898028197222168,0.9897921866024454,0.989784963562816,0.989782448981284,0.9897754784683669,0.989746623479685,0.9897565293367112,0.9897469898885146,0.9897184802481083,0.9897203327206464,0.9897196351878736,0.9897278735748342,0.9897278315676001,0.98971977867569,0.989699729550256,0.9896998008484659,0.9897007879250512,0.989703929571279,0.9898149706617427,0.9898353059451497,0.9898893107188771,0.9898885288881413,0.9898884719778808,0.9897214230779376,0.9897096023201646,0.9897095977332232,0.9897149929996055,0.9897177409368039,0.9897213182562488,0.9897237604088461,0.9897246850344399,0.9897247076628245,0.989723445931755,0.9897226711432718
3,0.0599062465731463,0.9898473825252608,0.9898840011003294,0.9898839884958752,0.9898471039274156,0.9902376357593201,0.9901732392024463,0.9901427855705365,0.9901222762394686,0.9901159838580323,0.9903002258903681,0.9896698146751716,0.9896693433436159,0.9895945918090272,0.9897600506709857,0.9897832926796517,0.9897848430675871,0.9897739513722853,0.9898969032504715,0.9898919858512428,0.9898426019917463,0.9898877252285164,0.9898953755582658,0.9898422387633126,0.9898957901480784,0.9898422065259602,0.9898846318161518,0.9898789859841368,0.9898558427344379,0.9898230110089501,0.9898251266817323,0.9898248301347008,0.9898197644043102,0.9898154667985323,0.9898149811996061,0.9898077607817763,0.9897897491279163,0.9897960015832132,0.9897899751996408,0.9897674203802185,0.989769234625573,0.9897672026365011,0.9897710818856555,0.9897709656108582,0.9897676059327,0.9897235209877291,0.9897236948847644,0.989726110915872,0.9897271295496773,0.9898345307050967,0.9898488925316778,0.9898983360435233,0.9898977151561916,0.9898976742309209,0.9897483747801836,0.9897422750561982,0.9897422704087929,0.9897420761970498,0.9897442874584891,0.9897510952398277,0.9897534858407676,0.9897536632327347,0.9897537002664849,0.9897528700886292,0.9897506641069108
4,0.06170079043086173,0.9898473825252608,0.9898838532981428,0.9898838407445623,0.9898471035807991,0.99019127241551,0.990138872124156,0.9901154989604033,0.990100106536581,0.9900892516910534,0.9902923339845239,0.9897541278274575,0.9897538767152944,0.9896463336594878,0.9898175802941003,0.9898222137328518,0.9898228305791562,0.9898094965127191,0.9899340105381625,0.9899296558013806,0.9898809411322054,0.9899218863721488,0.9899358951405139,0.989883486149226,0.9899366111350437,0.98988371159714,0.9899259606780406,0.9899207277852817,0.9898974107569195,0.9898486840713204,0.989848571087247,0.9898483497703384,0.9898492524731864,0.9898477382663062,0.9898493876250218,0.9898420137761269,0.9898353876592093,0.9898380036884765,0.9898354797591236,0.9898192701013091,0.9898210343382452,0.9898176421045254,0.9898169885650007,0.9898167843978569,0.9898182913538504,0.9897503525751813,0.9897506199919052,0.9897544437088461,0.9897545942697337,0.9898556521635171,0.9898643117767661,0.9899096037400067,0.9899091867721951,0.989909161691342,0.9897777470435021,0.9897771891700957,0.9897771866268006,0.9897715905557256,0.9897732006564048,0.9897845206625123,0.9897868421558738,0.9897841957360953,0.9897842262704492,0.9897838019755257,0.9897802212282458
5,0.06349533428857716,0.9898473825252608,0.9898837054959561,0.9898836929932492,0.9898471032313308,0.9901438023989746,0.9901005520085384,0.9900832972894998,0.99007276985395,0.9900588811975869,0.9902685493684469,0.9898388757594283,0.9898388525235433,0.9897007786882329,0.9898754963568545,0.9898620738465916,0.9898617090204135,0.9898460527127156,0.9899705550795104,0.989966829417764,0.989919414821508,0.9899556797161395,0.9899758685907094,0.9899248659105376,0.9899768374991971,0.9899253458543009,0.9899672648698766,0.9899625990707595,0.9899394171331413,0.9898756645087173,0.9898732129312992,0.9898730645445305,0.9898802568957402,0.9898813592038852,0.9898852547821538,0.9898778257397193,0.9898822637751564,0.9898812767789966,0.98988223007636,0.9898725536577532,0.9898742569907899,0.9898694851373897,0.9898642413244019,0.9898639377562946,0.9898703652886779,0.9897797957346107,0.9897801442744734,0.9897853504189117,0.9897853505353582,0.989878051974292,0.9898813320382714,0.9899230321398073,0.9899228577647565,0.9899228481336085,0.9898091187765611,0.9898138763103903,0.9898138753827787,0.989803133517696,0.9898040845334748,0.9898206395302455,0.9898228761235149,0.9898159807420369,0.9898159981922205,0.9898159612854571,0.9898110861272141
6,0.06528987814629258,0.9898473825252608,0.9898835576937695,0.9898835452419362,0.9898471028789841,0.9900954405631622,0.990058713555682,0.9900462683302182,0.9900399358285775,0.9900250620165846,0.9902286930293994,0.9899229296606505,0.9899231390272258,0.989757189769409,0.9899330192531361,0.9899023362594532,0.989900953757988,0.9898831552383814,0.9900060489198982,0.9900030121716018,0.989957510973959,0.9899886549899105,0.9900147640509896,0.9899658269947187,0.99001593468261,0.9899665516058048,0.9900079961860678,0.9900040421315611,0.9899813074630142,0.9899035823345548,0.9898987146104394,0.9898986359542112,0.989912352732551,0.9899159014374562,0.9899221387451649,0.9899147531879967,0.9899290385815921,0.9899244981242055,0.9899288888546522,0.9899257251283221,0.9899273577127571,0.9899211935166633,0.9899114223062004,0.9899110102790153,0.9899222883678696,0.9898113246057102,0.9898117433482508,0.9898183029844281,0.9898182199301598,0.9899014317540926,0.9898996870364916,0.9899384946668698,0.9899385962263709,0.9899386014028926,0.9898420268259738,0.9898518243523324,0.989851824141912,0.9898362495265691,0.989836491596117,0.9898583371424601,0.9898604749902873,0.9898487012388463,0.9898487074767627,0.9898490472856487,0.9898429759337948
7,0.06708442200400802,0.9898473825252608,0.9898834098915827,0.9898833974906232,0.9898471025237323,0.9900464039571519,0.9900139177259601,0.9900048137802278,0.990001661657859,0.9899881778232934,0.9901735615044186,0.9900051805716926,0.9900056242154116,0.9898148032923427,0.9899893748314578,0.989942450543037,0.9899400275195123,0.9899203255909812,0.9900400108236675,0.9900377153344446,0.9899947152721666,0.9900203650093843,0.9900520562306715,0.9900058162830151,0.9900533758866339,0.9900067692867612,0.9900476086481749,0.9900444973851441,0.9900225211822424,0.9899320441512978,0.9899247170442584,0.9899247041007855,0.9899450877803337,0.9899509251925339,0.9899595689868449,0.9899523247103673,0.9899744201305344,0.9899663915806818,0.9899741654992158,0.989977295287239,0.9899788484705508,0.9899712860634263,0.9899571656427008,0.9899566388291031,0.9899725783056906,0.9898443300485738,0.9898448127870992,0.9898526946724429,0.9898519251916135,0.989925476631953,0.9899190777077133,0.9899558177625577,0.9899562223535333,0.9899562414611587,0.9898759716827404,0.9898904857299005,0.9898904857076871,0.9898704382248721,0.9898699309522193,0.9898964376542847,0.989898464966853,0.9898820235187751,0.9898820234133838,0.989882737507688,0.9898755801893737
8,0.06887896586172346,0.9898473825252608,0.9898832620893961,0.9898832497393102,0.9898471021655482,0.9899969108534074,0.989966831328509,0.9899596666875723,0.9899585196479443,0.9899488028329978,0.990104936603576,0.990084554032713,0.9900852304951013,0.9898728395231818,0.9900438048430782,0.9899818601223781,0.9899783877638254,0.989957077696832,0.9900719727861046,0.9900704625682993,0.9900305181051079,0.9900503716948669,0.9900872334972551,0.9900442860625058,0.990088649182315,0.9900454451208412,0.990085565919192,0.9900834110372452,0.9900624991712764,0.9899606369396433,0.9899508431253622,0.9899508911574907,0.9899779869007722,0.989985975330818,0.989997052788307,0.9899900453956003,0.9900172655312214,0.9900058296115404,0.9900169182002092,0.990025948569105,0.9900274150053385,0.9900184555382759,0.9900002658358253,0.9899996208576739,0.9900199268010225,0.9898781513747413,0.9898786976621498,0.9898878696444978,0.989885216346882,0.9899498530839579,0.9899391747147988,0.9899747797308847,0.9899755074318427,0.9899755393781094,0.9899104241356379,0.9899292870916658,0.9899292870912677,0.9899051643968864,0.9899038781062423,0.9899338075952124,0.9899357146851672,0.989915596536607,0.9899155941140447,0.98991668858445,0.9899085626634327
9,0.07067350971943888,0.9898473825252608,0.9898831142872094,0.9898831019879971,0.9898471018044043,0.9899471797774573,0.9899182006044244,0.9899118625402216,0.989911644869012,0.989907675639627,0.990025500070575,0.9901600241346623,0.9901609287834388,0.9899305131852774,0.9900955771749382,0.9900200099945318,0.9900154942301786,0.9899929242832741,0.9901014864602269,0.9901007964435775,0.9900644215357374,0.9900782520677266,0.9901198048831872,0.9900807015231643,0.9901212645136148,0.9900820388010894,0.9901213486515846,0.9901202427626945,0.9901006914451653,0.9899889323339456,0.9899767016147208,0.9899768052798905,0.9900105569156575,0.9900205771008691,0.990034080208533,0.9900274018347786,0.9900566608214445,0.9900419130732454,0.9900562337827371,0.9900706343686811,0.9900720081030325,0.9900616598717691,0.9900397623172278,0.9900389988957019,0.9900632907710922,0.9899121177522149,0.9899127318208173,0.9899231611371346,0.9899169947678941,0.9899742064503148,0.9899596216317661,0.9899951106249153,0.9899961738838416,0.9899962173845778,0.9899448326718147,0.9899676397065265,0.9899676397065265,0.9899398689102883,0.9899377857178607,0.9899694496233141,0.9899712289054499,0.9899490519146672,0.9899490488463142,0.9899505384741265,0.9899415649399206
