,x,eq_complex_1,eq_complex_2,eq_complex_3,eq_complex_4,eq_complex_6,eq_complex_7,eq_complex_8,eq_complex_10,eq_complex_12,eq_complex_14,eq_complex_15,eq_complex_16,eq_complex_17,eq_complex_18,eq_complex_19,eq_complex_20,eq_complex_21,eq_complex_22,eq_complex_23,eq_complex_24,eq_complex_25,eq_complex_26,eq_complex_27,eq_complex_28,eq_complex_29,eq_complex_30,eq_complex_31,eq_complex_32,eq_complex_33,eq_complex_34,eq_complex_35,eq_complex_36,eq_complex_37,eq_complex_38,eq_complex_40,eq_complex_41,eq_complex_42,eq_complex_43,eq_complex_44,eq_complex_45,eq_complex_50,eq_complex_52,eq_complex_61,eq_complex_63,eq_complex_64,eq_complex_65,eq_complex_66,eq_complex_68,eq_complex_69,eq_complex_73
0,0.054522615,-0.15533980084461874,-0.15533980403907946,-0.1553282645325063,-0.1552849635533525,-0.1553798159830202,-0.15533143639535546,-0.1553378052783914,-0.15534309031518997,-0.1553488806602746,-0.15535669803907273,-0.15535204837235927,-0.1553853813354676,-0.15538106540262347,-0.15539009356659847,-0.15538739334737897,-0.15538629805201679,-0.15538817088506582,-0.15538754940046257,-0.1553898899994781,-0.15534617715319954,-0.15534492945862252,-0.1553486289292127,-0.15534609213455378,-0.15534675027671777,-0.1553512560760336,-0.1553566170824186,-0.15535098958170288,-0.1553528788774614,-0.15535288346459009,-0.15535288792535615,-0.1553533988700888,-0.15535342129695534,-0.15534696872246367,-0.1553540024225554,-0.15534742828052941,-0.1553474311399425,-0.15534814326987792,-0.1553480477511869,-0.155351096614812,-0.15535089974053007,-0.15535143662758816,-0.15535165625451228,-0.15534605720287104,-0.15534606005128598,-0.1553460600505488,-0.15534606314077734,-0.15534637125303474,-0.15534670470037779,-0.15534670485465493,-0.1553466745908163
1,0.05631715885771543,-0.15533980084461874,-0.15533980403907946,-0.15532818497620354,-0.15528557825263786,-0.15537964010963815,-0.15533225993786132,-0.15533774683162316,-0.15534303186842174,-0.15534882576115613,-0.15535675670093324,-0.15535207023091202,-0.15538504581760393,-0.15538082858586802,-0.15538978289120128,-0.15538715701474337,-0.15538608527197303,-0.15538794270312306,-0.15538729373082025,-0.15538960052098535,-0.15534633247321622,-0.15534513311630405,-0.15534881027055691,-0.1553463138549674,-0.15534696529405997,-0.1553514251448353,-0.1553568299365738,-0.15535127216456684,-0.1553532020993476,-0.15535320679170603,-0.15535321135353763,-0.1553538104044609,-0.15535383343040607,-0.1553472662827886,-0.15535438218100123,-0.15534780164156142,-0.155347804521895,-0.15534848519282518,-0.1553483903636043,-0.1553514095050945,-0.15535121366101742,-0.1553517666347501,-0.15535198093739055,-0.15534647960007644,-0.15534648291711356,-0.15534648291625533,-0.15534648651278488,-0.1553468043529299,-0.15534709321441345,-0.15534709339661473,-0.15534708557804236
2,0.05811170271543087,-0.15533980084461874,-0.15533980403907946,-0.15532810488321083,-0.15528620758420048,-0.15537946577231476,-0.15533307832527335,-0.15533768954902866,-0.15534297458582724,-0.15534877203433972,-0.15535681668131196,-0.1553520930308947,-0.15538471601949222,-0.15538059596805748,-0.15538947790684715,-0.15538692526291892,-0.1553858764088522,-0.15538771904629,-0.15538704347968751,-0.15538931675522635,-0.15534648860095274,-0.15534533590545546,-0.15534899080029257,-0.15534653387409272,-0.15534717870213383,-0.15535159123039616,-0.15535703486895153,-0.15535155273866316,-0.15535352268210362,-0.1553535274741377,-0.1553535321316009,-0.15535422137383312,-0.155354244976944,-0.15534756184461876,-0.15535475868217025,-0.1553481728602015,-0.15534817576138418,-0.15534882459636892,-0.1553487303636817,-0.15535172002920275,-0.1553515252020897,-0.15535209337239977,-0.15535230236678246,-0.15534691117329774,-0.15534691500563128,-0.15534691500463998,-0.15534691915760954,-0.15534724577116696,-0.15534748898292208,-0.15534748919601662,-0.1553475059096195
3,0.0599062465731463,-0.15533980084461874,-0.15533980403907946,-0.15532802425015693,-0.15528685137822293,-0.15537929296394648,-0.15533389140512355,-0.15533763346169732,-0.1553429184984959,-0.15534871951162507,-0.15535687798965933,-0.15535211679539612,-0.1553843918665988,-0.1553803674835215,-0.1553891785494974,-0.15538669803009592,-0.15538567141732945,-0.15538749985487937,-0.15538679858812812,-0.15538903863787226,-0.1553466455352368,-0.15534553785442348,-0.15534917054971606,-0.15534675224604272,-0.15534739055363717,-0.15535175437663312,-0.15535723210844696,-0.15535183128433913,-0.15535384061625904,-0.155353845502226,-0.15535385024970585,-0.15535463168467858,-0.1553546558417386,-0.15534785539519502,-0.15535513189685723,-0.15534854190875838,-0.15534854483071706,-0.15534916148110248,-0.15534906774675197,-0.1553520281793952,-0.15535183435631614,-0.15535241684173315,-0.15535262054762072,-0.1553473533140746,-0.15534735770806785,-0.15534735770693156,-0.15534736246608705,-0.1553476969299096,-0.1553478933759772,-0.15534789362293236,-0.15534793690486864
4,0.06170079043086173,-0.15533980084461874,-0.15533980403907946,-0.15532794307365483,-0.15528750946098524,-0.15537912167712795,-0.15533469903082128,-0.15533757860109146,-0.15534286363789004,-0.155348668225172,-0.15535694063566172,-0.1553521415473131,-0.15538407328511974,-0.1553801430678054,-0.15538888475572482,-0.15538647525563132,-0.15538547025286742,-0.15538728507035898,-0.15538655899809817,-0.15538876610541516,-0.1553468032757177,-0.1553457389917305,-0.15534934955014684,-0.15534696902429623,-0.15534760090065414,-0.15535191462985348,-0.15535742188269866,-0.15535210778097397,-0.15535415589144022,-0.15535416086542175,-0.15535416569713498,-0.1553550412387863,-0.15535506592530426,-0.15534814692079296,-0.15535550179533242,-0.15534890875862478,-0.15534891170128468,-0.1553494958460175,-0.15534940250721882,-0.1553523339470824,-0.15535214111540588,-0.15535273704266786,-0.15535293548348872,-0.15534780746869375,-0.1553478124690737,-0.15534781246778093,-0.15534781788103566,-0.15534815929852647,-0.15534830784979842,-0.15534830813350806,-0.155348379905578
5,0.06349533428857716,-0.15533980084461874,-0.15533980403907946,-0.15532786135030172,-0.1552881816549118,-0.1553789519041632,-0.1553355010615705,-0.15533752499906558,-0.15534281003586417,-0.15534861820751805,-0.1553570046292429,-0.15535216730935353,-0.15538376020199357,-0.15537992265764772,-0.15538859646272987,-0.1553862568800313,-0.15538527287170686,-0.15538707463533447,-0.15538632465245034,-0.15538849909517646,-0.1553469618228436,-0.15534593934606525,-0.15534952783292083,-0.1553471842617123,-0.1553478097946691,-0.15535207203852797,-0.15535760441772173,-0.15535238220705153,-0.15535446849642517,-0.1553544735523401,-0.1553544784623475,-0.15535544993339598,-0.15535547512363715,-0.15534843640678903,-0.15535586834740747,-0.15534927338039053,-0.15534927634367526,-0.15534982768862002,-0.1553497346386401,-0.15535263732290808,-0.15535244547028962,-0.15535305397396174,-0.1553532471767362,-0.15534827510634855,-0.15534828075448434,-0.1553482807530244,-0.1553482868645912,-0.1553486343592468,-0.15534873392546003,-0.1553487342486517,-0.15534883623755003
6,0.06528987814629258,-0.15533980084461874,-0.15533980403907946,-0.1553277790766791,-0.1552888677786192,-0.1553787836370767,-0.1553362973622851,-0.15533747268788578,-0.15534275772468437,-0.15534856949159662,-0.15535706998056542,-0.15535219410403964,-0.155383452544912,-0.155379706190958,-0.15538831360835517,-0.15538604284493363,-0.155385079230857,-0.155386868493532,-0.15538609549493732,-0.1553882375453139,-0.15534712117783983,-0.15534613894627394,-0.15534970542938398,-0.15534739801054356,-0.1553480172865799,-0.1553522266530764,-0.155357779937576,-0.155352654540231,-0.15535477841919684,-0.15535478355081378,-0.15535478853303245,-0.15535585766133972,-0.15535588332835845,-0.15534872383772513,-0.15535623152250064,-0.1553496357439511,-0.15534963872778276,-0.15535015700504212,-0.15535006413380803,-0.15535293829682717,-0.15535274741119792,-0.15535336763332724,-0.15535355562859068,-0.15534875767397835,-0.15534876400568978,-0.15534876400405356,-0.1553487708520697,-0.15534912355916924,-0.1553491731565824,-0.15534917352169947,-0.15534930715819392
7,0.06708442200400802,-0.15533980084461874,-0.15533980403907946,-0.15532769624935291,-0.15528956764696542,-0.15537861686762353,-0.15533708780350275,-0.15533742170024892,-0.1553427067370475,-0.15534852211075423,-0.15535713670003193,-0.1553522219537111,-0.15538315024232957,-0.15537949360679457,-0.1553880361310988,-0.1553858330930903,-0.15538488928808603,-0.15538666658978095,-0.15538587147021415,-0.1553879813948277,-0.1553472813426879,-0.15534633782135165,-0.15534988237088634,-0.1553476103224501,-0.15534822342671123,-0.15535237852566608,-0.1553579486640672,-0.15535292475741552,-0.15535508564699593,-0.15535509084794544,-0.15535509589616064,-0.15535626431118987,-0.1553562904268643,-0.15534900919737138,-0.15535659128970075,-0.1553499958186112,-0.15534999882291028,-0.15535048379015004,-0.1553503909848263,-0.15535323685818064,-0.15535304692773644,-0.1553536780175413,-0.15535386083926458,-0.15534925653464643,-0.15534926357747597,-0.15534926357565634,-0.15534927118923045,-0.1553496282455242,-0.15534962708285766,-0.1553496274919116,-0.1553497937874198
8,0.06887896586172346,-0.15533980084461874,-0.15533980403907946,-0.15532761286487345,-0.15529028107109943,-0.1553784515872998,-0.1553378722612976,-0.1553373720693019,-0.15534265710610046,-0.1553484760987685,-0.15535720479828674,-0.15535225088052812,-0.15538285322347176,-0.15537928484534272,-0.15538776397012588,-0.15538562756835,-0.15538470300191148,-0.15538646886999685,-0.15538565252383996,-0.15538773058356553,-0.15534744232010525,-0.1553465360004344,-0.1553500586887768,-0.15534782124851257,-0.15534842826482761,-0.15535252771002162,-0.15535811081647938,-0.15535319283481874,-0.15535539016637234,-0.15535539543015914,-0.1553554005380359,-0.15535666976741366,-0.15535669630248222,-0.15534929246878687,-0.15535694761783037,-0.15535035357318353,-0.15535035659786914,-0.15535080803764828,-0.15535071518318433,-0.15535353299576707,-0.15535334400895826,-0.15535398512255078,-0.15535416280805803,-0.1553497728862648,-0.15534978065616628,-0.1553497806541593,-0.15534978904979183,-0.15535014958110124,-0.15535009716587792,-0.15535009762026725,-0.1553502970193388
9,0.07067350971943888,-0.15533980084461874,-0.15533980403907946,-0.15532752891977553,-0.15529100785851246,-0.15537828778735208,-0.15533865061719138,-0.15533732382866072,-0.1553426088654593,-0.15534843148986552,-0.15535727428621715,-0.1553522809064745,-0.15538256141834186,-0.1553790798478929,-0.15538749706527918,-0.15538542621564091,-0.15538452033159053,-0.15538627528116422,-0.15538543860227869,-0.1553874850522263,-0.15534760411352563,-0.15534673351279152,-0.15535023441439788,-0.1553480308392455,-0.15534863185014638,-0.1553526742612467,-0.1553582666113364,-0.1553534587480292,-0.15535569196323587,-0.1553556972832505,-0.1553557024443451,-0.1553570739105342,-0.1553571008346341,-0.15534957363437882,-0.1553573004755078,-0.1553507089760829,-0.15535071202107276,-0.15535112974018012,-0.15535103671982808,-0.15535382669791162,-0.15535363864343274,-0.15535428894357392,-0.1553544615334577,-0.15535030765785193,-0.1553503161552905,-0.15535031615309608,-0.1553503253304696,-0.15535068843721778,-0.15535058470361918,-0.15535058520391237,-0.15535081741302942
