,x,eq_complex_1,eq_complex_3,eq_complex_4,eq_complex_5,eq_complex_6,eq_complex_7,eq_complex_8,eq_complex_9,eq_complex_10,eq_complex_11,eq_complex_12,eq_complex_13,eq_complex_14,eq_complex_15,eq_complex_16,eq_complex_18,eq_complex_19,eq_complex_20,eq_complex_21,eq_complex_22,eq_complex_23,eq_complex_24,eq_complex_25,eq_complex_26,eq_complex_28,eq_complex_29,eq_complex_30,eq_complex_32,eq_complex_33,eq_complex_34,eq_complex_37,eq_complex_38,eq_complex_41,eq_complex_42,eq_complex_43,eq_complex_44,eq_complex_46,eq_complex_47,eq_complex_48,eq_complex_50,eq_complex_51,eq_complex_52,eq_complex_53,eq_complex_54,eq_complex_55,eq_complex_56,eq_complex_57,eq_complex_58,eq_complex_59,eq_complex_60,eq_complex_61,eq_complex_65,eq_complex_67,eq_complex_68,eq_complex_72,eq_complex_76
0,0.054522615,0.9898473762943605,0.9898844215769134,0.9898844317759617,0.9898473945385722,0.9898661109280451,0.9898007842951336,0.990434465367058,0.9903266566953879,0.9901187273278322,0.9900723348308769,0.9902438808141661,0.9901930202259236,0.9901442953738971,0.9901010624840341,0.9900800913664871,0.9903767293704048,0.9901471294020958,0.9899622754323575,0.9897688818901972,0.9900255791600653,0.9899101050188169,0.9899803922854803,0.990024208576309,0.9899821800872194,0.9900156208110404,0.9900423896502418,0.9899426440753413,0.9900696307701655,0.9902953787089659,0.9900947376723358,0.9899080777674293,0.9899477753188748,0.9900320688022839,0.9900429705417321,0.9900424559855938,0.9900042817273584,0.9900033568168929,0.9899667664387386,0.9899965572750875,0.9900087860327542,0.9900176328224214,0.9904480781086391,0.9904462997018808,0.9904648507952634,0.9904626939683583,0.990481245061741,0.9904148162204197,0.9904677158660118,0.9904655739413294,0.9904021973097851,0.9903529822362038,0.9903568234312138,0.9903294522377677,0.9903875750796058,0.9902728798693925,0.9902768317092546
1,0.05631715885771543,0.9898473762943605,0.9898842738661686,0.9898842840245445,0.9898473946422579,0.989866181020213,0.9897348777167809,0.9903962963043659,0.9904638069424079,0.9901981826061618,0.9901604187610619,0.990282688565179,0.9902523400301219,0.9902170072955773,0.9901823450962461,0.9901312008414924,0.9904654621770103,0.9901976556065771,0.9900372100502725,0.9897195931003457,0.9901390601450792,0.989947944990188,0.9901012248632474,0.9901347113394289,0.9900024739777407,0.9900409491977458,0.9900724100845829,0.9899679724620466,0.9901152717705587,0.9904083291070269,0.9901560806221767,0.9899236059902029,0.9899730827107225,0.990076840059208,0.990090613431942,0.990090242344954,0.9900437156460594,0.9900425582765865,0.9899963998697994,0.9900336253164101,0.9900501874639838,0.9900612406130255,0.9903876513771703,0.9903861551591226,0.9904029920094802,0.9904011496808507,0.9904179865312082,0.9903531738080185,0.9904057428081847,0.9904039118761353,0.9903512466582023,0.9903081409596036,0.9903133672239416,0.9902864814249208,0.9903419249966886,0.9902163210631512,0.9902196660913496
2,0.05811170271543087,0.9898473762943605,0.9898841261554239,0.9898841362731272,0.9898473947471966,0.9898662516388215,0.9896713529205629,0.9903560341038774,0.9905613808616998,0.9902558004644685,0.990229377713438,0.9902946284904385,0.9902867994823886,0.9902675757054902,0.9902443218277892,0.9901661393200505,0.9905240395431953,0.9902278583346326,0.9900979129915978,0.9896822081378372,0.9902279000595589,0.989975241703148,0.9901991770342182,0.9902223598807774,0.9900107391319853,0.9900512647664965,0.9900852232862881,0.9899782880307973,0.9901422480567112,0.9904858896063644,0.9901977868286418,0.9899346844325213,0.9899909515308624,0.9901067078639773,0.9901226958635376,0.9901224792424673,0.9900708648612558,0.9900695474498743,0.990016862915386,0.9900593627869292,0.9900787027389782,0.9900914467010167,0.9903309545708696,0.9903297116427161,0.9903449148671316,0.9903433569711093,0.9903585601955248,0.9902955390530312,0.9903475368130517,0.9903459875199891,0.9903028493956134,0.9902653999951843,0.9902720476140956,0.9902458010268543,0.9902983377570767,0.9901687889392792,0.9901716353725795
3,0.0599062465731463,0.9898473762943605,0.989883978444679,0.9898839885217099,0.9898473948534084,0.9898663227898222,0.9896116513940383,0.990313872509054,0.9906145091470471,0.9902884326540776,0.9902751058735578,0.9902794141924408,0.9902944223915878,0.990292802095164,0.9902829630276876,0.9901824464501595,0.9905487932974256,0.9902409348882868,0.990140978505026,0.9896590939401899,0.9902871099688685,0.9899905685302461,0.9902683509232859,0.9902821802565075,0.9900072077848017,0.9900468573648223,0.9900810228280861,0.9899738806291232,0.9901489786416549,0.9905222757445763,0.9902169323227263,0.9899405404420981,0.9900001857674581,0.9901197277360666,0.9901371410083736,0.9901370777247523,0.9900837908546497,0.9900823972458297,0.9900267998577731,0.9900720851986423,0.9900920683886751,0.9901059163498853,0.9902782964182915,0.9902772779746908,0.9902909421463901,0.9902896383937994,0.9903033025654987,0.9902422144459679,0.9902934246418637,0.990292127317422,0.99025736904094,0.9902250911929664,0.9902331686792014,0.9902076959188232,0.9902571554945757,0.9901291843398825,0.9901316237645947
4,0.06170079043086173,0.9898473762943605,0.9898838307339343,0.9898838407702926,0.9898473949609142,0.9898663944792567,0.9895571309303263,0.9902700121610233,0.9906211994896305,0.9902945375141828,0.990294979842049,0.9902384149136711,0.9902749212493283,0.990291062397774,0.9902956239105994,0.990178787206631,0.9905381300762974,0.9902385262597603,0.9901643059397484,0.9896512131654142,0.9903142238736234,0.9899937455635237,0.9903054013067518,0.9903114396369516,0.9899931850733267,0.9900293559074982,0.9900615275959159,0.989956379171799,0.9901356677748772,0.9905149657367989,0.9902123436976707,0.9899407304244255,0.9900001303811706,0.9901152651651441,0.9901331944733681,0.9901332723130069,0.9900816483216026,0.9900802673428007,0.9900255839086588,0.9900709723690896,0.9900893222257084,0.9901036095685269,0.9902298982130048,0.9902290761970833,0.9902413071962283,0.9902402277743705,0.9902524587735154,0.9901934143314315,0.9902436437295697,0.9902425690874556,0.9902150961147865,0.9901874875651407,0.9901969768992285,0.9901723943432459,0.9902186656184396,0.9900964271999263,0.9900985360819688
5,0.06349533428857716,0.9898473762943605,0.9898836830231895,0.9898836930188754,0.9898473950697351,0.9898664667132582,0.9895090344950994,0.9902246596506894,0.990582311997994,0.9902742078537017,0.9902879969504947,0.9901745043383308,0.9902296848235971,0.9902624188366811,0.9902812551083527,0.990155059132457,0.9904926417277629,0.9902193508235102,0.9901671567809237,0.9896580680511773,0.9903093529001804,0.9899857930171622,0.9903096678184319,0.9903097823555636,0.9899708795117261,0.9900015167955591,0.9900297618280219,0.98992854005986,0.9901042706773003,0.9904649423994205,0.9901846919526641,0.9899351742041398,0.9899907199287517,0.9900940308553049,0.9901114662608019,0.9901116638723844,0.9900647439769624,0.9900634626475817,0.9900133594022104,0.9900561245596051,0.9900708862370051,0.9900848655654639,0.9901858982761115,0.9901852459481099,0.9901961583366375,0.9901952745243368,0.9902061869128644,0.9901492695235397,0.9901983464814438,0.9901974662385418,0.9901762492084435,0.9901528035589233,0.9901636620618436,0.9901400689378509,0.9901831018989793,0.9900695376201817,0.990071379380282
6,0.06528987814629258,0.9898473762943605,0.9898835353124448,0.989883545267458,0.9898473951798924,0.9898665394980536,0.9894684616602415,0.9901780265512355,0.9905013614469721,0.9902290971498146,0.9902548052637161,0.9900918251346156,0.9901616570786846,0.9902086169666264,0.9902405056427066,0.9901124165045279,0.9904150687652856,0.9901797427184983,0.990150107712811,0.9896777906315298,0.9902750077730997,0.9899687518444096,0.9902830569055711,0.9902791499832092,0.9899431357259845,0.9899668903480969,0.9899896962930147,0.9898939136123978,0.9900582784753269,0.9903766181617023,0.990136421957523,0.9899241635937119,0.9899724861078335,0.9900579959905205,0.9900738546403435,0.9900741441433039,0.9900344920011702,0.9900333890041616,0.989991022805762,0.9900285494203919,0.990038508304552,0.9900513497308849,0.9901463566949137,0.990145849109182,0.9901555635541838,0.9901548482461524,0.9901645626911542,0.990109832146338,0.9901576048650531,0.9901568922725114,0.99014097652004,0.9901211955056491,0.9901333582995125,0.9901108378401682,0.9901506455633103,0.9900476724174673,0.9900492996212809
7,0.06708442200400802,0.9898473762943605,0.9898833876017,0.9898833975160407,0.9898473952914082,0.9898666128399647,0.9894363432657257,0.9901303284355254,0.9903841712743249,0.9901622551523979,0.9901976267182651,0.9899954892470756,0.9900751190311753,0.9901329683103915,0.9901757075621432,0.9900532088352826,0.9903101197175788,0.9901159658329405,0.990114913896004,0.9897073679728902,0.9902157182894974,0.9899453952370302,0.9902296975752862,0.9902234983038013,0.9899131003741087,0.9899294038441491,0.989945791117252,0.98985642710845,0.9900023437337301,0.9902574445448997,0.9900715243349336,0.9899083444539524,0.9899465236029245,0.9900101970712905,0.9900233611729834,0.990023711123257,0.9899932723246289,0.9899924123134916,0.9899601451578713,0.9899900816800229,0.9899950700434575,0.9900058708108096,0.9901112601809708,0.990110874567841,0.9901195153319413,0.9901189434686589,0.9901275842327593,0.9900750805411545,0.9901214151372839,0.9901208454191605,0.9901093577277724,0.9900927621421466,0.9901061451464411,0.9900847657619117,0.9901214262401747,0.9900301353039095,0.9900315917316033
8,0.06887896586172346,0.9898473762943605,0.9898832398909553,0.9898832497646234,0.9898473954043049,0.9898666867454107,0.9894134198979797,0.99008178388295,0.9902384115181632,0.9900778888717154,0.9901200822231623,0.9898912365091669,0.9899753914792948,0.9900401277107389,0.9900907409368029,0.989980837683209,0.9901841600595468,0.9900274191401381,0.990064303608598,0.9897429775304427,0.9901374981161749,0.9899188676741549,0.990155417603877,0.9901483456394087,0.9898838611056653,0.9898929109155337,0.989902493600884,0.9898199341798345,0.9899417865908935,0.9901172371073025,0.9899951716461017,0.9898886736618456,0.9899144168888167,0.9899544505270766,0.9899638165137802,0.9899641949103387,0.9899442074930704,0.9899436367142086,0.9899228437266576,0.9899432431876032,0.9899442829054469,0.9899520905056524,0.9900805269248608,0.990080242975454,0.990087935487419,0.9900874843883246,0.9900951769002896,0.9900449241177134,0.9900897025805414,0.9900892532771993,0.9900814060933425,0.9900675451296795,0.9900820485327876,0.990061864956735,0.9900955226200414,0.990016372390278,0.9900176948792041
9,0.07067350971943888,0.9898473762943605,0.9898830921802105,0.9898831020132062,0.9898473955186055,0.9898667612209096,0.9894002246859532,0.9900326134802813,0.9900730574151465,0.9899810683740748,0.9900269339436152,0.9897850750388357,0.9898684812709146,0.9899357824011721,0.9899907876832259,0.9898995419761714,0.9900447940364894,0.9899191005995981,0.9900017294692971,0.9897803970416108,0.9900472171196467,0.9898922967943453,0.9900671037922231,0.9900602046847117,0.9898581026061031,0.9898607622628551,0.989863751008343,0.9897877855271561,0.9898820359932996,0.9899672748852788,0.9899132537542855,0.9898663543898976,0.9898781336714544,0.9898950058943787,0.989899544890618,0.989899921925689,0.9898908816506581,0.9898906252223048,0.9898816150133941,0.9898910557715922,0.9898903071928787,0.9898941596981028,0.9900540113594947,0.9900538114127797,0.9900606799272733,0.990060329526403,0.9900671980408967,0.9900192080611981,0.9900623261573321,0.9900619773721011,0.9900570707144947,0.990045529528422,0.9900610416659977,0.9900420960376486,0.9900729627293589,0.9900059595555493,0.9900071795777783
