,x,eq_complex_1,eq_complex_3,eq_complex_4,eq_complex_5,eq_complex_6,eq_complex_7,eq_complex_8,eq_complex_9,eq_complex_10,eq_complex_11,eq_complex_12,eq_complex_14,eq_complex_16,eq_complex_18,eq_complex_20,eq_complex_21,eq_complex_22,eq_complex_23,eq_complex_24,eq_complex_25,eq_complex_26,eq_complex_27,eq_complex_28,eq_complex_29,eq_complex_30,eq_complex_31,eq_complex_32,eq_complex_33,eq_complex_34,eq_complex_35,eq_complex_36,eq_complex_38,eq_complex_39,eq_complex_40,eq_complex_41,eq_complex_42,eq_complex_43,eq_complex_44,eq_complex_45,eq_complex_46,eq_complex_47,eq_complex_48,eq_complex_49,eq_complex_50,eq_complex_52,eq_complex_53,eq_complex_54,eq_complex_55,eq_complex_56,eq_complex_57,eq_complex_58,eq_complex_59,eq_complex_60,eq_complex_61,eq_complex_62,eq_complex_63,eq_complex_65,eq_complex_66,eq_complex_67,eq_complex_68,eq_complex_69,eq_complex_70,eq_complex_71,eq_complex_72,eq_complex_76,eq_complex_77,eq_complex_79,eq_complex_80,eq_complex_82,eq_complex_83,eq_complex_84,eq_complex_85,eq_complex_86,eq_complex_88,eq_complex_89,eq_complex_90,eq_complex_91,eq_complex_92,eq_complex_95,eq_complex_96,eq_complex_98
0,0.054522615,0.9898473762943605,0.9898844451903661,0.9898844315372021,0.9898292219553472,0.9898492948640086,0.9896798634679221,0.9902870035709291,0.9897887930598013,0.9897889563734249,0.9897891183259128,0.989792789867058,0.9898979301877024,0.9901707546216597,0.9895966238329102,0.9894897409903196,0.9895388566577757,0.989586434693787,0.9901960466399786,0.9901953333997398,0.9901953621873425,0.9901950473968236,0.9896923687973899,0.9896886149156977,0.9901808674241668,0.9901828743344865,0.9901672821246061,0.9901714912955588,0.9902047773615609,0.9901996573156894,0.9901601657294731,0.9897062373777896,0.989698741779353,0.9896883456669081,0.9896849710777247,0.9896824402515934,0.9895778329861571,0.9895734300935923,0.989960333677159,0.989959920813207,0.9899600356578961,0.9899625729492477,0.9899626877939368,0.9899633525050956,0.9899438436190977,0.9899462731445745,0.9898712797250702,0.9898713031170641,0.9898702003544482,0.989901575420788,0.9899276996475654,0.9900660684707534,0.9900662825262491,0.9900740939530283,0.9899202105509107,0.9899789114228454,0.989968165230757,0.9899716065759397,0.9899092948251729,0.990011384828236,0.9900113280280802,0.9897215313113296,0.9898490970421442,0.9898507620024447,0.9897225077193396,0.9898526304879782,0.9897208917982655,0.9897439212580148,0.9897814724195177,0.9897698379140437,0.9897768199661896,0.9897774077059414,0.989769916047221,0.989775796328389,0.9897808147385871,0.9897808164049059,0.9897769514703344,0.9897778483257135,0.9897773318638299,0.9897781435950651,0.9897782201363776,0.9897776330091931
1,0.05631715885771543,0.9898473762943605,0.9898842973854538,0.989884283786737,0.9898293462911123,0.9898492935353033,0.9896764876594376,0.9902707971837872,0.9900683658451636,0.9900596990430605,0.9900520054390074,0.9897796690266217,0.9898880956231592,0.9901490348361259,0.9899136858477944,0.9898483899754457,0.9898482559976999,0.9898481208584573,0.9901831858453515,0.9901824981827583,0.9901825260669334,0.9901822199553174,0.989888668436463,0.9898896809637061,0.9901657320170145,0.9901679685807288,0.9901528071859492,0.990156729545196,0.9901907134821427,0.9901856302240855,0.9901475516912179,0.9898849853942899,0.9898870045895245,0.9898897747973412,0.9898906802541136,0.9898913556605721,0.9898481440912739,0.9898481564849755,0.9899509463922065,0.9899505456251729,0.9899506356614786,0.9899243076012404,0.989924397637546,0.9899482391546428,0.9899530716316569,0.989956076811771,0.9898573116988565,0.9898573204735667,0.9898576908000981,0.9899388812632693,0.9899491625498296,0.9900437519135824,0.9900439254360499,0.990050815829815,0.9899070560798183,0.9899620225543673,0.9899619909966315,0.989965242648578,0.9899521350417405,0.9900626755703578,0.9900624873919371,0.9897105697857638,0.9898493357406019,0.9898562579472497,0.9897114933017601,0.989862397460945,0.989701979752265,0.9897978086634747,0.9897670184435078,0.9897185720904093,0.9897488353960916,0.9897511470784641,0.9897556818077258,0.9897795992203168,0.9897648530727122,0.9897648596610055,0.9897488445937977,0.9897534490074666,0.9897508538513591,0.9897549493217994,0.9897553873878083,0.9897523488579495
2,0.05811170271543087,0.9898473762943605,0.9898841495805415,0.9898841360362718,0.9898294697575508,0.9898492922632304,0.9897123696101925,0.9901105968322269,0.9902572508433417,0.9902035380494835,0.9901679398261432,0.9897844584899635,0.9898707206293902,0.9900636293489965,0.9901651510006888,0.9901530360149964,0.9901137876244185,0.9900725258593808,0.9900965055088403,0.9900959947787231,0.9900960155860766,0.9900957863024735,0.9900467022922749,0.990051651862747,0.99008142471499,0.9900832981062735,0.9900720409950831,0.990074827206055,0.9901013250214256,0.990097495598914,0.9900692667251629,0.9900289795782875,0.9900388372340632,0.9900522175318631,0.9900566194656965,0.9900598845616703,0.9900793618502469,0.9900831181231636,0.9899156986058976,0.9899154147731093,0.9899154837268694,0.989874555852836,0.9898746248065962,0.9899094815989615,0.989930926235779,0.9899336563616553,0.9898447657255756,0.9898447628471232,0.9898443637910227,0.9899396542098964,0.9899357898628621,0.9899733247469175,0.9899734633311952,0.9899794728792071,0.9898811693404789,0.9899181891305072,0.989926174527083,0.9899284005977053,0.9899533143454269,0.990042889073794,0.9900426990479536,0.9897091093222103,0.9898428914869103,0.9898525012613668,0.9897097833348875,0.9898585049752067,0.9896816311465045,0.9898152705937687,0.9897527307960734,0.9896849785249838,0.9897294063236818,0.9897324402092222,0.9897385316670865,0.9897710865543412,0.9897504526703027,0.9897504613535146,0.9897286087724494,0.9897364113481932,0.989732108578315,0.9897389276367133,0.9897396816618356,0.9897344846970598
3,0.0599062465731463,0.9898473762943605,0.9898840017756293,0.9898839882858066,0.9898295923606103,0.9898492910476286,0.9897766252225775,0.9898693213414422,0.9902940429044125,0.9902250613631451,0.9901827748385877,0.9898095030080017,0.9898548583734039,0.9899492756486824,0.9902942396185576,0.9903289147598147,0.9902692265186445,0.9902037570260661,0.9899692294279464,0.9899689793326202,0.9899689895703694,0.9899688763503728,0.9901297351270933,0.9901368336217471,0.9899608044353546,0.9899618174993021,0.9899563568575953,0.989957646878712,0.9899711580354322,0.9899692830488626,0.9899555128446639,0.9901047201406193,0.990118838776608,0.9901378029758412,0.9901440799027539,0.9901487084951462,0.9902143851119,0.990220313530592,0.9898715375907882,0.9898714277042922,0.9898714789564149,0.9898297245695202,0.989829775821643,0.9898643024649509,0.9898924649949775,0.9898941990699538,0.9898434208638143,0.9898434089807041,0.9898407747854225,0.9899143048429933,0.9899014647921413,0.9898836322492542,0.9898837410089618,0.989888911525952,0.9898555049184483,0.9898667864624741,0.9898786744269668,0.9898795548035795,0.9899245063408195,0.9899741156878015,0.989974013856643,0.9897199059431114,0.9898356980324154,0.9898452331167734,0.9897202342072099,0.9898483592071696,0.9896697855211365,0.9898034808163407,0.9897449763696279,0.9896768357278894,0.9897241550648721,0.9897269987566518,0.9897274563073133,0.9897591956565429,0.9897433833912698,0.9897433915487819,0.9897224842054484,0.989731857211312,0.9897268018444952,0.9897348488977193,0.989735722520919,0.9897294154164628
4,0.06170079043086173,0.9898473762943605,0.989883853970717,0.9898838405353415,0.9898297141061966,0.9898492898883444,0.9898537668119849,0.9896272685230781,0.9901776516954635,0.9901491416623632,0.9901273000111799,0.9898512385116041,0.9898471472561021,0.9898392064353527,0.9902915100387959,0.9903549390717262,0.9902942820330459,0.9902247894411256,0.9898371926595133,0.9898372135984228,0.989837212737117,0.9898372222951154,0.990130083665374,0.9901372781286465,0.9898379846571832,0.989837892721771,0.9898383412602874,0.9898382404413782,0.9898370717555138,0.9898372265241586,0.9898383726379301,0.9901051373565966,0.9901194272177984,0.9901384254824553,0.9901447491507523,0.9901493837274978,0.9902360648860975,0.9902423410462916,0.9898335551578905,0.9898336260397151,0.9898336626372434,0.9898007637015167,0.989800800299045,0.9898273022438877,0.9898534851823205,0.9898537709164142,0.9898575876729615,0.9898575691281108,0.9898525327624003,0.9898782849406491,0.9898626113483381,0.9898013837613641,0.9898014673414739,0.9898058422545933,0.989839748072092,0.9898243431991194,0.9898361036331355,0.9898357876734251,0.9898831934517734,0.9898860028273545,0.9898860270199041,0.9897409985348933,0.9898328113156859,0.9898400981583657,0.9897409710250507,0.9898400044485641,0.9896727444557959,0.9897761367634559,0.9897476129291094,0.9896944865897452,0.9897338960607862,0.9897359473358136,0.9897286839722251,0.9897525661196529,0.9897468678840328,0.989746873761972,0.9897318801338721,0.9897404995182363,0.9897359543390538,0.9897432223820612,0.9897439719202252,0.9897381077859543
5,0.06349533428857716,0.9898473762943605,0.9898837061658048,0.9898836927848763,0.9898298350001741,0.989849288785231,0.989927690767495,0.9894549408492411,0.989957426922684,0.9899563470322997,0.9899552985618538,0.9899013587770963,0.9898501094261818,0.9897572309514805,0.990185517280636,0.9902560977067281,0.9902090678537613,0.9901527221757879,0.9897296294026572,0.9897298717032728,0.9897298616872933,0.9897299731995087,0.9900642127435654,0.9900697977842842,0.9897397828545242,0.9897386492173654,0.9897436887609762,0.9897426156628535,0.9897287502452297,0.989730490900407,0.9897436473889528,0.9900451623310711,0.9900562397530152,0.9900708200512136,0.9900756983332362,0.9900792508126329,0.9901620688641134,0.9901671621072863,0.9898112714985015,0.9898114897616301,0.989811514429565,0.9897915961502431,0.989791620818178,0.98980709150348,0.9898259025961729,0.989824615473244,0.9898852976129592,0.9898852744547122,0.989878967817251,0.9898462198975132,0.9898327295316507,0.9897449045590416,0.9897449671497472,0.9897485914808072,0.9898381093340229,0.9898007177467267,0.9898094868521936,0.9898084296451777,0.9898460236271005,0.9898058709788644,0.9898060112451267,0.9897670677331848,0.9898365871034435,0.9898404445981039,0.9897667582232734,0.9898388717095952,0.9896913787087395,0.989746964219488,0.9897610246847339,0.9897321383806307,0.9897552093225672,0.9897562335047981,0.9897437647896807,0.9897562358892118,0.9897608619743113,0.9897608648895825,0.9897537108639882,0.9897591750335886,0.9897563590412995,0.9897608834018932,0.9897613165783131,0.9897575554947926
6,0.06528987814629258,0.9898473762943605,0.9898835583608925,0.9898835450344112,0.9898299550483664,0.9898492877381493,0.9899849378202842,0.9893945383837655,0.9897089170686711,0.989711064567307,0.9897131139834324,0.9899491105457087,0.9898619994415262,0.9897143980313977,0.9900252282653779,0.990084681973555,0.990058428630591,0.9900254928397008,0.9896639130225021,0.9896642910580944,0.9896642753530668,0.989664450747468,0.9899622763854665,0.9899652712663514,0.9896812622494908,0.9896794075966655,0.9896869550069252,0.989685441667808,0.9896634292814381,0.9896660294972636,0.989686346766135,0.9899522298270829,0.989958161141528,0.9899658918860733,0.9899684906370319,0.9899703705247194,0.9900312183563897,0.9900342119806488,0.9898073562748475,0.989807664838129,0.9898076799920188,0.9897997346862986,0.9897997498401884,0.9898053721123682,0.9898153655518752,0.9898126925304885,0.9899194815133476,0.9899194555074796,0.9899138945574851,0.989827807782519,0.9898191847204768,0.9897216459019494,0.9897216912538364,0.9897246115987164,0.9898491596873459,0.9897980159040193,0.9898025945414499,0.989801350260958,0.9898241431765201,0.9897521327966744,0.989752347116829,0.9897915164059039,0.9898464080557179,0.9898466761571678,0.9897910814162214,0.9898464433582586,0.9897216006386711,0.9897255374632489,0.9897824833830177,0.989780407099832,0.9897822042305576,0.9897822713199996,0.9897696955744786,0.9897705518871593,0.9897824869619369,0.9897824871499388,0.9897820670587836,0.9897825199191801,0.9897822919219761,0.9897826600461618,0.9897826922316902,0.9897823766855389
7,0.06708442200400802,0.9898473762943605,0.9898834105559802,0.989883397283946,0.9898300742565559,0.9898492867469673,0.9900167432119388,0.9894533115322582,0.9895066398708838,0.9895378949829691,0.9895614305848561,0.9899839355204176,0.9898778867882759,0.989709686402977,0.9898616731648392,0.9898991051402294,0.9898936117839714,0.9898863851828686,0.9896444062715523,0.9896448250882925,0.9896448076007419,0.9896450034773796,0.9898566835145766,0.989856928852776,0.9896652451731587,0.9896631239245097,0.9896710478540717,0.9896695645123491,0.9896449361847772,0.9896476498507519,0.9896698776616886,0.9898558743345954,0.9898563594761007,0.9898569857809049,0.9898571972095604,0.9898573490916096,0.989887736652527,0.9898884012780336,0.9898184477735199,0.9898187832948349,0.9898187910541356,0.9898183391946911,0.9898183469539917,0.9898180311039533,0.9898211157985332,0.9898174827157855,0.9899503895178664,0.9899503621605783,0.9899478123801246,0.9898261322625541,0.9898225035787285,0.9897289991757988,0.9897290306163239,0.9897312951214148,0.9898672309596394,0.989811774194155,0.9898125740608853,0.9898116110569108,0.9898212474787996,0.9897317795559204,0.9897320137137007,0.9898084939084357,0.9898595352852575,0.9898568403063746,0.9898080998917576,0.9898606317827101,0.989756292121746,0.9897158369192103,0.9898073203696923,0.9898290529138957,0.9898085714582312,0.9898079361865747,0.9898004520653988,0.9897919389415097,0.9898071471437755,0.9898071454159565,0.9898103146916316,0.9898049087723586,0.9898075665052353,0.9898032533202573,0.9898029129721002,0.9898067280283767
8,0.06887896586172346,0.9898473762943605,0.989883262751068,0.9898832495334808,0.9898301926304847,0.9898492858115598,0.9900197816478612,0.9896076314315702,0.9894029202219681,0.9894709200993685,0.989512808145768,0.9899977679605065,0.9898914170300277,0.9897333567530853,0.9897341072347873,0.9897469245987724,0.9897571496850702,0.9897712766265488,0.9896645496409496,0.9896649274451497,0.9896649115888139,0.9896650896879488,0.9897731009688641,0.9897711188776773,0.9896847477990769,0.9896828028648675,0.989689477116218,0.9896883253835109,0.9896660600637447,0.9896683242684471,0.9896880768669041,0.9897795266732728,0.9897756135101958,0.9897706085572928,0.9897689126624953,0.9897677032263088,0.9897683560012873,0.989767029984406,0.989837305554728,0.9898376126551012,0.9898376148573123,0.9898388438389611,0.9898388460411723,0.9898374389674707,0.9898375317408648,0.9898334998988177,0.9899683756157232,0.9899683481476272,0.9899706774205277,0.989838188617547,0.9898376833323732,0.9897572959350117,0.9897573163862914,0.9897589747218379,0.9898846439741222,0.9898335110491348,0.9898321052394894,0.9898316843500097,0.9898341330728626,0.989741405584827,0.9897416110982752,0.9898142360807441,0.9898724126678498,0.9898678173097213,0.9898139511288095,0.9898771722239871,0.9897876607659816,0.9897169386393843,0.9898303200431361,0.9898691615525693,0.9898292040604294,0.9898281839455649,0.9898290429813935,0.9898146801084188,0.9898298138892869,0.9898298112565918,0.9898328531566923,0.989821955401513,0.9898271849834414,0.9898186527689776,0.9898180497337,0.9898258427562914
9,0.07067350971943888,0.9898473762943605,0.9898831149461557,0.9898831017830158,0.9898303101758544,0.9898492849318095,0.9899957959282002,0.9898140180309337,0.989417421469652,0.9894791713599115,0.9895184238892025,0.9899865329097515,0.9898966682100304,0.9897714048495455,0.9896630283992924,0.9896553851619775,0.9896740802636633,0.9897012527109922,0.9897108302132408,0.9897111128109358,0.9897111008884106,0.9897112351529387,0.9897255779160797,0.9897222901322726,0.9897269319236863,0.9897254767773576,0.989730056923463,0.9897293426291742,0.9897127825199734,0.9897143159145574,0.9897288337245925,0.9897360512391671,0.9897295712536367,0.9897213580557567,0.9897185660787434,0.9897165900369911,0.9896948625020957,0.989692227432214,0.9898554334424079,0.9898556735631115,0.9898556717786924,0.9898534054464655,0.9898534036620463,0.989855091311999,0.989856541264862,0.9898526981907757,0.9899662985848041,0.9899662720058966,0.9899744542026921,0.9898569055492026,0.989856650043641,0.9897937016551518,0.9897937136530587,0.9897948169832596,0.9898940290036298,0.9898536827525589,0.989852165428234,0.9898522966842328,0.9898549487542843,0.989770521712789,0.9897706679319355,0.9898074690656896,0.9898818412097198,0.9898765065184663,0.989807254294515,0.9898912638332943,0.9898092067295382,0.989724825933651,0.9898468943130757,0.9898944431705391,0.9898410375410944,0.9898399222426796,0.9898493366950634,0.9898328456958362,0.9898460942938505,0.9898460916612088,0.9898461188508004,0.98983123931421,0.9898382057615209,0.9898267768776232,0.9898260559551858,0.9898368426104973
