,x,eq_complex_1,eq_complex_3,eq_complex_5,eq_complex_6,eq_complex_7,eq_complex_8,eq_complex_9,eq_complex_10,eq_complex_11,eq_complex_12,eq_complex_13,eq_complex_14,eq_complex_15,eq_complex_16,eq_complex_17,eq_complex_18,eq_complex_19,eq_complex_20,eq_complex_21,eq_complex_24,eq_complex_25,eq_complex_26,eq_complex_42,eq_complex_43,eq_complex_44,eq_complex_50,eq_complex_52
0,0.054522615,0.6485506856289235,0.6601717320375564,0.6511392530934651,0.5715983396460776,0.5780980068354544,0.5835733235424314,0.5885284325581859,0.5741871184762413,0.5686022154939534,0.5628722242384037,0.5576727252014221,0.5514488500260359,0.5546087128121349,0.5532296090060077,0.5427056922033378,0.5412858427303191,0.5429775528944222,0.5450668316026718,0.5465827942042556,0.5400546201344787,0.5410761339383439,0.5423061150983539,0.5241366343344505,0.522100607304231,0.5346927968572018,0.5328113313433587,0.5329288585361667
1,0.059045225,0.6503723526441502,0.6618766046937687,0.6524395054787567,0.5752180111527472,0.5816945266907492,0.5872144419039341,0.5921661246646343,0.5772853753529757,0.5731017017529039,0.5681709651483873,0.5631291997175736,0.5569736286066783,0.5600470090465255,0.5586828713888574,0.5483636257412017,0.5464601399263891,0.54824032850007,0.5503296072083196,0.5519217095138558,0.5451136368475518,0.5461351506514169,0.5474369080041399,0.5329185340820268,0.5310981195479347,0.539568790976223,0.536865976579886,0.5370867892743312
2,0.06356784,0.6521940216733323,0.6635814792348139,0.6538010617064702,0.5788425290053307,0.5853005482736056,0.5908568489383597,0.595806791844212,0.5804497804040907,0.5776204832686039,0.5734273466929253,0.5685444913708899,0.5624539368842372,0.5654418735828685,0.5641003579773516,0.5540922238543742,0.5517792320531687,0.5536442054609712,0.5557334841692207,0.5573981706313684,0.5503356143653593,0.5513571281692244,0.5527284680951403,0.5415849131045853,0.5400266110273586,0.5451066296226477,0.5418359128717607,0.5421463966466882
3,0.068090454,0.6540156902997233,0.6652863533988925,0.6552230029065886,0.5824713365654864,0.5889150197252887,0.5944999825031924,0.5994493191202453,0.5836788605379738,0.5821564151203731,0.5786409375201554,0.5739177415613423,0.5678893220617117,0.570792864142329,0.5694810517446258,0.5598824343565945,0.5572318360905153,0.5591771553953131,0.5612664341035627,0.5629995052683129,0.5557107190864745,0.5567322328903397,0.5581703254601917,0.5500762736919798,0.5487971425578673,0.5511983709683852,0.5475913461447222,0.547976868888477
4,0.07261306,0.6558373557037855,0.6669912245472387,0.6567043061382191,0.5861038750559857,0.5925368730477246,0.5981432794246129,0.6030925872879834,0.5869710368560412,0.5867073245988416,0.5838113184009845,0.579248108666861,0.5732793440773905,0.5760995508745348,0.5748239435324691,0.5657248992383026,0.5628053766014384,0.5648259030079132,0.5669151817161628,0.5687118400959459,0.5612275205677972,0.5622490343716624,0.5637504334808006,0.5583596931750194,0.5573561237542068,0.5577368478294606,0.5539959243739228,0.5544415687016563
5,0.07713568,0.6576590267469231,0.6686961009731165,0.6582438574513634,0.5897396078604824,0.5961650500728515,0.6017861998384387,0.6067354991335736,0.5903246499305448,0.5912710448482206,0.5889381162863655,0.5845348046924814,0.5786236111071408,0.5813615513129503,0.5801280694029021,0.5716100508359521,0.5684861916238542,0.5705761464537492,0.5726654251619988,0.574520333314364,0.566873167690955,0.5678946814948203,0.5694553587870793,0.5664191062561859,0.5656746137769428,0.5646189826834502,0.5609130660529673,0.561404256132469
6,0.08165829,0.6594806937621498,0.6704009736293289,0.659840429726892,0.5933779604223507,0.5997984442579418,0.6054281669451049,0.6103769210641459,0.5937379077527151,0.5958453426466157,0.5940209191089466,0.5897770089041718,0.5839216907507768,0.5865784429298868,0.5853924246240133,0.5775280752436451,0.5742596294695748,0.5764126650454472,0.5785019437536968,0.5804092913580589,0.5726334675310665,0.5736549813349316,0.5752703713968557,0.5742483136784914,0.573739495228418,0.571748221090765,0.5682110934968125,0.5687340929174767
7,0.0861809,0.6613023607773765,0.6721058462855414,0.6614927127181971,0.5970183847065319,0.6034359667808393,0.6090686316230152,0.6140157495957824,0.5972089480129745,0.6004280024773168,0.599059366889111,0.5949739632031674,0.5891732050057512,0.5917498566447239,0.5906160599556278,0.5834690800119625,0.5801103552523772,0.5823196369466109,0.5844089156548606,0.586362495608888,0.5784931836408576,0.5795146974447227,0.5811797548822865,0.5818467213299715,0.5815473468452038,0.5790364784276593,0.5757674136614068,0.5763096893666358
8,0.09070352,0.6631240318205139,0.6738107227114192,0.6631993055304258,0.6006603320621521,0.6070765213016943,0.6127070451971672,0.6176508859766547,0.600735817137686,0.6050167957874626,0.6040531128165645,0.600124933382882,0.5943777896951067,0.5968754368795487,0.5957980434877239,0.589423116459194,0.586022526050596,0.588280821233629,0.5903700999418786,0.5923633897112652,0.5844362152659404,0.5854577290698055,0.5871669941203007,0.5892166679444217,0.5891002139841209,0.5864052495705823,0.5834713294195915,0.5840217859769354
9,0.09522613,0.6649456988357406,0.6755155953676316,0.664958708386156,0.6043032292140997,0.6107189817852863,0.616342835489734,0.6212812141199288,0.604316450130137,0.6096094539658821,0.6090017906828948,0.605229176856212,0.599535060529265,0.6019548081313336,0.6009374288001561,0.5953802078110079,0.5919799718902959,0.5942797436178915,0.5963690223261411,0.5983952686040902,0.5904457918235391,0.5914673056274042,0.5932149765807428,0.5963619680398168,0.5964030069166679,0.5937861315523153,0.591225724509479,0.5917748236243368
