,x,eq_complex_1,eq_complex_3,eq_complex_4,eq_complex_5,eq_complex_6,eq_complex_7,eq_complex_8,eq_complex_9,eq_complex_10,eq_complex_11,eq_complex_12,eq_complex_13,eq_complex_14,eq_complex_16,eq_complex_17,eq_complex_18,eq_complex_19,eq_complex_20,eq_complex_22,eq_complex_24,eq_complex_29,eq_complex_30,eq_complex_31,eq_complex_32,eq_complex_34,eq_complex_39,eq_complex_40,eq_complex_41,eq_complex_46,eq_complex_48,eq_complex_51,eq_complex_52,eq_complex_53,eq_complex_54,eq_complex_56,eq_complex_58,eq_complex_60,eq_complex_61,eq_complex_62,eq_complex_63,eq_complex_64,eq_complex_65,eq_complex_66,eq_complex_67,eq_complex_68,eq_complex_69,eq_complex_71,eq_complex_73,eq_complex_77,eq_complex_78,eq_complex_79,eq_complex_80,eq_complex_81,eq_complex_83,eq_complex_86,eq_complex_87,eq_complex_99
0,0.054522615,0.9898473821278814,0.9898844399953118,0.9898844317759617,0.9898337764923802,0.9900135977318386,0.9900098905752202,0.9899586649133394,0.9898192567862292,0.9898765118735556,0.9898768932560533,0.9899102189540872,0.990248004940053,0.9902675422623036,0.9900250646686314,0.9900250461971971,0.9900770680112896,0.9900629064540558,0.9897319306769957,0.990228758655065,0.9896750721844921,0.9898883165180922,0.9899021375761261,0.989934731176973,0.9897740871132543,0.9898327541735005,0.9899081491877786,0.9898978119864962,0.9898452495559328,0.9901177121324868,0.9901177186523423,0.9901005948575604,0.9901138765126576,0.9901194079370671,0.9901248077139645,0.99004040370144,0.9899753404687571,0.989977847088041,0.9899845780642481,0.990144924878698,0.9899943836282155,0.9900854871699893,0.9900842921898165,0.9900850187332193,0.990100692484704,0.9899883790030631,0.9901084879663845,0.9900842941199541,0.9900569571521635,0.9902446630138082,0.9902436902530436,0.9901918884668245,0.9900547381496848,0.9901681459794682,0.9900450715554227,0.9901070544330006,0.9901070160951103,0.990031613482126
1,0.05631715885771543,0.9898473821278814,0.9898842922111168,0.9898842840245445,0.9898338696440913,0.9900207525007338,0.990016548210583,0.9899634551003195,0.9898192330673944,0.9898779752707411,0.9898783568602062,0.9899116710240978,0.9902240430420043,0.990275815736438,0.9900188746811617,0.9900188170554406,0.9900690663707953,0.9900553498844826,0.9897443622546274,0.9902162791115653,0.9896933991738813,0.9899270524213621,0.9899380070330371,0.9899549747557961,0.9897687349872991,0.9898403657735003,0.9899243498438244,0.9899120288998571,0.989847389865154,0.9901249396137963,0.9901249462671813,0.9901118200543367,0.990125690498516,0.9901314479042173,0.9901370670733289,0.9900504136274667,0.9899828498935119,0.989985490849352,0.9899926175473173,0.9901574454441641,0.9900027872793583,0.9900982725060722,0.9900968689896275,0.9900976530651071,0.9901139495607053,0.9899981533394698,0.9901220608922356,0.9900968708355883,0.9900685057784264,0.990240896360834,0.9902399510662109,0.9901883507653247,0.9900709237052286,0.9901484772838287,0.990033514167049,0.9900947959818188,0.9900947628418085,0.9900213493687078
2,0.05811170271543087,0.9898473821278814,0.9898841444269219,0.9898841362731272,0.9898339621445071,0.9900275528232788,0.9900228369114314,0.9899680079820398,0.9898193638442705,0.989879394445522,0.9898797762199301,0.9899130788739567,0.990180622020932,0.9902605832362176,0.9900032438040371,0.9900031399539055,0.9900488607306427,0.9900363319983777,0.9897615791622738,0.9901833618605296,0.9897189646870759,0.9899677714899962,0.9899749679217594,0.9899801956730854,0.9897738087013384,0.9898546210522883,0.9899442568698947,0.9899296617291334,0.9898507615722543,0.99010923879739,0.9901092451364776,0.9901002462674604,0.9901135096381524,0.9901190340038127,0.9901244269249954,0.9900426598577019,0.9899783828799994,0.9899809242587128,0.9899878166475685,0.9901434652797555,0.9899974731809198,0.990088895830568,0.9900876385083287,0.9900884122576135,0.9901039740303365,0.9899945545625796,0.9901117331243807,0.9900876401391925,0.990060634797147,0.99021697562167,0.990216047975308,0.9901669648746333,0.9900426999383392,0.9901099239565312,0.9900099328064096,0.9900415972027207,0.9900415732476012,0.9899997981761014
3,0.0599062465731463,0.9898473821278814,0.9898839966427267,0.9898839885217099,0.989834053998084,0.9900340043391095,0.9900287664969488,0.989972327334291,0.9898196410885013,0.9898807692992616,0.9898811512510189,0.9899144424369403,0.9901203082079134,0.9902226314707587,0.9899785950450333,0.9899784408033601,0.9900169979023016,0.9900063694679374,0.989781854102254,0.9901307999607141,0.9897492044666785,0.9900063372977516,0.990009190066862,0.9900096236398527,0.989786967015742,0.9898727403377954,0.9899671902915075,0.989950205029491,0.9898556709790313,0.9900758014914557,0.9900758071626306,0.9900707224448306,0.9900824372186675,0.9900873553682903,0.9900921589449726,0.9900207155642802,0.9899642051121376,0.9899664601741408,0.9899726072496413,0.9901086674390149,0.9899810770361486,0.9900618007003971,0.9900609168585923,0.9900616215383855,0.9900753787436117,0.9899797924085956,0.9900822554138294,0.9900609182026056,0.9900371304149866,0.9901769508055043,0.9901760372321995,0.9901315436129747,0.9899999140441603,0.9900583232858317,0.9899781708325889,0.9899833771258789,0.9899833616183414,0.9899704672269585
4,0.06170079043086173,0.9898473821278814,0.9898838488585318,0.9898838407702926,0.9898341452092464,0.9900401127992622,0.990034346869769,0.9899764170074475,0.9898200568861234,0.9898820997665985,0.9898824819021199,0.9899157616784581,0.9900465143377819,0.9901640264175563,0.9899458387513463,0.9899456336217667,0.9899746546686046,0.9899665710880158,0.9898033051273247,0.9900604583828263,0.98978130379989,0.9900384438591714,0.9900367186489806,0.9900366955636692,0.9898051108778155,0.989891422961548,0.989988529668827,0.9899697056396438,0.9898619116031799,0.9900308736205681,0.990030878365057,0.9900291657554905,0.9900387007791226,0.9900427408976314,0.9900466892266169,0.98998913143728,0.9899433365578371,0.989945179421229,0.9899502289434513,0.9900599019262638,0.9899570752150727,0.9900227201393287,0.9900222345867673,0.9900228258429428,0.9900340433501155,0.9899570571018477,0.9900396674949845,0.9900222356189975,0.9900029116345758,0.9901261858022173,0.9901252882812352,0.9900869938615561,0.9899668691807048,0.9900006414501765,0.9899426222339869,0.989941079667262,0.9899410697445581,0.9899373934971938
5,0.06349533428857716,0.9898473821278814,0.9898837010743367,0.9898836930188754,0.9898342357823879,0.9900458840120608,0.990039587914752,0.9899802808902385,0.9898206034502441,0.9898833858064122,0.9898837681456925,0.9899170365870544,0.9899632910896412,0.9900879823934724,0.9899063448678336,0.9899060925802691,0.9899236019226755,0.9899186038651215,0.9898240574110172,0.9899752230891593,0.9898124412794078,0.9900600361764015,0.990053865046409,0.9900516669696751,0.9898247510922646,0.9899072198260637,0.9900013378457203,0.9899820291016312,0.9898683350057531,0.9899812607724745,0.9899812644418132,0.9899821106618149,0.989989177530459,0.9899921956992492,0.9899951467854049,0.9899529654153919,0.9899191745263166,0.989920546251341,0.9899243246661271,0.9900047666820068,0.98992936336393,0.9899779835787751,0.9899777819855246,0.9899782337835267,0.9899865586343249,0.989930100488822,0.9899907461139921,0.9899777827177483,0.9899634911257602,0.9900709668806705,0.9900700908671716,0.9900388746737211,0.9899443580087212,0.9899441133011161,0.9899077029144244,0.9899111084728558,0.9899111021324808,0.9899046702393368
6,0.06528987814629258,0.9898473821278814,0.9898835532901417,0.989883545267458,0.9898343257218715,0.9900513237928635,0.9900444994097346,0.9899839228761024,0.9898212731309678,0.989884627393117,0.9898850099692998,0.9899182671657504,0.9898750892949667,0.9899986641213624,0.9898618884028642,0.9898615971960146,0.9898661341730111,0.9898646265308516,0.9898424012157762,0.9898788899107727,0.9898400290527961,0.9900677162074425,0.9900575824740178,0.990046857782397,0.9898424006464404,0.98991691634627,0.989999848152859,0.9899818710515872,0.9898730911928079,0.9899335350422077,0.9899335376067601,0.9899359771062378,0.9899406241568259,0.989942619533205,0.9899445712232785,0.989917194571993,0.9898950784205351,0.9898959849788291,0.989898495495078,0.989950771976233,0.9899017849181228,0.9899337554240032,0.9899336968414656,0.9899340032479228,0.9899394775763762,0.9899027591609402,0.9899422404514695,0.9899336973118518,0.989924326745389,0.9900176803286453,0.9900168323608073,0.9899926888186302,0.9899217602128252,0.9898951274232438,0.9898772896895692,0.9898834592733388,0.9898834558321054,0.9898759448070696
7,0.06708442200400802,0.9898473821278814,0.9898834055059467,0.9898833975160407,0.9898344150320293,0.9900564379175052,0.9900490909473545,0.9899873468320165,0.9898220584227663,0.9898858245082809,0.9898862073672248,0.9899194534237193,0.9897865078990804,0.9899009355538172,0.989814570049416,0.9898142526358277,0.9898049669323775,0.9898071928623062,0.9898569329478509,0.9897759968455077,0.9898619293490687,0.9900590952456495,0.9900457900527253,0.9900206147814298,0.9898549519668404,0.9899178872042521,0.989982290830954,0.9899673417100184,0.9898744291756959,0.9898931562531122,0.9898931577903453,0.9898962209052694,0.9898987826456805,0.9898998857132962,0.9899009648220505,0.9898860977454452,0.9898739673451821,0.9898744699610901,0.9898758694471077,0.9899043084167787,0.9898776690202535,0.9898953032940963,0.98989529324375,0.9898954674960341,0.9898984808051045,0.9898784740787862,0.9899000067807233,0.9898952935055515,0.989890147804864,0.9899718454394576,0.9899710313294259,0.9899531147265944,0.9898936286050026,0.989858318315396,0.9898542639413426,0.9898565484938378,0.9898565476273145,0.9898539989850492
8,0.06887896586172346,0.9898473821278814,0.9898832577217516,0.9898832497646234,0.9898345037171633,0.9900612320792703,0.9900533718670265,0.98999055656969,0.9898229519694847,0.989886977132562,0.9898873603324051,0.9899205953682894,0.9897020429900267,0.9898000723388046,0.9897667156137029,0.9897663888040334,0.9897431067117372,0.989749129265565,0.9898666678546032,0.989671607316774,0.9898766294021696,0.9900330593335919,0.9900176143014042,0.9899773159073935,0.9898600025701372,0.9899083883316409,0.9899511579258417,0.9899403576158317,0.9898714232839602,0.9898638192977595,0.9898638199627219,0.9898666639230677,0.9898676753273228,0.9898681112790212,0.989868537789431,0.9898627638051775,0.9898580001314483,0.9898581997918258,0.9898587588159993,0.989869827456764,0.9898594636374679,0.9898664323540622,0.9898664317198055,0.9898665027010805,0.9898676892342222,0.9898598862708273,0.9898682921764086,0.98986643183044,0.9898644096080801,0.9899373508549892,0.98993657486501,0.98992341601735,0.9898662458088924,0.9898361264413706,0.9898402478022351,0.9898377996643902,0.9898378006161962,0.9898404881308883
9,0.07067350971943888,0.9898473821278814,0.9898831099375566,0.9898831020132062,0.9898345917815453,0.9900657118492335,0.990057351196151,0.9899935558190112,0.9898239465671653,0.9898880852379551,0.9898884688486795,0.9899216929972617,0.9896258524353835,0.9897014566738168,0.9897207594298532,0.9897204434171614,0.9896837003133466,0.9896933929336531,0.9898711155239371,0.9895710555018086,0.9898833607198292,0.9899899230951269,0.9899735253221487,0.9899240858954518,0.9898560992296163,0.9898877588048167,0.9899111332683014,0.9899049112101743,0.9898640944725371,0.9898471923768885,0.9898471923663815,0.9898491878357243,0.9898492825763671,0.9898493234206713,0.9898493633808949,0.9898488318051315,0.989848388045766,0.9898484068653536,0.9898484598557992,0.9898494813769638,0.9898485253276622,0.9898491787364105,0.9898491787358756,0.9898491855957162,0.9898492963716291,0.9898485745898628,0.9898493528512982,0.9898491787483774,0.989848990272088,0.9899160798133619,0.9899153446966431,0.9899051528842504,0.9898490962606903,0.989828798470507,0.9898355431682051,0.989832654179989,0.9898326559131793,0.9898358543236019
