,x,eq_complex_1,eq_complex_3,eq_complex_4,eq_complex_5,eq_complex_6,eq_complex_8,eq_complex_9,eq_complex_11,eq_complex_12,eq_complex_13,eq_complex_14,eq_complex_15,eq_complex_16,eq_complex_17,eq_complex_18,eq_complex_21,eq_complex_22,eq_complex_23,eq_complex_24,eq_complex_25,eq_complex_26
254,0.5103367548597194,0.24465633220024954,0.24239920137600202,0.18082549697778727,0.18082631533360966,0.15804837155523455,0.165989892793864,0.16926634725059098,0.15929144299765102,0.15353159522407062,0.18008084524020487,0.16226654247544042,0.30072198490946855,0.2885805962527952,0.2806653275093107,0.28288832346796505,0.2829349541584742,0.28459901350512157,0.28462682614581203,0.28582623351250214,0.28497886805851047,0.28414920944324834
255,0.5121312987174349,0.24465633220024954,0.2417062067165865,0.161245452523409,0.1612465189229053,0.13147923605640044,0.1393956863200982,0.14266014571135638,0.133081337562103,0.12540686585956407,0.15973916838278718,0.13856013051685787,0.27250725076757837,0.26321015280892285,0.25321083829003854,0.25618117090673204,0.2562627244959931,0.25903186634350805,0.2590714698461819,0.2606479944668358,0.2598006290128441,0.258970970397582
256,0.5139258425751503,0.24465633220024954,0.24101321205717102,0.1417596868574203,0.14176099766784894,0.10503728570190032,0.11291969912699373,0.11616850774123394,0.10698606056156915,0.09733572368642648,0.13912754781908265,0.11558817545285974,0.24334276263001814,0.2370062404347517,0.2251549679863654,0.22889489630394086,0.22902178152475025,0.23313434430719773,0.2331875176346145,0.23514440595933012,0.23429704050533845,0.2334673818900763
257,0.5157203864328658,0.24465633220024954,0.2403202173977555,0.12239022775868881,0.12239177850390327,0.07875223831362332,0.08659167002051238,0.08982119259601257,0.08103495110619657,0.06934972195146591,0.11820632376953094,0.09328358376628612,0.21324675140724408,0.20996797370616394,0.1965238067018067,0.20105108649342446,0.20123391607011243,0.20689324458777614,0.20696193124880766,0.209302466012712,0.20845510055872032,0.20762544194345817
258,0.5175149302905812,0.24465633220024954,0.23962722273834003,0.10315897152676068,0.10316075689565443,0.052653635371919305,0.06044117161463991,0.06364779740712762,0.05525719820881381,0.04148047084745507,0.09693875614111172,0.07157076408137081,0.18225102668488513,0.1821076331786491,0.16734948943350791,0.17267695598882082,0.17292639158987808,0.18029405137992555,0.18038036510344624,0.1831078796251214,0.18226051417112973,0.18143085555586758
259,0.5193094741482966,0.24465633220024954,0.2389342280789245,0.08408765822907213,0.08408967208560467,0.02677080881423541,0.034497577114319444,0.037677723933850216,0.029681807974352464,0.013759604982587631,0.07529170015749814,0.05036965029063295,0.15040184235977327,0.1534514925185957,0.1376703559758329,0.1438055535344747,0.14413214029643595,0.15332195633833107,0.15342818464226077,0.15654606370459856,0.1556986982506069,0.15486903963534474
260,0.521104018006012,0.24465633220024954,0.238241233419509,0.06519784712479368,0.06520008251958209,0.0011328480692820164,0.008790027322397337,0.01194014553497355,0.004337570981354316,-0.013781249543739826,0.053236291320063356,0.02959911301759227,0.11776047819815433,0.12404027205072554,0.10753101719246472,0.11447588787167759,0.11488988173661221,0.12596303265139577,0.12609163773860702,0.12960330328367686,0.1287559378296852,0.12792627921442304
261,0.5228985618637275,0.24465633220024954,0.2375482387600935,0.04651089229305125,0.0465133414765081,-0.024231432636274253,-0.016652602092413704,-0.01353602560295386,-0.020746970107828333,-0.04111050844695302,0.030748633645762746,0.009179623169529222,0.08440347777333707,0.09392917274255022,0.07698231903096889,0.08473296375354655,0.08524415541936758,0.09820553707435009,0.09835915346592594,0.10226803374694937,0.1014206682929577,0.10059100967769555
262,0.5246931057214429,0.24465633220024954,0.23685524410067801,0.02804791849311211,0.028050572930109957,-0.04929352666179543,-0.04180173302974044,-0.03872217094398345,-0.04554355267167359,-0.06819666293246618,0.007810482820465453,-0.010964869419613055,0.05042249103245172,0.06318746392846639,0.0460811979418613,0.05462772098791216,0.05524526074135633,0.07004130484681395,0.07022273315986444,0.07453221453019895,0.07368484907620729,0.07285519046094513
263,0.5264876495791583,0.24465633220024954,0.23616224944126255,0.00982979728379002,0.00983264766982847,-0.07402526699098816,-0.06662911705753594,-0.06358999775127366,-0.07002422595288554,-0.09500831372663171,-0.015590086482795862,-0.03090579183716824,0.015923682336271255,0.031897621390336056,0.01489042414724967,0.02421687150341295,0.024949099554456067,0.041467193433450955,0.041679389730902405,0.04639275089996145,0.045545385445969755,0.0447157268307076
264,0.5282821934368738,0.24465633220024954,0.23546925478184702,-0.0081228765709071,-0.008119840292057035,-0.09839885788850394,-0.09110686714175714,-0.08811157086959737,-0.09416138254469597,-0.12151420544908675,-0.03945804221534921,-0.05070941935595863,-0.01897331794782786,0.00015403798016422332,-0.01652176759868418,-0.006437367929847171,-0.0055830807990778775,0.012486523107722441,0.01273258329739721,0.017852912624207767,0.017005547170216073,0.016175888554953916
265,0.5300767372945892,0.24465633220024954,0.23477626012243152,-0.025789808383224977,-0.02578659700042768,-0.12238690613926051,-0.11520748897010463,-0.11225934410616112,-0.11792778950464045,-0.14768326131111592,-0.06379080074039434,-0.07043679683155185,-0.05413691901391143,-0.031938645450269865,-0.048082156621167216,-0.03726764671940358,-0.03628504336590027,-0.016889543799390117,-0.01660640495321175,-0.011076307759021242,-0.011923673213012909,-0.012753331828275094
266,0.5318712811523046,0.24465633220024954,0.23408326546301603,-0.0431510264838999,-0.04314765149814265,-0.14596245183539064,-0.13890391183466183,-0.1360061911745004,-0.1412966190607809,-0.17348461812345517,-0.08857769383622327,-0.09014392222166095,-0.08942550908869246,-0.06426751789833574,-0.07971311752995602,-0.06820195140305141,-0.06708601275803922,-0.046640747006986394,-0.04631722256917786,-0.040374958152903595,-0.04122232360689532,-0.04205198222215745
267,0.53366582501002,0.24465633220024954,0.23339027080360053,-0.06018690479922073,-0.06018337840171506,-0.16909899867617895,-0.16216951903870036,-0.1593254361666539,-0.1642414788757356,-0.1988876615955737,-0.11379951521559023,-0.10988200390473318,-0.12468978049173224,-0.09671359551204634,-0.11133329362234534,-0.09916416943985118,-0.09791121493018179,-0.07673665868200569,-0.07636938206743826,-0.07001307356957392,-0.07086043902356565,-0.07169009763882778
