,x,eq_complex_1,eq_complex_3,eq_complex_5,eq_complex_6,eq_complex_7,eq_complex_8,eq_complex_10,eq_complex_11,eq_complex_12,eq_complex_13,eq_complex_15,eq_complex_16,eq_complex_17,eq_complex_18,eq_complex_19,eq_complex_21
0,0.054522615,-0.8618606868059691,-0.8618360431481298,-0.8618553749091917,-0.863019064577124,-0.8616631514110147,-0.8616641907625905,-0.8643790995683183,-0.8639773649276817,-0.8636509492353301,-0.8635854943533754,-0.8637678767980098,-0.8628300903687595,-0.862834644851697,-0.8631076380035819,-0.8632468771613659,-0.8639325891805094
1,0.05631715885771543,-0.858381896203839,-0.8583573508218341,-0.8583765630390656,-0.8595264606877576,-0.858200746767874,-0.8582016999059798,-0.8608447541922803,-0.8604739048685907,-0.8601505763740985,-0.8600956754147049,-0.8602712578980471,-0.8593524513879542,-0.8593570778933337,-0.8596259268594495,-0.8597625749483656,-0.8604344795790844
2,0.05811170271543087,-0.854903105601709,-0.8548786584955387,-0.8548977509979475,-0.8560339671699148,-0.854737592406797,-0.8547384632755521,-0.8573107214500588,-0.8569701258153704,-0.8566499794983169,-0.8566053095559782,-0.8567743592850929,-0.8558745069611556,-0.8558792052965657,-0.856143846705621,-0.8562778955950108,-0.8569361296731509
3,0.0599062465731463,-0.851424314999579,-0.8513999661692432,-0.851418938783767,-0.8525415835784713,-0.8512736929892948,-0.8512744855083543,-0.8537770041447565,-0.8534660331214908,-0.8531491625165766,-0.8531144004013017,-0.8532771849588482,-0.8523962524995045,-0.852401022440394,-0.8526613965843386,-0.852792839934312,-0.8534375409850542
4,0.06170079043086173,-0.8479455243974491,-0.8479212738429477,-0.8479401263944198,-0.8490493094683421,-0.8478090533437058,-0.8478097714073797,-0.8502436050466813,-0.8499616322159882,-0.8496481293580633,-0.8496229517401136,-0.8497797389626113,-0.8489176835297552,-0.8489225248192734,-0.8491785756969727,-0.8493074089369402,-0.849938715097395
5,0.06349533428857716,-0.844466733795319,-0.8444425815166522,-0.844461313827768,-0.8455571443944806,-0.8443436784632903,-0.844344325939673,-0.8467105268931926,-0.8464569286021492,-0.8461468839722117,-0.8461309675260308,-0.8462820253826151,-0.8454387956989454,-0.8454437080478076,-0.8456953834035221,-0.8458216037091094,-0.8464396536527483
6,0.06528987814629258,-0.840987943193189,-0.8409638891903567,-0.8409825010816382,-0.8420650879118788,-0.8408775735042878,-0.8408781542343978,-0.8431777723885524,-0.842951927856178,-0.8426454303283799,-0.8426384518756459,-0.8427840483473823,-0.841959584779005,-0.8419645678653815,-0.842211819221989,-0.8423354254903977,-0.8429403583533635
7,0.06708442200400802,-0.8375091525910592,-0.8374851968640613,-0.8375036881538216,-0.8385731395755673,-0.837410743783939,-0.8374112615808682,-0.8396453442037777,-0.8394466356258456,-0.8391437724155428,-0.8391454090672746,-0.8392858120270951,-0.8384800466712954,-0.838485100140728,-0.8387278828276329,-0.8388488756515151,-0.8394408309608492
8,0.06887896586172346,-0.834030361988929,-0.8340065045377657,-0.8340248750420728,-0.8350812989406138,-0.8339431947784702,-0.8339436534265453,-0.8361132449764946,-0.8359410576291199,-0.8356419142420056,-0.8356518435396526,-0.8357873206329814,-0.8350001774110736,-0.8350053008764157,-0.8352435740521085,-0.8353619556920161,-0.8359410732958442
9,0.07067350971943888,-0.8305515713867991,-0.8305278122114703,-0.8305460617441096,-0.8315895655621255,-0.8304749321210482,-0.8304753353750007,-0.8325814773107977,-0.8324351996527823,-0.8321398598351365,-0.8321577598905874,-0.8322885784167192,-0.8315199731718735,-0.8315251662132577,-0.8317588928824875,-0.8318746672379678,-0.832441087237675
10,0.07246805357715431,-0.8270727807846691,-0.8270491198851748,-0.8270672482576116,-0.8280979389952462,-0.8270059615996931,-0.8270063131838435,-0.8290500437771077,-0.8289290675510242,-0.8286376132411143,-0.828663162875556,-0.8287895896698508,-0.8280394302697922,-0.828044692434624,-0.8282738394601685,-0.8283870120395698,-0.8289408747239984
11,0.07426259743486974,-0.8235939901825391,-0.8235704275588793,-0.8235884345802196,-0.824606418795158,-0.8235362891551659,-0.8235365927626156,-0.8255189469120353,-0.8254226672440291,-0.8251351785246978,-0.8251680574062602,-0.8252903587232169,-0.82455854516768,-0.8245638759706585,-0.8247884140796796,-0.8248989919687373,-0.8254404377504371
12,0.07605714129258517,-0.820115199580409,-0.8200917352325837,-0.8201096207095352,-0.8211150045170803,-0.8200659208788169,-0.8200661801706534,-0.8219881892182463,-0.8219160047165378,-0.8216325597690095,-0.8216724485491302,-0.821790889946403,-0.8210773144792219,-0.8210827134023867,-0.8213026171873754,-0.8214106090166465,-0.8219397783702013
13,0.07785168515030061,-0.816636408978279,-0.8166130429062882,-0.8166308066431194,-0.8176236957162704,-0.8165948630104056,-0.8165950816149186,-0.8184577731643283,-0.8184090860163986,-0.8181297610753377,-0.8181763415237847,-0.8182911877472007,-0.8175957349729048,-0.8176012014657111,-0.817816449380033,-0.8179218652912471,-0.8184388986937043
14,0.07964622900801603,-0.8131576183761491,-0.8131343505799928,-0.8131519923784921,-0.8141324919480218,-0.8131231219358857,-0.8131233034477949,-0.8149277011846604,-0.814901917253102,-0.814626786562953,-0.8146797417014404,-0.8147912565710808,-0.8141138035758608,-0.8141193370552819,-0.8143299114033496,-0.8144327630147452,-0.8149378008881683
15,0.08144077286573147,-0.8096788277740191,-0.8096556582536973,-0.8096731779131311,-0.8106413927676661,-0.8096507041851615,-0.8096508521648574,-0.8113979756792863,-0.8113945045962991,-0.8111236403689407,-0.8111826546032788,-0.8112911009006829,-0.8106315173775837,-0.8106371172282395,-0.8108430041503476,-0.8109433045210636,-0.8114364871772243
16,0.08323531672344689,-0.8062000371718892,-0.806176965927402,-0.8061943632444714,-0.8071503977305711,-0.8061776164298136,-0.8061777344026075,-0.8078685990137888,-0.8078868542743085,-0.8076203266480494,-0.8076850858987661,-0.807790725255315,-0.8071488736335048,-0.8071545392078209,-0.8073557286596873,-0.8074534922532778,-0.8079349598405066
17,0.08502986058116233,-0.8027212465697591,-0.8026982736011063,-0.8027155483699034,-0.8036595063921416,-0.8027038654807928,-0.8027039569361819,-0.8043395735191674,-0.8043789725726052,-0.8041168495725519,-0.8041870414039268,-0.8042901341904664,-0.8036658697684281,-0.8036716003868195,-0.803868086113895,-0.803963328761035,-0.8044332212132421
18,0.08682440443887776,-0.7992424559676292,-0.799219581274811,-0.799236733286774,-0.8001687183078191,-0.7992294582860872,-0.7992295266770306,-0.8008109014917182,-0.8008708658322987,-0.8006132133321215,-0.8006885270795754,-0.8007893322973327,-0.8001825033798119,-0.8001882983308966,-0.8003800778375081,-0.80047281669796,-0.8009312736858382
19,0.0886189482965932,-0.7957636653654989,-0.7957408889485154,-0.7957579179923826,-0.796678033033081,-0.7957544019283584,-0.7957544506705655,-0.797282585192916,-0.7973625404485959,-0.7971094221337189,-0.7971895490295008,-0.7972883242023512,-0.7966987722408917,-0.7967046307817317,-0.7968917052951395,-0.7969819588190452,-0.7974291197034649
20,0.09041349215430862,-0.7922848747633691,-0.79226219662222,-0.7922791024839835,-0.793187450123442,-0.7922787036225535,-0.7922787360937851,-0.7937546268493004,-0.793854002869252,-0.7936054802014954,-0.7936901134986104,-0.7937871145667486,-0.7932146743036427,-0.793220595660012,-0.7934029700894726,-0.7934907579780406,-0.7939267617656404
21,0.09220803601202404,-0.7888060841612391,-0.7887835042959244,-0.7888002867587819,-0.7896969691344519,-0.7888023707134848,-0.7888023902528677,-0.7902270286523618,-0.7903452595930065,-0.7901013917767024,-0.7901902268710282,-0.790285708086096,-0.7897302077015663,-0.7897361910682472,-0.7899138739591786,-0.7899992171248296,-0.7904242024258119
