,x,eq_complex_1,eq_complex_3,eq_complex_4,eq_complex_5,eq_complex_6,eq_complex_8,eq_complex_10,eq_complex_11,eq_complex_12,eq_complex_13,eq_complex_14,eq_complex_15,eq_complex_16,eq_complex_17,eq_complex_18,eq_complex_19,eq_complex_20,eq_complex_21,eq_complex_26,eq_complex_28,eq_complex_35,eq_complex_36,eq_complex_37,eq_complex_38,eq_complex_39,eq_complex_40,eq_complex_42,eq_complex_43,eq_complex_46,eq_complex_49,eq_complex_50,eq_complex_51,eq_complex_52,eq_complex_53,eq_complex_54,eq_complex_55,eq_complex_56,eq_complex_57,eq_complex_58,eq_complex_67,eq_complex_73,eq_complex_84,eq_complex_85,eq_complex_86
0,0.054522615,-0.15533980470424355,-0.1553282645325063,-0.15528192257527268,-0.1552849531426405,-0.15532066383207552,-0.15530170725178208,-0.1553118315424835,-0.15529629194257416,-0.15530247906041558,-0.15531738410170703,-0.1553235617568552,-0.15532670773411358,-0.15533069335870056,-0.15532951507726828,-0.15533233445429115,-0.15535285712963648,-0.15535385716483302,-0.15535326284387127,-0.15534014258980464,-0.15535520739159459,-0.15534478659720502,-0.15534535815710837,-0.1553380975186986,-0.15533987034470534,-0.15533875013510612,-0.1553488897706492,-0.15535024163912894,-0.1553501915603943,-0.15535040966664435,-0.1553519300558815,-0.15533774261644892,-0.15533884163094971,-0.1553514244160857,-0.15535197555664737,-0.15533654350240947,-0.15535369432716895,-0.1553349283277515,-0.15533551117320132,-0.15533485946067757,-0.15534140373336322,-0.15534434162721303,-0.1553365998474318,-0.15534133717346582,-0.1553432447360766
1,0.05631715885771543,-0.15533980470424355,-0.15532818497620354,-0.15528246763084083,-0.15528556763210596,-0.1553215016470504,-0.15530285307346078,-0.15531270392427857,-0.15529667403061911,-0.1553027251600633,-0.15531776618975196,-0.15532404817209725,-0.15532701340704588,-0.15533109567556802,-0.15532989510014347,-0.1553326899001355,-0.15535300791873063,-0.15535406741961202,-0.1553534789919315,-0.15534024953062897,-0.15535530610403214,-0.1553453009086597,-0.15534587394138968,-0.15533854749283596,-0.15534039161057522,-0.1553392959549966,-0.15534918290869112,-0.15535051128088875,-0.15535046269216596,-0.15535068876657004,-0.15535228328339826,-0.15533810457661493,-0.15533919619167258,-0.1553517598965577,-0.1553523214225882,-0.15533681629812043,-0.15535399598522517,-0.15533539670526247,-0.15533598293926046,-0.1553353223465956,-0.15534178936435677,-0.15534468785093578,-0.15533710689990188,-0.1553416988937429,-0.15534359613919616
2,0.05811170271543087,-0.15533980470424355,-0.15532810488321083,-0.15528302882707845,-0.15528619675871586,-0.15532233650605348,-0.15530399777901516,-0.15531357229737053,-0.15529706833437693,-0.15530298058671957,-0.1553181604935098,-0.15532454446020516,-0.15532732883765296,-0.15533150538234233,-0.15533028313313138,-0.15533305418042884,-0.15535316310143582,-0.15535428191419848,-0.1553536995858063,-0.15534035969570026,-0.15535540676545034,-0.1553458105651682,-0.15534638478010443,-0.15533899829506545,-0.15534091276108514,-0.15533984162437486,-0.1553494760015134,-0.15535078064628047,-0.15535073354138665,-0.1553509664700331,-0.155352635127134,-0.15533848687690655,-0.1553395697598199,-0.1553520939397087,-0.15535266188722852,-0.15533710990781338,-0.15535429643997728,-0.155335874949648,-0.1553364642568079,-0.15533579514146711,-0.15534218320465967,-0.15534504061638166,-0.1553376248904148,-0.15534206765844094,-0.15534395401013024
3,0.0599062465731463,-0.15533980470424355,-0.15532802425015693,-0.15528360600600535,-0.15528684035268484,-0.15532316819775102,-0.15530514101133808,-0.15531443652561405,-0.1552974746995023,-0.1553032454412051,-0.15531856685863518,-0.15532505045161846,-0.15532765390266837,-0.15533192234266355,-0.1553306790419655,-0.15533342732049368,-0.15535332270675434,-0.15535450063539757,-0.15535392461399408,-0.15534047316548327,-0.1553555093975369,-0.15534631552589165,-0.15534689064022453,-0.1553394498712895,-0.15534143317884125,-0.15534038649397267,-0.155349768804099,-0.15535104952983964,-0.1553510039016846,-0.15535124263392472,-0.1553529853089969,-0.1553388883547542,-0.15533996121467797,-0.15535242640304694,-0.15535299695101082,-0.15533742349450527,-0.15535459553449488,-0.15533636279944096,-0.15533695484937762,-0.15533627757710378,-0.15534258504544265,-0.15534539970522696,-0.15533815345770868,-0.15534244324578297,-0.15534431811488883
4,0.06170079043086173,-0.15533980470424355,-0.15532794307365483,-0.15528419900514204,-0.15528749824032315,-0.15532399651708223,-0.15530628242209488,-0.15531529647989134,-0.15529789296777713,-0.15530351982378265,-0.15531898512690998,-0.155325565973934,-0.15532798847577467,-0.15533234641813218,-0.15533108269009258,-0.1553338093390086,-0.15535348676222038,-0.15535472356597935,-0.15535415406082329,-0.15534059002553668,-0.15535561402381712,-0.15534681575418033,-0.1553473914928684,-0.15533990216676302,-0.15534195227684813,-0.15534092994603113,-0.155350061084249,-0.1553513177362822,-0.1553512735769248,-0.15535151712327697,-0.155353333567205,-0.15533930784575886,-0.1553403694360789,-0.15535275715027275,-0.15535332662367957,-0.15533775621630763,-0.15535489311950745,-0.1553368599849415,-0.15533745443258987,-0.15533676937737062,-0.15534299466791643,-0.1553457648936921,-0.15533869220886404,-0.15534282543181951,-0.15534468821795977
5,0.06349533428857716,-0.15533980470424355,-0.15532786135030172,-0.15528480765755556,-0.15528817024408356,-0.1553248212652038,-0.15530742167168718,-0.1553161520379351,-0.15529832297716353,-0.1553038038335993,-0.1553194151362964,-0.15532609085195845,-0.15532833242764707,-0.15533277746835175,-0.15533149393871587,-0.15533420024763683,-0.1553536552936376,-0.1553549506845333,-0.15535438790629907,-0.15534071036639294,-0.1553557206695622,-0.155347311217392,-0.15534788731310983,-0.15534035512580993,-0.1553424694987381,-0.15534147139465007,-0.1553503526221773,-0.15535158508027164,-0.15535154238097423,-0.155351789811024,-0.155353679655938,-0.15533974418536972,-0.15534079330590997,-0.1553530860511686,-0.15535365092346126,-0.15533810722638425,-0.15535518905323017,-0.1553373662282054,-0.15533796271419634,-0.1553372702581758,-0.1553434118431987,-0.15534613595255817,-0.15533924071978994,-0.15534321399044837,-0.15534506408237533
6,0.06528987814629258,-0.15533980470424355,-0.1553277790766791,-0.15528543179190651,-0.15528885618260924,-0.15532564224943113,-0.15530855842921157,-0.15531700308415308,-0.15529876456185843,-0.15530409756812064,-0.15531985672099127,-0.15532662490776228,-0.15532868562599805,-0.15533321535097225,-0.1553319126468394,-0.15533460005066524,-0.15535382832481673,-0.15535518196533113,-0.1553546261259576,-0.15534083428343376,-0.1553558293616923,-0.1553478018867137,-0.15534837807979093,-0.1553408086915736,-0.15534298431888113,-0.1553420102860008,-0.15535064321011224,-0.15535185138618232,-0.15535181013746352,-0.15535206057776388,-0.15535402334496853,-0.15534019621082504,-0.15534123170987169,-0.15535341298148805,-0.155353969876295,-0.15533847567312423,-0.1553554832011883,-0.15533788124307488,-0.15533847939416734,-0.15533777992750383,-0.1553438363322384,-0.15534651264721783,-0.15533979853594818,-0.15534360869345137,-0.15534544546979276
7,0.06708442200400802,-0.15533980470424355,-0.15532769624935291,-0.15528607123249719,-0.15528955587078272,-0.15532645928317704,-0.15530969237241316,-0.15531784950945401,-0.155299217552349,-0.15530440112255928,-0.15532030971148184,-0.15532716796073406,-0.15532904793562277,-0.15533365992173404,-0.15533233867131263,-0.1553350087446548,-0.15535400587731432,-0.15535541737819733,-0.15535486869072923,-0.15534096187676116,-0.1553559401286739,-0.15534828773698708,-0.15534886377533935,-0.1553412628058007,-0.15534349624237911,-0.15534254609840653,-0.1553509326519047,-0.15535211648786013,-0.15535207667954554,-0.1553523293115224,-0.15535436441927478,-0.155340662763322,-0.1553416835394525,-0.155353737822843,-0.15535428351511082,-0.15533886070053096,-0.15535577543604054,-0.1553384047352505,-0.15533900416481952,-0.15533829808549077,-0.15534426788579708,-0.1553468947377603,-0.15534036517331354,-0.1553440093105471,-0.1553458321405874
8,0.06887896586172346,-0.15533980470424355,-0.15532761286487345,-0.15528672579932107,-0.15529026911977586,-0.15532727218588785,-0.15531082318763403,-0.1553186912110753,-0.15529968177546974,-0.15530471458929798,-0.1553207739346026,-0.155327719827636,-0.1553294192184458,-0.1553341110345124,-0.15533277186687594,-0.1553354263181038,-0.15535418797017303,-0.15535565688838907,-0.15535511556681023,-0.15534109325106268,-0.15535605300041064,-0.1553487687465375,-0.15534934438559028,-0.15534171740865643,-0.1553440048049479,-0.15534307834229433,-0.15535122076264296,-0.15535238022838022,-0.15535234184965166,-0.1553525959075183,-0.15535470267863657,-0.1553411426903763,-0.155342147694082,-0.1553540604625901,-0.1553545918791544,-0.1553392614488218,-0.1553560656374014,-0.15533893640240334,-0.1553395367109821,-0.1553388244245407,-0.15534470624448837,-0.15534728197908965,-0.15534094011956556,-0.1553444156094591,-0.15534622385395813
9,0.07067350971943888,-0.15533980470424355,-0.15532752891977553,-0.15528739530811353,-0.1552909957371008,-0.15532808078297702,-0.15531195056975713,-0.15531952809241226,-0.15530015705446062,-0.15530503805730955,-0.15532124921359347,-0.15532828032265994,-0.15532979933356858,-0.15533456854136274,-0.1553332120862068,-0.1553358527511247,-0.15535437461966423,-0.15535590045648504,-0.1553553667155443,-0.15534122851547078,-0.15535616800812718,-0.15534924489700727,-0.15534981989961283,-0.1553421724385702,-0.15534450957269355,-0.15534360656002558,-0.1553515073682744,-0.15535264245980282,-0.1553526054992456,-0.1553528602679307,-0.15535503793721753,-0.15534163484832952,-0.15534262308342314,-0.15535438079371583,-0.15535489501335564,-0.1553396770552286,-0.15535635369166312,-0.15533947593432526,-0.15534007671020086,-0.1553393586294813,-0.15534515113887495,-0.15534767412107556,-0.15534152283550437,-0.1553448273559986,-0.15534662036804409
