,x,eq_complex_1,eq_complex_3,eq_complex_5,eq_complex_6,eq_complex_7,eq_complex_8,eq_complex_9,eq_complex_11,eq_complex_12,eq_complex_13,eq_complex_15,eq_complex_16,eq_complex_17,eq_complex_19,eq_complex_23
0,0.054522615,-0.6639699920609592,-0.6630899528740151,-0.6522708886711654,-0.6413315848653123,-0.6673465158680929,-0.6446395221037051,-0.6569488464997955,-0.650739086012537,-0.650877671493135,-0.6502657204088977,-0.6501931779992112,-0.6502016559347565,-0.6487989786907997,-0.6483513894973003,-0.6465627283848485
1,0.059045225,-0.658398500222992,-0.6575273056451421,-0.6468986808552986,-0.6362082328195071,-0.6618339898870094,-0.6391057928817567,-0.6514492005251293,-0.6452640851317175,-0.6454026706123157,-0.6447905291654541,-0.6447063317663633,-0.6447147576129437,-0.643429137173468,-0.6429815479799688,-0.6411928868675167
2,0.06356784,-0.652827002225427,-0.6519646522664491,-0.6415231323699075,-0.6310804870739586,-0.6563224647426296,-0.63359071496214,-0.6459508848751423,-0.6397908182104468,-0.6399294036910448,-0.6393170731795179,-0.6392469793344893,-0.6392553361692594,-0.6380609841363145,-0.6376133949428151,-0.6358247338303631
3,0.068090454,-0.6472555054597815,-0.6464020001177202,-0.6361443041426587,-0.6259483516473887,-0.6508119637057517,-0.6280942411240538,-0.6404539321215592,-0.6343193235390021,-0.6344579090196001,-0.6338453909323327,-0.6338138129614104,-0.6338220846708282,-0.6326945494219272,-0.6322469602284277,-0.6304582991159757
4,0.07261306,-0.641684018549493,-0.6408393578087028,-0.6307622575074778,-0.6208118317164957,-0.6453025114442923,-0.622616307267011,-0.6349583765091344,-0.6288496411119773,-0.6289882265925753,-0.6283755226188847,-0.6284054891780269,-0.6284136604805968,-0.6273298643204006,-0.6268822751269014,-0.6250936140144494
5,0.07713568,-0.6361125143923301,-0.6352766982801903,-0.6253770184846112,-0.6156708995047986,-0.6397940974844174,-0.6171567963080207,-0.6294642175205905,-0.6233817763662821,-0.6235203618468801,-0.6229074738850646,-0.6230206021190068,-0.6230286585816927,-0.621966925995632,-0.6215193368021326,-0.6197306756896805
6,0.08165829,-0.6305410225543631,-0.6297140510513171,-0.6199886670726773,-0.6105255795047002,-0.6342867675636559,-0.6117156289381667,-0.6239715110047488,-0.6179157908738688,-0.6180543763544668,-0.6174413065238522,-0.6176577815121511,-0.6176657095633451,-0.6166057864296175,-0.6161581972361181,-0.6143695361236661
7,0.0861809,-0.6249695307163958,-0.6241514038224438,-0.6145972420205279,-0.6053758575694145,-0.6287805261837351,-0.6062926670327111,-0.618480271988193,-0.6124517056131213,-0.6125902910937193,-0.6119770417438464,-0.6123156053256265,-0.6123233922612255,-0.6112464575422798,-0.6107988683487804,-0.6090102072363286
8,0.09070352,-0.6193980265592329,-0.6185887442939313,-0.6092027812869911,-0.6002217195116609,-0.6232753780308689,-0.6008877550218934,-0.6129905160019582,-0.60698954209995,-0.607128127580548,-0.6065147013021924,-0.6069926480577769,-0.607000282043318,-0.6058889515244708,-0.6054413623309713,-0.6036527012185193
9,0.09522613,-0.6138265347212659,-0.6130260970650583,-0.6038053578641979,-0.5950631853365274,-0.6177713644790734,-0.5955007557012713,-0.6075022954885627,-0.601529358604495,-0.6016679440850929,-0.6010543437228733,-0.6016875229219575,-0.6016949929915365,-0.600533316352825,-0.6000857271593256,-0.5982970660468737
10,0.099748746,-0.6082550354917813,-0.6074634424564014,-0.5984050010541134,-0.589900234010913,-0.6122684832518666,-0.5901314715714246,-0.6020156196995023,-0.5960711704495436,-0.5962097559301416,-0.595595984593009,-0.5963988108155059,-0.5964061068643722,-0.5951795576063932,-0.5947319684128938,-0.5929433073004418
11,0.10427135,-0.6026835510453319,-0.6019008026073119,-0.5930017800142908,-0.5847328833013881,-0.6067667736091692,-0.584779728411288,-0.5965305396481477,-0.5906150345264525,-0.5907536200070507,-0.5901396810819446,-0.591125148561481,-0.5911322613373975,-0.5898277213554336,-0.5893801321619343,-0.5875914710494823
12,0.10879397,-0.5971120468881689,-0.5963381430787993,-0.587595708222447,-0.5795610984180745,-0.6012662190108553,-0.5794452806047039,-0.5910470510733015,-0.585160952762028,-0.585299538242626,-0.5846854354056182,-0.5858651410426923,-0.5858720621307185,-0.5844777994653816,-0.5840302102718823,-0.5822415491594304
13,0.11331658,-0.5915405550502018,-0.5907754958499262,-0.5821868629695712,-0.5743849062902786,-0.5957668687556389,-0.5741279296034372,-0.5855652157190969,-0.579708992752419,-0.579847578233017,-0.57923331546465,-0.5806174828668084,-0.5806242046750227,-0.5791298479158242,-0.5786822587223248,-0.5768935976098729
14,0.11783919,-0.5859690632122347,-0.585212848621053,-0.5767752778166417,-0.5692042926920713,-0.5902687285029957,-0.5688274178215311,-0.5800850522031549,-0.5742591792076419,-0.5743977646882399,-0.5737833462860893,-0.5753808581894332,-0.5753873739280737,-0.5737838803095906,-0.5733362911160913,-0.5715476300036393
15,0.12236181,-0.5803975590550718,-0.5796501890925403,-0.5713609856031635,-0.5640192433568498,-0.5847718040658475,-0.5635434715371833,-0.5746065796901507,-0.5688115373922071,-0.5689501228728051,-0.56833555346594,-0.5701539868803323,-0.5701602905398186,-0.5684399104725361,-0.5679923212790368,-0.5662036601665847
16,0.12688442,-0.5748260672171048,-0.5740875418636673,-0.5659440543983119,-0.5588297784154406,-0.5792761378548055,-0.5582758360287906,-0.5691298542206343,-0.563366129239902,-0.5635047147205001,-0.562889999285463,-0.5649356627820987,-0.5649417491102542,-0.5630979878721887,-0.5626503986786893,-0.5608617375662373
17,0.13140704,-0.5692545630599418,-0.5685248823351546,-0.5605245036942847,-0.553635872118704,-0.5737817237978388,-0.5530241941500792,-0.5636548839308786,-0.5579229690484035,-0.5580615545290015,-0.5574466984040614,-0.5597246761041592,-0.5597305405781228,-0.5577581149056487,-0.5573105257121493,-0.5555218645996973
18,0.13592964,-0.5636830835411706,-0.5629622474059209,-0.5551024122260956,-0.5484375561324859,-0.5682886166890395,-0.5477882713561187,-0.5581817380339165,-0.5524821318288374,-0.5526207173094355,-0.5520057262123121,-0.554519920056536,-0.5545255588572825,-0.5524203531805573,-0.551972763987058,-0.550184102874606
19,0.14045227,-0.5581115670648118,-0.557399575577769,-0.549677762156826,-0.5432347701683446,-0.5627967742680295,-0.5425676853030856,-0.552710389479125,-0.5470435968822747,-0.5471821823628727,-0.5465670624051427,-0.5493202435438967,-0.5493256535228538,-0.5470846700461199,-0.5466370808526205,-0.5448484197401686
20,0.14497487,-0.5525400875460407,-0.5518369406485353,-0.5442506669166123,-0.5380275804447983,-0.5573062879611987,-0.5373621658782548,-0.5472409448586809,-0.5416074763342547,-0.5417460618148527,-0.541130819522563,-0.5441246717420215,-0.544129850395987,-0.5417511627902292,-0.5413035735967299,-0.539514912484278
21,0.14949748,-0.5469685957080737,-0.5462742934196622,-0.5388211193420547,-0.532815938130029,-0.5518171278611281,-0.5321713130323642,-0.5417733903488764,-0.5361737625904366,-0.5363123480710346,-0.5356969903999701,-0.5389321662313573,-0.5389371116658253,-0.5364198108608456,-0.5359722216673463,-0.5341835605548944
