,x,eq_complex_1,eq_complex_3,eq_complex_4,eq_complex_6,eq_complex_8,eq_complex_9,eq_complex_10,eq_complex_11,eq_complex_12,eq_complex_14,eq_complex_15,eq_complex_16,eq_complex_17,eq_complex_18,eq_complex_19,eq_complex_20,eq_complex_21,eq_complex_22,eq_complex_23,eq_complex_24,eq_complex_25,eq_complex_26,eq_complex_29,eq_complex_30,eq_complex_31,eq_complex_32,eq_complex_33,eq_complex_34,eq_complex_35,eq_complex_36,eq_complex_37,eq_complex_39,eq_complex_41,eq_complex_42,eq_complex_43,eq_complex_44,eq_complex_45,eq_complex_47,eq_complex_51,eq_complex_54,eq_complex_55,eq_complex_56,eq_complex_60,eq_complex_61,eq_complex_64,eq_complex_71,eq_complex_73,eq_complex_74
0,0.054522615,-0.15533980507438108,-0.1553282645325063,-0.15528495138883208,-0.1553798159830202,-0.15535699766918717,-0.15535676621324268,-0.1553494089082147,-0.15534936162828364,-0.15538079811109395,-0.1553804623618456,-0.1553841658034257,-0.1553835378151906,-0.15538053450301262,-0.1553863666451493,-0.15538351385925456,-0.15536377930594308,-0.1553640468280215,-0.1553705733799572,-0.15536691921220777,-0.15536892844170028,-0.15536902436861752,-0.15536895664287065,-0.15537312273660922,-0.15536827556578672,-0.15537109293079154,-0.15537118214784038,-0.15537126961750036,-0.15537135499549715,-0.15537123088937146,-0.15537131616228284,-0.15537139914891995,-0.15537054875807094,-0.15536199656634897,-0.15536181556069695,-0.15536427547989806,-0.15536412678355632,-0.15536273471500564,-0.155362493384596,-0.1553606511819767,-0.15536160999303184,-0.15535947664801963,-0.15536175614412528,-0.15536205288849425,-0.155362008144017,-0.15536242776227574,-0.15536179498985825,-0.1553629677911995,-0.15536139707402954
1,0.05631715885771543,-0.15533980507438108,-0.15532818497620354,-0.15528556584293404,-0.15537964010963815,-0.15535713624592926,-0.15535693189588543,-0.155349552830293,-0.15534950406635642,-0.15538053894053275,-0.15538032588294237,-0.15538393331144643,-0.15538331398298325,-0.15538038832299353,-0.1553861563705678,-0.1553833762177541,-0.15536364296991997,-0.15536390921583462,-0.15537041856449155,-0.15536678142062432,-0.15536876719481987,-0.15536885412333182,-0.15536879313707852,-0.15537296406793877,-0.1553681425068559,-0.15537097760865068,-0.15537106593718994,-0.1553711526332929,-0.15537123732542768,-0.1553711156573842,-0.1553712002496227,-0.15537128262368063,-0.1553704595869831,-0.15536194234885425,-0.15536177411472546,-0.15536425004355894,-0.15536406742823694,-0.15536266282444453,-0.15536243036020742,-0.15536063013796875,-0.1553615579657615,-0.15535944137210903,-0.15536171199577717,-0.1553619748938779,-0.1553619311171374,-0.15536237642782658,-0.15536174931845403,-0.15536291551538928,-0.15536135387140723
2,0.05811170271543087,-0.15533980507438108,-0.15532810488321083,-0.1552861949350006,-0.15537946577231476,-0.15535727506035565,-0.1553570990375923,-0.1553496984885184,-0.15534964820120786,-0.15538028543676705,-0.15538019054816685,-0.15538370206626897,-0.15538309325152355,-0.15538024429260197,-0.15538594916132106,-0.15538324081225485,-0.15536351044677843,-0.15536377542788993,-0.1553702670678871,-0.15536664673293976,-0.1553686103592223,-0.15536868883394875,-0.15536863414365032,-0.15537280952529783,-0.1553680118455182,-0.15537086424928423,-0.1553709517007555,-0.15537103763634913,-0.15537112165649022,-0.15537100251499134,-0.15537108644065276,-0.1553711682165572,-0.15537037278616436,-0.15536188980450988,-0.1553617341042249,-0.15536422539257058,-0.15536400991748425,-0.15536259283436804,-0.1553623691186123,-0.15536061064662665,-0.1553615084489231,-0.1553594080588131,-0.15536166967675338,-0.15536189942289344,-0.15536185658949295,-0.15536232701191194,-0.15536170543433322,-0.15536286519723208,-0.1553613119928736
3,0.0599062465731463,-0.15533980507438108,-0.15532802425015693,-0.15528683849525174,-0.15537929296394648,-0.15535741410232085,-0.15535726764123686,-0.15534984589416984,-0.15534979404333027,-0.15538003752306564,-0.15538005636145064,-0.15538347207304595,-0.15538287560284447,-0.15538010238831673,-0.15538574500460567,-0.1553831076220121,-0.1553633816865258,-0.15536364541417513,-0.15537011883165572,-0.15536651509277016,-0.15536845788504525,-0.15536852843541107,-0.15536847961091013,-0.15537265900204514,-0.15536788362137688,-0.1553707528390343,-0.15537083942497668,-0.15537092461324112,-0.15537100797540035,-0.15537089143336674,-0.15537097470664646,-0.15537105589892278,-0.15537028827157695,-0.15536183893407549,-0.15536169549069884,-0.15536420152992372,-0.1553639542318602,-0.15536252472783893,-0.15536230964602235,-0.1553605926656713,-0.15536146136710105,-0.15535937664618596,-0.15536162913367796,-0.15536182641006174,-0.15536178449624732,-0.1553622794613367,-0.1553616632884401,-0.15536281677440647,-0.15536127144752926
4,0.06170079043086173,-0.15533980507438108,-0.15532794307365483,-0.15528749635000283,-0.15537912167712795,-0.15535755336152504,-0.15535743770940097,-0.15534999505831934,-0.1553499416030029,-0.1553797951242175,-0.1553799233263246,-0.15538324333619827,-0.15538266101850598,-0.15537996258677433,-0.15538554388707784,-0.15538297662641287,-0.1553632566401786,-0.15536351912568308,-0.155369973798731,-0.15536638644515172,-0.15536830972584942,-0.15536837286610497,-0.1553683294907891,-0.15537251239419914,-0.15536775787779314,-0.15537064336815154,-0.15537072910021285,-0.15537081355447283,-0.15537089627281772,-0.15537078238742486,-0.1553708650226301,-0.15537094564591536,-0.15537020596629728,-0.15536178973940834,-0.15536165823846385,-0.15536417846041184,-0.15536390035415154,-0.15536245848994543,-0.15536225193059947,-0.15536057615238427,-0.15536141664554143,-0.15535934707278187,-0.1553615903147292,-0.15536175579183806,-0.1553617147744807,-0.1553622337245162,-0.15536162283488547,-0.1553627701884081,-0.15536123224515902
5,0.06349533428857716,-0.15533980507438108,-0.15532786135030172,-0.1552881683217114,-0.1553789519041632,-0.15535769282751333,-0.15535760924436576,-0.15535014599182237,-0.15535009089028248,-0.15537955816651525,-0.1553797914459288,-0.1553830158594378,-0.15538244947962174,-0.15537982486476998,-0.15538534579488197,-0.1553828478049778,-0.1553631352597515,-0.15536339651440106,-0.15536983191343645,-0.15536626073650855,-0.15536816583856677,-0.15536822206781095,-0.15536818373876926,-0.15537236960036555,-0.15536763466187087,-0.15537053583071606,-0.15537062072066368,-0.1553707044544003,-0.1553707865432658,-0.1553706753557677,-0.15537075736732986,-0.15537083743638458,-0.15537012579997914,-0.1553617422234306,-0.15536162231465042,-0.15536415619059527,-0.155363848269317,-0.15536239410774697,-0.15536219596240636,-0.1553605610637154,-0.15536137421022897,-0.15535931927774332,-0.15536155316961398,-0.1553616875065748,-0.1553616473631533,-0.15536218975144933,-0.15536158403089925,-0.15536272538448034,-0.15536119439624196
6,0.06528987814629258,-0.15533980507438108,-0.1553277790766791,-0.15528885422902516,-0.1553787836370767,-0.15535783248967466,-0.1553577822481028,-0.15535029870530773,-0.1553502419149937,-0.15537932657773795,-0.15537966072302223,-0.15538278964578953,-0.15538224096688452,-0.15537968919925785,-0.15538515071367762,-0.15538272113736293,-0.15536301749824644,-0.15536327753329984,-0.15536969312145463,-0.15536613791462092,-0.15536802618344925,-0.15536807598565666,-0.15536804231382811,-0.15537223052166763,-0.15536751402442703,-0.1553704302245548,-0.15537051428428622,-0.15537059731114838,-0.1553706787850485,-0.15537057032063248,-0.15537065172311923,-0.15537073125283893,-0.1553700477083401,-0.15536169639009612,-0.15536158768920216,-0.1553641347287626,-0.15536379796443303,-0.15536233157021942,-0.15536214173335647,-0.15536054735639157,-0.15536133398796506,-0.15535929320089362,-0.15536151764954395,-0.15536162149448665,-0.15536158220307078,-0.15536214749369365,-0.15536154683678455,-0.15536268231154773,-0.1553611579119618
7,0.06708442200400802,-0.15533980507438108,-0.15532769624935291,-0.15528955388683074,-0.15537861686762353,-0.15535797233724125,-0.15535795672226502,-0.1553504532091674,-0.15535039468671924,-0.1553791002871342,-0.15537953115999203,-0.15538256469761288,-0.15538203546059062,-0.15537955556735142,-0.1553849586286656,-0.15538259660336098,-0.1553629033096415,-0.155363162136323,-0.15536955736979677,-0.15536601792859434,-0.15536789072401805,-0.15536793456807124,-0.15536790517838403,-0.1553720950616793,-0.15536739601994723,-0.15537032655115587,-0.15537040979270864,-0.15537049212652437,-0.15537057300016355,-0.15537046726783935,-0.15537054807596648,-0.15537062708139326,-0.15536997163267108,-0.15536165224435627,-0.15536155433487328,-0.15536411408488984,-0.15536374942863848,-0.15536227086819918,-0.15536208923716305,-0.15536053498702648,-0.15536129590644684,-0.1553592687828337,-0.15536148370721356,-0.15536155769761753,-0.15536151923685196,-0.15536210690434196,-0.15536151121587424,-0.15536264092215263,-0.15536112280421682
8,0.06887896586172346,-0.15533980507438108,-0.15532761286487345,-0.15529026710630386,-0.1553784515872998,-0.15535811235928748,-0.15535813266817747,-0.15535060951354626,-0.15535054921479002,-0.15537887922540478,-0.15537940275886306,-0.15538234101662285,-0.155381832940663,-0.15537942394632337,-0.1553847695246129,-0.15538247418290246,-0.15536279264887984,-0.15536305027837574,-0.15536942460677317,-0.15536590072882925,-0.1553677594270125,-0.1553677977667407,-0.15536777229824134,-0.1553719631263605,-0.15536728070652736,-0.15537022481557874,-0.15537030725114023,-0.1553703889059276,-0.1553704691942118,-0.1553703661867386,-0.1553704464153819,-0.15537052491171577,-0.15536989751937,-0.155361609792125,-0.15536152222722388,-0.15536409427059694,-0.1553637026530781,-0.15536221199432662,-0.15536203846928684,-0.15536052391223176,-0.1553612598943478,-0.15535924596504264,-0.15536145129677942,-0.15536149605980998,-0.1553614584088984,-0.1553620679380002,-0.15536147713448958,-0.155362601172395,-0.15536108908562965
9,0.07067350971943888,-0.15533980507438108,-0.15532752891977553,-0.1552909936949602,-0.15537828778735208,-0.15535825254472926,-0.15535831008682802,-0.15535076762833147,-0.1553507055082751,-0.15537866332468508,-0.15537927552130676,-0.15538211860390988,-0.15538163338667327,-0.15537929431360503,-0.15538458338587607,-0.15538235385605628,-0.1553626854718583,-0.15536294191531377,-0.15536929478196393,-0.15536578626699127,-0.15536763226233855,-0.15536766553656411,-0.1553676436425353,-0.1553718346239956,-0.15536716814580118,-0.15537012502636027,-0.15537020666827706,-0.15537028765825492,-0.1553703673763026,-0.15537026707015736,-0.1553703467343642,-0.15537042473697438,-0.15536982531949922,-0.15536156904024326,-0.15536149134461336,-0.15536407529910207,-0.15536365763084464,-0.15536215494298866,-0.1553619894268831,-0.15536051408872872,-0.15536122588139945,-0.1553592246899809,-0.15536142037384168,-0.15536143652667642,-0.15536139966536633,-0.1553620305507673,-0.15536144456190126,-0.15536256302187537,-0.15536105676955714
