,x,eq_complex_1,eq_complex_3,eq_complex_4,eq_complex_5,eq_complex_6,eq_complex_7,eq_complex_8,eq_complex_9,eq_complex_10,eq_complex_11,eq_complex_12,eq_complex_14,eq_complex_16,eq_complex_18,eq_complex_20,eq_complex_21,eq_complex_22,eq_complex_24,eq_complex_25,eq_complex_26,eq_complex_27,eq_complex_28,eq_complex_29,eq_complex_30,eq_complex_31,eq_complex_32,eq_complex_33,eq_complex_34,eq_complex_35,eq_complex_36,eq_complex_38,eq_complex_39,eq_complex_40,eq_complex_42,eq_complex_45,eq_complex_46,eq_complex_47,eq_complex_48,eq_complex_51,eq_complex_55,eq_complex_56,eq_complex_57,eq_complex_59,eq_complex_60,eq_complex_66,eq_complex_69,eq_complex_70,eq_complex_72,eq_complex_73,eq_complex_74,eq_complex_75,eq_complex_76,eq_complex_81,eq_complex_84,eq_complex_86,eq_complex_94,eq_complex_95,eq_complex_98
0,0.054522615,0.9898473797482807,0.9898844286868062,0.9898844458373376,0.9898469210736077,0.9898514347324967,0.9898870052887131,0.9898972659739975,0.9899010449075942,0.9899482674181739,0.9898744372462728,0.9898504257550598,0.989910057936212,0.9899147876301232,0.9898269238310278,0.9898125032725803,0.9898125552206977,0.9897939127406468,0.9898317425081032,0.989728155938346,0.9897283033150902,0.9897350625695477,0.9897350395052595,0.9897178287627849,0.9899942261951281,0.9899897052881824,0.9899865920552219,0.9900127136673832,0.9900126892662998,0.989986562991962,0.9900126852334207,0.9900126874370683,0.9899679424574064,0.9900607825209684,0.9900107423399747,0.9900336520931659,0.9902136417473031,0.9902152097446576,0.9900823510707217,0.9902558540329905,0.9900482288171403,0.9900471812317403,0.9899054615143198,0.9900188435400568,0.9900198183038373,0.9900073420627735,0.9901110756846568,0.9900666660394326,0.9900770094176253,0.9900816606931748,0.9898697896928242,0.9898289101044953,0.9898286585337179,0.9899785152435248,0.9899644292685746,0.9899651392497807,0.9900774031072035,0.9901227343556567,0.9901227349493129
1,0.05631715885771543,0.9898473797482807,0.9898842809477081,0.9898842980298452,0.9898469205106053,0.9898511454034287,0.990146647523182,0.9901312592076664,0.9901148065404415,0.9901822606518429,0.9901337827720637,0.9898865162857706,0.9899461484669227,0.9899512525575007,0.9898972343285253,0.9898874999675616,0.9898874402149299,0.9898689094356281,0.989884229215287,0.9896986553180704,0.9896989262714633,0.9897856631251286,0.989785630150748,0.9897585881319,0.9900598089720293,0.9900709461277871,0.9900785049449221,0.99010197119218,0.9901020298681347,0.9900785760892558,0.9901020396102185,0.9901020343533161,0.9900616656069011,0.9901761245740456,0.9901260843930517,0.9901463433459576,0.9903027731478734,0.9903041561873279,0.9901953002746385,0.9903088754494186,0.9901733134525567,0.9901757489080523,0.9899613056952321,0.9901856240041023,0.9901856615451388,0.9901603929366054,0.9902063836701238,0.9901529670794855,0.990161694719874,0.9901724982827702,0.9899422686784419,0.9898476126286851,0.9898569733766185,0.9900879777791286,0.9900598894062771,0.990061011973747,0.9901772837950072,0.9902407409893755,0.9902407417900423
2,0.05811170271543087,0.9898473797482807,0.9898841332086099,0.989884150222353,0.9898469199429855,0.9898508536130951,0.9902880896193359,0.9902229643106566,0.9901816527132762,0.990273965754833,0.9902799845375209,0.9899168351626381,0.9899764673437902,0.9899504810753493,0.9899493496007465,0.9899477859872223,0.9899476364440529,0.9899291954552887,0.9899204207269648,0.9897024071821691,0.9897026447155772,0.9898500848083885,0.9898500485547556,0.9898186428608473,0.9901200479639493,0.9901432827365064,0.9901585523732523,0.9901782046228664,0.9901783203546758,0.9901586960438301,0.9901783396573981,0.9901783293733071,0.9901443165628975,0.9902746173325524,0.9902245771515585,0.9902411868512604,0.9903704601705475,0.9903715346477063,0.9902904206719199,0.990341044714196,0.9902725470855228,0.9902771680817472,0.9900070977476247,0.9903235455494099,0.9903235199329711,0.990286908119777,0.9902791701256168,0.9902194416443416,0.9902262644835198,0.9902404060489879,0.9899924673739643,0.9898572351787258,0.9898711925179831,0.9901648279761662,0.9901246071624721,0.9901258538571599,0.9902523601194337,0.9903300658647608,0.9903300668168975
3,0.0599062465731463,0.9898473797482807,0.9898839854695118,0.9898840024148606,0.9898469193707052,0.989850559340697,0.9902699578509695,0.9902091025771992,0.9901712521268201,0.9902601040213757,0.9902692048914287,0.9899250902450117,0.9899847224261639,0.9899141004402416,0.9899648664556202,0.9899717326800547,0.9899715474704666,0.989953142148121,0.9899291557168627,0.9897378024842167,0.9897378995009675,0.9899159510982993,0.9899159183197654,0.9898860754510156,0.9901730512547255,0.9902036260829131,0.9902225627980795,0.9902374866077632,0.9902376229789392,0.9902227383803138,0.9902376458251317,0.990237633809571,0.9902115441220058,0.9903511761632598,0.9903011359822661,0.9903133304034272,0.9904136674718174,0.9904143150226854,0.9903628382035028,0.9903557992604555,0.9903418677049814,0.9903470930140583,0.9900411142502168,0.9904246077875234,0.9904240961528619,0.9903785740270147,0.9903273296472157,0.9902641089247503,0.9902688726536457,0.9902836218399538,0.9900199869241465,0.9898587045714583,0.9898729675411828,0.9902078046723845,0.9901582720517327,0.9901594253766192,0.9902975384890135,0.990384182198906,0.9903841832382749
4,0.06170079043086173,0.9898473797482807,0.9898838377304137,0.9898838546073684,0.9898469187937216,0.9898502625654233,0.9901104469619413,0.9900893774108227,0.990075849010719,0.9901403788549992,0.9901166674342882,0.989903299570626,0.9899629317517781,0.9898551564799648,0.9899396724689006,0.9899523672965816,0.9899522109299691,0.989933776764648,0.9899099942189474,0.9897968986713378,0.9897969076360529,0.9899715621803773,0.9899715385409095,0.9899485306695465,0.990217380233925,0.9902498505827474,0.9902678533434254,0.9902774410505975,0.9902775560411584,0.9902680126299733,0.9902775753828039,0.9902775653433924,0.9902604468263682,0.9904027256211136,0.9903526854401198,0.9903599819991645,0.9904314202383908,0.9904315382979519,0.9904097421129648,0.9903558882664296,0.9903808884645499,0.9903851441106349,0.9900626141190156,0.9904848893762419,0.9904833876845909,0.9904319925655422,0.9903514479410924,0.9902873816747355,0.9902900695147454,0.9903030438318496,0.9900272320523832,0.989853548273673,0.9898652291782378,0.9902200261183616,0.9901644617378812,0.9901653878990466,0.9903119307219472,0.9904016337581437,0.9904016348204012
5,0.06349533428857716,0.9898473797482807,0.9898836899913156,0.989883706799876,0.9898469182119907,0.9898499632664608,0.9898712004349126,0.989861967204549,0.9898584578616701,0.9899129686487255,0.9898816960702157,0.9898553026253032,0.9899149348064554,0.9897925068781198,0.9898833671843406,0.9898976673039015,0.9898975924079478,0.9898790767719678,0.9898712578583241,0.989867765177464,0.9898677646203347,0.9900078109108275,0.9900078001608994,0.9899954237321443,0.9902521598039912,0.9902809671110931,0.9902934521519523,0.9902974290072152,0.990297480429115,0.9902935456085565,0.9902974890866315,0.9902974846534992,0.9902898212924776,0.9904284403768108,0.990378400195817,0.9903806173602321,0.990424819272523,0.9904243297588863,0.9904305941916237,0.9903425279120285,0.9903925111125611,0.9903944809301923,0.9900718438356219,0.9905048076076453,0.9905030369688312,0.9904489399553713,0.9903544124917976,0.9902917354757785,0.9902924508208211,0.9903018005871139,0.990018511375829,0.9898436101212967,0.9898514285528001,0.9902076872564199,0.9901493298701293,0.9901499732706084,0.990298723752352,0.9903859693634756,0.9903859703921746
6,0.06528987814629258,0.9898473797482807,0.9898835422522174,0.9898835589923838,0.9898469176254684,0.9898496614230045,0.9896306413211481,0.9896318601699359,0.9896375896832516,0.9896828616141122,0.9896416862611552,0.9897951838388382,0.9898548160199905,0.9897444976807813,0.9898144111695185,0.9898259822445423,0.9898260141169581,0.9898073917126087,0.9898259093672437,0.9899371933617209,0.9899371484138115,0.9900193400780071,0.9900193436822896,0.9900194724023077,0.9902771304568594,0.990297153542248,0.99030008107119,0.9902984937224062,0.9902984443148461,0.9903000638864967,0.9902984358403657,0.990298440125751,0.9903001706491958,0.9904296738399878,0.990379633658994,0.9903768749141133,0.9903967863523884,0.9903956411456477,0.9904270245876168,0.9903158240354163,0.9903819436897869,0.9903807238015971,0.9900699235857808,0.9904886625855818,0.9904893043248143,0.9904353723274257,0.9903406460165747,0.9902810373009407,0.9902799726075627,0.9902844641066172,0.9899989030435309,0.989830756702037,0.9898348227551542,0.9901783419256398,0.9901199946701938,0.9901203599267031,0.9902640788105025,0.9903444581022722,0.9903444590544623
7,0.06708442200400802,0.9898473797482807,0.9898833945131192,0.9898834111848914,0.9898469170341101,0.989849357014268,0.9894578294961206,0.9895012608621865,0.9895332289520258,0.9895522623063628,0.9894660147795105,0.9897419621673772,0.9898015943485294,0.9897239308728617,0.9897534709967016,0.9897591282795101,0.98975925972482,0.9897405377475764,0.9897871187796548,0.9899931812881604,0.9899930000635311,0.9900049090854389,0.9900049262689437,0.9900174365832707,0.9902926383934886,0.9902996486131491,0.990289921758863,0.990283094072065,0.9902829154134074,0.9902897586633523,0.9902828847731451,0.9902829000508863,0.9902934920439422,0.9904096124409475,0.9903595722599537,0.9903521816511545,0.9903516027232442,0.9903497852078998,0.9904024575787206,0.9902759478460742,0.9903554778210751,0.9903506192367577,0.9900586443337,0.990443621297388,0.9904511595354488,0.9903996478944357,0.9903152117421116,0.9902597533552427,0.9902571537319652,0.9902561557438392,0.9899732458191709,0.9898166439477888,0.9898179916477328,0.990139331673642,0.9900831356577905,0.9900832649065658,0.990215532003194,0.9902861489580572,0.9902861498066243
8,0.06887896586172346,0.9898473797482807,0.9898832467740212,0.9898832633773991,0.9898469164378707,0.9898490500194959,0.9893945740304463,0.9894663291346195,0.9895097428367714,0.989517330578796,0.9893977679296063,0.989713029276437,0.9897726614575891,0.9897354258488457,0.9897173237290826,0.9897157367430348,0.9897159328160877,0.9896971462111012,0.9897648207467551,0.9900267942142921,0.9900264761848395,0.9899670782488882,0.9899671063685055,0.9899901128054505,0.9902995690215465,0.9902905377679052,0.9902662269030439,0.9902546927864897,0.9902543675012057,0.9902658950906207,0.9902543114821658,0.9902543390263318,0.9902729020261444,0.9903727416976869,0.990322701516693,0.990311199959352,0.9902943364520274,0.9902918591179629,0.990361557573046,0.9902242847261472,0.9903193711290443,0.9903108304288484,0.9900402177830616,0.9903784055441756,0.9903982049757859,0.9903506221345906,0.9902830212284534,0.9902322420905392,0.9902283712700133,0.9902217704264372,0.9899454786365255,0.9898025810702994,0.9898026463801554,0.9900967244414133,0.990044101341836,0.9900440534108618,0.9901604536634311,0.9902199657174273,0.9902199664503896
9,0.07067350971943888,0.9898473797482807,0.989883099034923,0.9898831155699068,0.9898469158367044,0.9898487404179748,0.9894488534247544,0.9895009426911904,0.9895344966372381,0.9895519441353668,0.9894465853485401,0.989718753338126,0.9897783855192782,0.9897753325428117,0.9897148984350687,0.9897066761014963,0.9897068856695499,0.9896880855695627,0.9897638522337835,0.9900332135644878,0.9900328808961147,0.9899114006995222,0.9899114358196514,0.989941739974154,0.9902992367501777,0.9902724745605527,0.9902328591603173,0.9902172844007628,0.9902168065423271,0.9902323491051027,0.9902167238546302,0.9902167639398968,0.9902421812301538,0.9903242342863965,0.9902741941054026,0.9902592074607407,0.9902302631347347,0.9902271619083223,0.9903096076411713,0.9901639289947026,0.9902790558900576,0.9902670928017252,0.9900170231648431,0.9903019749063633,0.9903390262397043,0.99029615472643,0.9902482865185934,0.9902022606242556,0.9901973743671765,0.9901854529052633,0.9899183755511022,0.9897894929342514,0.9897896804467111,0.9900548562993007,0.9900065786052413,0.9900064137554778,0.990104964134683,0.9901533442923333,0.9901533449100587
