,0,1,2,3,01,02,03,12,13,23,00,11,22,33
0,0.23953725,0.26189154,0.24024467,0.23995796,-0.0116336085,0.0093802335,-0.003582743,-0.01178953,0.010431665,-0.0041298317,0.009169599,0.013294933,0.009326157,0.0031511628
1,0.23717156,0.2671647,0.24258606,0.22653286,-0.018219238,0.008874617,0.003305623,-0.017524298,0.015708795,0.005876711,0.0090307165,0.024984973,0.0065901717,-0.007676595
2,0.23354268,0.27846,0.24150379,0.21831873,-0.029427024,0.008778809,0.0037776846,-0.028984817,0.026521852,0.008047033,0.008372115,0.040293317,0.006507882,-0.009202637
3,0.23219211,0.29161593,0.24161322,0.20959982,-0.042817414,0.0056548733,0.005686613,-0.042557213,0.037856366,0.010304356,0.003850848,0.05696091,0.004876181,-0.008951972
4,0.23160863,0.30738103,0.24095939,0.20100828,-0.059268303,0.0010762301,0.008204585,-0.05902537,0.051684678,0.011787437,-0.003191877,0.07521294,0.0036865482,-0.00745698
5,0.23358779,0.3250489,0.2400364,0.19247033,-0.07819383,-0.0064924182,0.013759011,-0.07780567,0.070295446,0.012630741,-0.014202137,0.09460931,0.0025884293,-0.0053407243
6,0.23903498,0.34455165,0.23667714,0.18607524,-0.09943896,-0.017615177,0.02469887,-0.09890917,0.095030054,0.009161293,-0.03082458,0.11493789,0.004295446,0.0003944016
7,0.25107428,0.3651963,0.23166035,0.18331811,-0.12261863,-0.03500369,0.0456967,-0.121672496,0.12415857,0.0008473596,-0.051677085,0.13602035,0.008164759,0.009175415
8,0.27200198,0.3867758,0.22309373,0.18970649,-0.14797029,-0.06008555,0.07518047,-0.14603196,0.15580632,-0.014923168,-0.07802088,0.15750204,0.01694681,0.027511744
9,0.29925296,0.40936577,0.21377413,0.20032425,-0.17594165,-0.09010767,0.10861903,-0.17203711,0.18895474,-0.031394493,-0.10620843,0.17908171,0.026970522,0.046682846
10,0.32714477,0.43361402,0.20441633,0.21109875,-0.20655511,-0.12021267,0.14133571,-0.2001989,0.22306491,-0.04512255,-0.13344136,0.1994725,0.037016332,0.061988384
11,0.35207894,0.4593839,0.19538131,0.22086553,-0.2379591,-0.14761084,0.17138277,-0.22976868,0.2569505,-0.057300944,-0.15965202,0.21844898,0.046643954,0.07570609
12,0.3720363,0.48572534,0.18857469,0.22748521,-0.26720345,-0.16992725,0.19584507,-0.25939184,0.2897197,-0.0661108,-0.18820468,0.23365246,0.053612664,0.085817754
13,0.38721153,0.51147246,0.18616517,0.22804564,-0.29261923,-0.18726395,0.21484216,-0.28773183,0.32030407,-0.068395816,-0.21784472,0.24452941,0.05508737,0.0888718
14,0.3989755,0.5361546,0.1887894,0.22213458,-0.31249964,-0.20106477,0.23000056,-0.3144635,0.3487209,-0.063767545,-0.24848261,0.24936272,0.05046753,0.08453866
15,0.4120977,0.55906934,0.19242701,0.21504648,-0.327402,-0.21623047,0.246625,-0.3390038,0.3745528,-0.057844304,-0.27713808,0.24977626,0.04472199,0.078761086
16,0.42697197,0.580184,0.1937835,0.21078031,-0.33975098,-0.2330543,0.26491487,-0.3614377,0.39801165,-0.054914996,-0.30058044,0.24879555,0.041714713,0.076083176
17,0.44261906,0.5995073,0.19263054,0.20964739,-0.3493662,-0.25047913,0.28368434,-0.38185912,0.41927212,-0.05520355,-0.32041973,0.24606995,0.041708462,0.07669231
18,0.4580199,0.6175358,0.19077575,0.20936261,-0.35737264,-0.26748478,0.3018713,-0.40083447,0.43896434,-0.05633024,-0.33679906,0.24265605,0.042524755,0.078117095
19,0.47249395,0.6341871,0.18838179,0.20970894,-0.363504,-0.28342164,0.31883255,-0.41831115,0.457055,-0.05806969,-0.35142854,0.23781024,0.043943632,0.08014587
20,0.4871641,0.64954793,0.18654966,0.20937668,-0.36823827,-0.29944322,0.3357945,-0.43440434,0.47368312,-0.05909413,-0.36443806,0.23204497,0.044712547,0.08141464
21,0.5013737,0.66395116,0.18281119,0.2112045,-0.37294725,-0.31491274,0.35210901,-0.449472,0.48922697,-0.062352866,-0.3750658,0.22651173,0.047607373,0.084965155
22,0.51607895,0.67717075,0.1805348,0.21140864,-0.37620345,-0.33079067,0.3687889,-0.4632953,0.50346994,-0.06386414,-0.38506764,0.21985063,0.0488799,0.08669057
23,0.52886504,0.68981886,0.17735583,0.21266434,-0.37931186,-0.34469044,0.3833528,-0.4765101,0.5170716,-0.06640391,-0.39376503,0.21338354,0.051158093,0.08944576
24,0.5419674,0.7016466,0.17475526,0.21328187,-0.38184503,-0.3588521,0.39814982,-0.4888668,0.5297784,-0.06825735,-0.40193632,0.20665054,0.052796617,0.09148591
25,0.55382836,0.7131868,0.17211622,0.21391523,-0.38413602,-0.37173355,0.41157815,-0.5009151,0.5421582,-0.07013515,-0.4091612,0.19973814,0.054461967,0.093547314
26,0.56612104,0.72406334,0.16780795,0.21636643,-0.3873469,-0.38501015,0.42539284,-0.51227313,0.5538209,-0.07387901,-0.41479668,0.19367123,0.057930343,0.09750261
27,0.5777709,0.734551,0.16537306,0.21679763,-0.38974988,-0.39762023,0.43849474,-0.52322483,0.56505936,-0.07550806,-0.4211186,0.18699248,0.05937623,0.09929323
28,0.5879816,0.74484533,0.16272882,0.21747735,-0.3919397,-0.4087892,0.45008352,-0.533971,0.57608044,-0.07736563,-0.42715758,0.18036464,0.061053645,0.101306744
29,0.5987585,0.7547578,0.15932533,0.21899293,-0.39495337,-0.42049685,0.4622154,-0.5443208,0.5866898,-0.08005612,-0.43193108,0.17438939,0.06354601,0.10415971
30,0.6081404,0.76461834,0.15652993,0.21985377,-0.39747435,-0.43081823,0.47289988,-0.5546118,0.59723336,-0.08206942,-0.43720493,0.16814396,0.0653841,0.10632416
31,0.61851263,0.77402335,0.15338425,0.22108458,-0.40061566,-0.44209984,0.48456645,-0.56443405,0.6072924,-0.084454715,-0.4414475,0.16242963,0.06758957,0.10886093
32,0.62825334,0.783268,0.15073311,0.22182007,-0.40363425,-0.45275074,0.49557123,-0.5740887,0.6171755,-0.0863058,-0.44595975,0.15667778,0.06928334,0.11084955
33,0.63657635,0.79247695,0.14742593,0.22328778,-0.40698874,-0.46200672,0.5051267,-0.58370316,0.6270138,-0.08887415,-0.45001656,0.15151034,0.07168176,0.11356076
34,0.64609426,0.8013128,0.14393774,0.22495802,-0.41121483,-0.47242433,0.51587135,-0.5929351,0.6364571,-0.09163274,-0.45323023,0.14698799,0.07427187,0.11646027
35,0.65462875,0.81027585,0.1414844,0.2255051,-0.41453624,-0.48187625,0.525613,-0.602293,0.6460262,-0.09326377,-0.45749533,0.14151637,0.075759105,0.11822044
36,0.66290826,0.81901944,0.13842353,0.22668809,-0.41849416,-0.49107143,0.5350808,-0.6114256,0.6553616,-0.09554075,-0.4610482,0.13669583,0.07787944,0.12063264
37,0.6720229,0.8273176,0.13495798,0.22829692,-0.42320138,-0.5010756,0.5453725,-0.6201039,0.66422975,-0.098247275,-0.46395484,0.13272974,0.08041945,0.1234806
38,0.6786365,0.8360648,0.13215506,0.2292243,-0.42713147,-0.50864285,0.55315256,-0.6292354,0.673558,-0.10024838,-0.467618,0.12790614,0.08227108,0.12561418
39,0.68680245,0.84426874,0.12858038,0.23095593,-0.43200624,-0.5177207,0.5624831,-0.63781476,0.6823189,-0.10306602,-0.47046292,0.12413108,0.08492277,0.12857349
40,0.69422364,0.85252076,0.12627499,0.23133418,-0.4360299,-0.5260717,0.5710605,-0.64644104,0.6911254,-0.104521,-0.47391644,0.11934197,0.08623672,0.13015865
41,0.70160776,0.8605174,0.12259006,0.23317981,-0.44127998,-0.53438854,0.5795976,-0.6548075,0.6996644,-0.10744876,-0.47634995,0.11597144,0.08899703,0.13322999
42,0.70817333,0.86859804,0.11994101,0.2339199,-0.44578588,-0.5419131,0.5873171,-0.66325796,0.70828694,-0.10926748,-0.47975293,0.11171757,0.09066409,0.13518701
43,0.71546376,0.8764216,0.11644158,0.2355523,-0.45135394,-0.5501425,0.595756,-0.6714476,0.7166408,-0.1119863,-0.48201188,0.10851343,0.09321546,0.13805227
44,0.7220387,0.88422567,0.11351803,0.23656712,-0.456307,-0.55767685,0.60347635,-0.6796167,0.72497165,-0.11408813,-0.4847184,0.10455519,0.095156804,0.14029941
45,0.72985274,0.8915405,0.10995897,0.23824312,-0.4620202,-0.5664118,0.6124233,-0.6872912,0.7327958,-0.116862096,-0.48682714,0.101516135,0.0977535,0.14323011
46,0.7358328,0.8991021,0.10757383,0.23866978,-0.46665165,-0.57337594,0.6195534,-0.6952147,0.7408714,-0.11838477,-0.49023739,0.09749868,0.09911505,0.14490426
47,0.7426114,0.9063594,0.10417014,0.24018015,-0.47246343,-0.5811152,0.62747276,-0.70283085,0.74863183,-0.12099257,-0.49238327,0.09464438,0.10154042,0.14767647
48,0.74909747,0.91355056,0.10117164,0.24126525,-0.47795242,-0.58857566,0.63510317,-0.7103806,0.75632274,-0.12317272,-0.494736,0.09135599,0.10353953,0.15002353
49,0.7553768,0.9207171,0.098156326,0.24235462,-0.48355696,-0.5958399,0.6425305,-0.7179056,0.7639858,-0.12536849,-0.4972051,0.08813877,0.10554374,0.15239681
50,0.76151687,0.9278325,0.095936835,0.24261923,-0.4884916,-0.60297424,0.64982104,-0.72537905,0.7715942,-0.126731,-0.50050944,0.084365204,0.1067187,0.15393971
51,0.7680847,0.9345897,0.09260508,0.24406286,-0.49431568,-0.6105252,0.6575354,-0.732492,0.7788328,-0.12927534,-0.50256157,0.0815469,0.10905137,0.15668017
52,0.7745155,0.9413088,0.08949772,0.24530484,-0.50033146,-0.6179472,0.6651122,-0.7395674,0.78603095,-0.13160057,-0.5044266,0.07885874,0.11116022,0.15920864
53,0.7797393,0.94815177,0.08665414,0.24629323,-0.50624746,-0.62421125,0.6715028,-0.7467682,0.79335433,-0.1336634,-0.5065426,0.07612707,0.11299899,0.16148463
54,0.785425,0.9548512,0.08389117,0.24723168,-0.5121236,-0.6309246,0.6783492,-0.7538248,0.80052704,-0.13566521,-0.5086704,0.073412344,0.114760794,0.16371638
55,0.7912155,0.96132004,0.08119354,0.24814783,-0.5177298,-0.6377442,0.68530005,-0.7606501,0.80746096,-0.13762695,-0.51112705,0.07046059,0.11646686,0.1659247
56,0.79648685,0.96781677,0.07821792,0.24938197,-0.5239659,-0.64407134,0.69174755,-0.7675046,0.81441975,-0.13990527,-0.5127272,0.06813519,0.11846003,0.16847734
