,x,eq_complex_1,eq_complex_2,eq_complex_3,eq_complex_4,eq_complex_6,eq_complex_7,eq_complex_8,eq_complex_9,eq_complex_11,eq_complex_12,eq_complex_14,eq_complex_15,eq_complex_16,eq_complex_17,eq_complex_22,eq_complex_23,eq_complex_25
0,0.054522615,0.007726174452598047,0.007682802199822773,0.9365182046239356,0.9365024422695941,0.9341247569399589,0.9292229596138661,0.9238729013762527,0.923589221527025,0.9271444483735852,0.9262517897866251,0.9184657029901357,0.9213651825921441,0.9187916356983827,0.9211812054257572,0.921706144805038,0.9217060804572264,0.9217008413823425
1,0.059045225,0.007726174452598047,0.007682802199822773,0.927183655636799,0.9271680516979742,0.9249320023531,0.9203156048663086,0.9152925423935651,0.9150115194168064,0.9182642531810628,0.9173179587911523,0.9098532465777533,0.9127041717650621,0.9101791450379833,0.9125672011671063,0.9130968483024704,0.9130967820570758,0.9130914963848958
2,0.06356784,0.007726174452598047,0.007682802199822773,0.917849096329793,0.9178336508066601,0.9157356785597397,0.9113977591773138,0.9066934224294776,0.9064150621344478,0.9093855480494171,0.9083837718842059,0.9012406993821446,0.9040431712314811,0.9015664935121037,0.9039524839103205,0.9044868015910713,0.9044867333885461,0.9044814015242292
3,0.068090454,0.007726174452598047,0.007682802199822773,0.9085145390867607,0.9084992519792847,0.9065358334403386,0.9024695286750433,0.8980757305369214,0.8978000386743409,0.9005083297446578,0.899449163965105,0.8926279513804539,0.8953820779967314,0.8929535674805005,0.8953369127421003,0.8958758561534808,0.8958757859328011,0.8958704083596999
4,0.07261306,0.007726174452598047,0.007682802199822773,0.8991799983555199,0.8991648696634205,0.8973325169430212,0.8935310218757337,0.8894396581624722,0.8891666404237807,0.8916325935226977,0.8905140668515253,0.8840148856383119,0.8867207824823206,0.8843402462335839,0.8867203385470286,0.8872638546920664,0.8872637823907646,0.8872583596763381
5,0.07713568,0.007726174452598047,0.007682802199822773,0.8898454287286444,0.8898304584524119,0.8881257200037292,0.8845822902973114,0.880785341693443,0.8805150037278486,0.882758273932274,0.8815783497105413,0.8754013206178806,0.8780591105267822,0.8757263442926517,0.8781025462463254,0.8786505733601052,0.8786504989143017,0.8786450317161134
6,0.08165829,0.007726174452598047,0.007682802199822773,0.8805108797415077,0.880496067880792,0.8789155272005068,0.8756234767829669,0.8721130058408751,0.8718453532280048,0.8738853916262701,0.872641966926822,0.8667871524264639,0.8693969664448832,0.8671117536580686,0.8694833970719537,0.8700358639210495,0.8700357872655314,0.8700302763383948
7,0.0861809,0.007726174452598047,0.007682802199822773,0.8711763307543711,0.8711616773091722,0.8697019539184333,0.8666546572727931,0.8634228106713479,0.863157848941265,0.8650138959778452,0.8637047997162923,0.8581722018317606,0.8607341792031744,0.8584962908137295,0.8608626754735552,0.8614195006939194,0.8614194217622,0.8614138679649547
8,0.09070352,0.007726174452598047,0.007682802199822773,0.8618417611274956,0.8618272660981637,0.8604850155258076,0.8576759079621697,0.854714916462484,0.8544526510956225,0.8561437313772184,0.8547667229490287,0.8495562783475239,0.8520705668810745,0.8498797608089608,0.8522401531900745,0.8528012445460864,0.8528011632704944,0.8527955675735768
9,0.09522613,0.007726174452598047,0.007682802199822773,0.852507212140359,0.8524928755265437,0.8512647885465751,0.8486873649572738,0.8459895416392151,0.8457299780483745,0.8472748955829041,0.8458276640830115,0.8409392366943492,0.843405993458927,0.8412620137190717,0.8436156457269609,0.8441808992966093,0.8441808156084177,0.8441751791021698
10,0.099748746,0.007726174452598047,0.007682802199822773,0.8431726507693791,0.8431584725712908,0.8420412761435349,0.8396890932097545,0.8372468356348587,0.8369899791865669,0.8384073097639381,0.8368874723427661,0.8323208503215638,0.8347402416568404,0.8326428181530944,0.8349888857459515,0.8355581851191477,0.8355580989486896,0.8355524228515562
11,0.10427135,0.007726174452598047,0.007682802199822773,0.833838114166086,0.8338240943833043,0.8328145508228421,0.8306812256244686,0.8284870139154209,0.8282328699094883,0.8295409552072633,0.8279460566751266,0.8237009439991851,0.8260731462747787,0.8240219938518832,0.8263596557419403,0.8269328711031819,0.8269327823800304,0.8269270680479078
12,0.10879397,0.007726174452598047,0.007682802199822773,0.8245035445392104,0.8244896831722957,0.8235845912592217,0.8216638038243996,0.8197102032155861,0.8194587769125795,0.8206757158508154,0.8190032271760538,0.8150792405296697,0.8174044400800922,0.8153992583803494,0.8177276345730353,0.818304621800841,0.8183045304539732,0.8182987793894132
13,0.11331658,0.007726174452598047,0.007682802199822773,0.8151689955520737,0.8151552926006758,0.8143514863234024,0.8126369773636558,0.8109166352990146,0.8106679318877367,0.8118115736503124,0.8100588923600913,0.8064555504805846,0.8087339445949685,0.8067744168769231,0.8090925873812262,0.8096731870053239,0.8096730929633769,0.8096673068261988
