,x,eq_complex_1,eq_complex_3,eq_complex_4,eq_complex_6,eq_complex_7,eq_complex_8,eq_complex_9,eq_complex_10,eq_complex_11,eq_complex_12,eq_complex_13,eq_complex_14,eq_complex_15,eq_complex_16,eq_complex_17,eq_complex_18,eq_complex_19,eq_complex_20,eq_complex_21,eq_complex_22,eq_complex_23,eq_complex_24,eq_complex_25,eq_complex_26,eq_complex_28,eq_complex_29,eq_complex_30,eq_complex_36
294,0.5821185091683366,0.24464539881468814,0.21468209679005265,-0.33833861064320697,-0.5482571604544768,-0.5482282824387126,-0.5472909771381398,-0.5472909909457488,-0.5471547349652517,-0.6250242751427486,-0.6117852752922368,-0.6200154775008793,-0.6245533963542027,-0.629200576343919,-0.6292650477898489,-0.6292015274079883,-0.6202443527826247,-0.6360010970000045,-0.7113526095651606,-0.6991998264285539,-0.7110509885588914,-0.7110514150333362,-0.7100288672571167,-0.7024513172559077,-0.702410325105201,-0.6935542515518942,-0.6935546811777178,-0.693554906680226,-0.6951502046362472
295,0.5839130530260521,0.24464539881468814,0.21398916415183775,-0.3403105525214744,-0.5510455986066123,-0.5510164683283136,-0.5503260185350904,-0.5503260288043019,-0.5502245147390963,-0.62835578019934,-0.6151167803488282,-0.6234526681760328,-0.6280086261359625,-0.6326742795664699,-0.6327390072988879,-0.6325978157444745,-0.6236619526386873,-0.6394809594815449,-0.7171465525081993,-0.7049674511437991,-0.7169117747441789,-0.7169120934319806,-0.7158891424020666,-0.7083076156856243,-0.708266657836516,-0.6994056526161783,-0.6994059736814422,-0.6994061437005143,-0.7009997773524512
296,0.5857075968837675,0.24464539881468814,0.2132962315136229,-0.34162121947873275,-0.5529397049626334,-0.5529103478311319,-0.5524675289675431,-0.5524675356868147,-0.5524008776366887,-0.6306157376100758,-0.6173767377595638,-0.6258121054620147,-0.6303804462498857,-0.6350587806542238,-0.6351236843128423,-0.6349016088507027,-0.6260080681635047,-0.6418698170822057,-0.7211054926057401,-0.7089082914260876,-0.7209527092484962,-0.7209529143128652,-0.7199297305897183,-0.7123454848001414,-0.7123045727396051,-0.7034401976446845,-0.7034404042488682,-0.7034405143157336,-0.705032140386529
297,0.587502140741483,0.24464539881468814,0.212603298875408,-0.34226912984339225,-0.5539373506036587,-0.5539077922658098,-0.5537131014204073,-0.5537131045821866,-0.5536813774694618,-0.6318050175891357,-0.6185660177386239,-0.6270948078806566,-0.6316698805632233,-0.6363551089485542,-0.6364201082490295,-0.6361139080100437,-0.6272835717189336,-0.6431685580567335,-0.7232176920571929,-0.7110106395503366,-0.7231556701970381,-0.7231557559648376,-0.7221325048296998,-0.7145467606904219,-0.714505905166495,-0.7056396797895732,-0.7056397662036749,-0.7056398123867433,-0.7072290959303744
298,0.5892966845991984,0.24464539881468814,0.21191036623719314,-0.34225355117127637,-0.5540374142058329,-0.5540076805254497,-0.5540613358950439,-0.5540613354957773,-0.5540645749810964,-0.6319240949034917,-0.6186850950529799,-0.6273013482991725,-0.6318775049497176,-0.6365638434021219,-0.6366288581028245,-0.6362352574767898,-0.6274889558540884,-0.6433776839276162,-0.7234768888403436,-0.7112682493298372,-0.7235107939801255,-0.7235107549571949,-0.7224875986533472,-0.7149015565485237,-0.7148607675969048,-0.705994188225264,-0.7059941489081119,-0.7059941278740662,-0.7075807388771083
299,0.5910912284569138,0.24464539881468814,0.21121743359897827,-0.34157450107362947,-0.5532397833006604,-0.553209900337716,-0.5535118409828366,-0.5535118370229728,-0.5535500394652186,-0.6309730177302659,-0.6177340178797539,-0.6264318202251749,-0.6310034134077294,-0.6356850785158505,-0.6357500283821238,-0.6352657123910335,-0.6266243010871051,-0.6424972766798884,-0.7218822058497893,-0.7096802461747564,-0.7220164916703316,-0.7220163225576768,-0.7209934226676722,-0.7134082802308281,-0.7133675672094055,-0.7045021268934344,-0.7045019565087864,-0.7045018655811284,-0.7060854753848436
300,0.5928857723146292,0.24464539881468814,0.2105245009607634,-0.34023274719720725,-0.5515453544014175,-0.5515153483910251,-0.5520652343051264,-0.5520652267891164,-0.5521383492495047,-0.6289514045317535,-0.6157124046812412,-0.6244858323662583,-0.6290472125912674,-0.6337184188407188,-0.6337832236087297,-0.6332048355600459,-0.6246892707045595,-0.6405269934658031,-0.7184381379838833,-0.7062511143286689,-0.7186794513256007,-0.7186791470366654,-0.7176566668808315,-0.7100736367463938,-0.7100330083730342,-0.7011702171843652,-0.7011699106189944,-0.7011697478341583,-0.7027500255562205
301,0.5946803161723446,0.24464539881468814,0.20983156832254854,-0.33822980635647465,-0.5489560319954971,-0.5489259293266877,-0.5497231418190192,-0.5497231307553105,-0.5498310910456516,-0.6258584689802338,-0.612619469129722,-0.6214625315091289,-0.6260080448091929,-0.6306630020999291,-0.6307275814422268,-0.6300517231387837,-0.6216831326317251,-0.6374660888735262,-0.7131546181541861,-0.7009907622509495,-0.7135146276522986,-0.7135141833314174,-0.7124922902716764,-0.7049126171322646,-0.7048720815218104,-0.6960134860046325,-0.6960130383874881,-0.6960128025479819,-0.6975894116835706
302,0.5964748600300601,0.24464539881468814,0.20913863568433363,-0.33556794281888963,-0.5454747264038231,-0.5454445535981309,-0.5464881959898404,-0.5464881813908686,-0.5466308581659456,-0.6216930726760055,-0.6084540728254937,-0.6173606534868492,-0.6218846392599524,-0.6265175506975664,-0.6265818241924404,-0.6258050589488071,-0.6176048081498009,-0.6333134645319083,-0.7060471575785081,-0.69391466153201,-0.7065452128990699,-0.7065446239410902,-0.7055234914799464,-0.6979484676336782,-0.6979080323310747,-0.6890552331986279,-0.6890546399210511,-0.6890543306443178,-0.6906269260159648
303,0.5982694038877755,0.24464539881468814,0.20844570304611879,-0.33225016574521454,-0.5411053505097354,-0.541075134199609,-0.5423640328322983,-0.5423640147144722,-0.5425412476084304,-0.6164538051133519,-0.6032148052628399,-0.6121786017162973,-0.6166753909812166,-0.6212804510903454,-0.6213443381970392,-0.6204631968814356,-0.6124529469592643,-0.6280677455413568,-0.6971370502788503,-0.6850440493200247,-0.6978025759754947,-0.6978018380464188,-0.6967816476234596,-0.6892126262865472,-0.6891722982942794,-0.680326965529193,-0.6803262222660285,-0.6803258400269971,-0.6818940652318686
