,x,eq_complex_3,eq_complex_15,eq_complex_26
174,0.84145725,-0.1553738264030463,-0.1553819457105188,-0.15535194434204516
175,0.84597987,-0.15537743776778365,-0.15538436506396053,-0.15535502713134577
176,0.8505025,-0.1553809496919109,-0.15538664645880437,-0.15535803401810777
177,0.8550251,-0.1553843388218086,-0.15538879281912413,-0.1553609635615693
178,0.85954773,-0.15538758071001235,-0.15539080740790784,-0.15536381459879606
179,0.8640703,-0.1553906497236126,-0.15539269369162495,-0.15536658607738552
180,0.8685929,-0.15539351939357485,-0.15539445546840622,-0.1553692772539181
181,0.87311554,-0.155396162370921,-0.15539609673927623,-0.15537188752133319
182,0.87763816,-0.15539855062325428,-0.15539762171192237,-0.15537441641213198
183,0.8821608,-0.15540065573602463,-0.1553990348526563,-0.15537686368525513
184,0.8866834,-0.15540244904809244,-0.15540034081341805,-0.155379229203931
185,0.891206,-0.15540390202089013,-0.15540154449095075,-0.15538151303320283
186,0.89572865,-0.1554049864963921,-0.15540265099291536,-0.15538371537689835
187,0.9002512,-0.1554056750214478,-0.1554036655919621,-0.15538583646891638
188,0.90477383,-0.1554059413405524,-0.15540459384940922,-0.1553878768140715
189,0.90929645,-0.15540576072572845,-0.15540544147892635,-0.1553898368924724
190,0.9138191,-0.15540511050646083,-0.1554062144371727,-0.15539171733464993
191,0.9183417,-0.15540397059226432,-0.15540691887773947,-0.15539351880110025
192,0.9228643,-0.15540232398360057,-0.15540756119493174,-0.15539524207419667
193,0.92738694,-0.15540015735586613,-0.15540814799875657,-0.15539688798570694
194,0.93190956,-0.15539746173251445,-0.15540868610623929,-0.1553984573758513
195,0.9364321,-0.15539423309701025,-0.1554091825562917,-0.155399951122647
196,0.94095474,-0.15539047282211935,-0.15540964463089293,-0.15540137020407468
197,0.94547737,-0.1553861887081506,-0.15541007979541976,-0.1554027155143106
198,0.95,-0.15538139532697828,-0.15541049573955323,-0.15540398798881813
