p,rho,theta,sigma1,sigma2,sigma3,f
789.4736842105262,199.68357356617727,6.178465552059926,938.4190081374211,772.4312637258827,657.5707807682747,-27.229578213569628
894.7368421052631,199.68357356617727,6.178465552059926,1043.682166032158,877.6944216206196,762.8339386630116,-27.229578213569628
1000.0,199.68357356617727,6.178465552059926,1148.9453239268948,982.9575795153564,868.0970965577485,-27.229578213569628
-1000.0,189.2509957443177,6.230825429619756,-862.3191851167034,-1008.0870980263459,-1129.5937168569503,-25.80695396513423
-894.7368421052631,189.2509957443177,6.230825429619756,-757.0560272219665,-902.823940131609,-1024.3305589622134,-25.80695396513423
-789.4736842105264,189.2509957443177,6.230825429619756,-651.7928693272298,-797.5607822368723,-919.0674010674769,-25.80695396513423
-684.2105263157895,189.2509957443177,6.230825429619756,-546.529711432493,-692.2976243421355,-813.80424317274,-25.80695396513423
-578.9473684210527,189.2509957443177,6.230825429619756,-441.2665535377562,-587.0344664473987,-708.5410852780033,-25.80695396513423
-473.68421052631584,189.2509957443177,6.230825429619756,-336.0033956430193,-481.77130855266176,-603.2779273832663,-25.80695396513423
-368.42105263157896,189.2509957443177,6.230825429619756,-230.7402377482824,-376.5081506579249,-498.0147694885294,-25.80695396513423
-263.1578947368422,189.2509957443177,6.230825429619756,-125.47707985354563,-271.2449927631881,-392.75161159379263,-25.80695396513423
-157.89473684210532,189.2509957443177,6.230825429619756,-20.21392195880881,-165.98183486845127,-287.48845369905587,-25.80695396513423
-52.63157894736844,189.2509957443177,6.230825429619756,85.04923593592807,-60.718676973714395,-182.22529580431896,-25.80695396513423
52.631578947368325,189.2509957443177,6.230825429619756,190.31239383066483,44.544480921022355,-76.9621379095822,-25.80695396513423
157.8947368421052,189.2509957443177,6.230825429619756,295.5755517254017,149.80763881575922,28.301019985154653,-25.80695396513423
263.1578947368421,189.2509957443177,6.230825429619756,400.8387096201386,255.07079671049613,133.56417787989156,-25.80695396513423
368.42105263157896,189.2509957443177,6.230825429619756,506.1018675148754,360.3339546052329,238.82733577462838,-25.80695396513423
473.6842105263156,189.2509957443177,6.230825429619756,611.365025409612,465.59711249996957,344.09049366936506,-25.80695396513423
578.9473684210525,189.2509957443177,6.230825429619756,716.6281833043489,570.8602703947064,449.3536515641018,-25.80695396513423
684.2105263157894,189.2509957443177,6.230825429619756,821.8913411990859,676.1234282894434,554.6168094588388,-25.80695396513423
789.4736842105262,189.2509957443177,6.230825429619756,927.1544990938227,781.3865861841801,659.8799673535756,-25.80695396513423
894.7368421052631,189.2509957443177,6.230825429619756,1032.4176569885594,886.649744078917,765.1431252483125,-25.80695396513423
1000.0,189.2509957443177,6.230825429619756,1137.6808148832963,991.9129019736539,870.4062831430493,-25.80695396513423
-1000.0,185.75297216105767,0.0,-868.65281375936,-999.9999999999999,-1131.3471862406398,-18.371173070873855
-894.7368421052631,185.75297216105767,0.0,-763.3896558646231,-894.736842105263,-1026.0840283459029,-18.371173070873855
-789.4736842105264,185.75297216105767,0.0,-658.1264979698865,-789.4736842105264,-920.8208704511662,-18.371173070873855
-684.2105263157895,185.75297216105767,0.0,-552.8633400751496,-684.2105263157895,-815.5577125564294,-18.371173070873855
-578.9473684210527,185.75297216105767,0.0,-447.60018218041284,-578.9473684210527,-710.2945546616926,-18.371173070873855
-473.68421052631584,185.75297216105767,0.0,-342.3370242856759,-473.6842105263158,-605.0313967669556,-18.371173070873855
-368.42105263157896,185.75297216105767,0.0,-237.07386639093903,-368.4210526315789,-499.7682388722188,-18.371173070873855
-263.1578947368422,185.75297216105767,0.0,-131.81070849620227,-263.15789473684214,-394.505080977482,-18.371173070873855
-157.89473684210532,185.75297216105767,0.0,-26.547550601465446,-157.89473684210532,-289.2419230827452,-18.371173070873855
-52.63157894736844,185.75297216105767,0.0,78.71560729327143,-52.63157894736843,-183.9787651880083,-18.371173070873855
52.631578947368325,185.75297216105767,0.0,183.9787651880082,52.63157894736832,-78.71560729327155,-18.371173070873855
157.8947368421052,185.75297216105767,0.0,289.2419230827451,157.89473684210517,26.547550601465304,-18.371173070873855
263.1578947368421,185.75297216105767,0.0,394.50508097748195,263.1578947368421,131.8107084962022,-18.371173070873855
368.42105263157896,185.75297216105767,0.0,499.7682388722188,368.4210526315789,237.07386639093903,-18.371173070873855
473.6842105263156,185.75297216105767,0.0,605.0313967669554,473.68421052631555,342.3370242856757,-18.371173070873855
578.9473684210525,185.75297216105767,0.0,710.2945546616922,578.9473684210524,447.6001821804125,-18.371173070873855
684.2105263157894,185.75297216105767,0.0,815.5577125564292,684.2105263157894,552.8633400751495,-18.371173070873855
789.4736842105262,185.75297216105767,0.0,920.820870451166,789.4736842105261,658.1264979698863,-18.371173070873855
894.7368421052631,185.75297216105767,0.0,1026.0840283459029,894.736842105263,763.3896558646231,-18.371173070873855
1000.0,185.75297216105767,0.0,1131.3471862406398,999.9999999999999,868.65281375936,-18.371173070873855
-1000.0,176.76597754245333,0.0523598775598298,-878.9556696730531,-992.4464133861678,-1128.5979169407788,-17.482349427275622
-894.7368421052631,176.76597754245333,0.0523598775598298,-773.6925117783162,-887.1832554914309,-1023.3347590460419,-17.482349427275622
-789.4736842105264,176.76597754245333,0.0523598775598298,-668.4293538835796,-781.9200975966943,-918.0716011513052,-17.482349427275622
-684.2105263157895,176.76597754245333,0.0523598775598298,-563.1661959888427,-676.6569397019574,-812.8084432565684,-17.482349427275622
-578.9473684210527,176.76597754245333,0.0523598775598298,-457.90303809410597,-571.3937818072206,-707.5452853618316,-17.482349427275622
-473.68421052631584,176.76597754245333,0.0523598775598298,-352.63988019936903,-466.1306239124837,-602.2821274670946,-17.482349427275622
-368.42105263157896,176.76597754245333,0.0523598775598298,-247.37672230463215,-360.86746601774684,-497.0189695723577,-17.482349427275622
-263.1578947368422,176.76597754245333,0.0523598775598298,-142.1135644098954,-255.60430812301004,-391.75581167762095,-17.482349427275622
-157.89473684210532,176.76597754245333,0.0523598775598298,-36.85040651515857,-150.34115022827322,-286.4926537828842,-17.482349427275622
-52.63157894736844,176.76597754245333,0.0523598775598298,68.41275137957831,-45.07799233353634,-181.22949588814728,-17.482349427275622
52.631578947368325,176.76597754245333,0.0523598775598298,173.67590927431507,60.18516556120041,-75.96633799341052,-17.482349427275622
157.8947368421052,176.76597754245333,0.0523598775598298,278.9390671690519,165.44832345593727,29.29681990132633,-17.482349427275622
263.1578947368421,176.76597754245333,0.0523598775598298,384.20222506378883,270.71148135067415,134.55997779606324,-17.482349427275622
368.42105263157896,176.76597754245333,0.0523598775598298,489.46538295852565,375.97463924541097,239.82313569080006,-17.482349427275622
473.6842105263156,176.76597754245333,0.0523598775598298,594.7285408532623,481.2377971401476,345.08629358553674,-17.482349427275622
578.9473684210525,176.76597754245333,0.0523598775598298,699.9916987479992,586.5009550348844,450.3494514802735,-17.482349427275622
684.2105263157894,176.76597754245333,0.0523598775598298,805.2548566427361,691.7641129296214,555.6126093750105,-17.482349427275622
789.4736842105262,176.76597754245333,0.0523598775598298,910.5180145374729,797.0272708243582,660.8757672697473,-17.482349427275622
894.7368421052631,176.76597754245333,0.0523598775598298,1015.7811724322098,902.2904287190951,766.1389251644841,-17.482349427275622
1000.0,176.76597754245333,0.0523598775598298,1121.0443303269467,1007.553586613832,871.402083059221,-17.482349427275622
-1000.0,168.8002724839431,0.1047197551196597,-888.4973578705693,-985.5933807162141,-1125.9092614132162,-16.69453244346692
-894.7368421052631,168.8002724839431,0.1047197551196597,-783.2341999758324,-880.3302228214773,-1020.6461035184793,-16.69453244346692
-789.4736842105264,168.8002724839431,0.1047197551196597,-677.9710420810958,-775.0670649267406,-915.3829456237427,-16.69453244346692
-684.2105263157895,168.8002724839431,0.1047197551196597,-572.7078841863589,-669.8039070320037,-810.1197877290058,-16.69453244346692
-578.9473684210527,168.8002724839431,0.1047197551196597,-467.44472629162215,-564.540749137267,-704.856629834269,-16.69453244346692
-473.68421052631584,168.8002724839431,0.1047197551196597,-362.1815683968852,-459.27759124253004,-599.593471939532,-16.69453244346692
-368.42105263157896,168.8002724839431,0.1047197551196597,-256.91841050214833,-354.01443334779316,-494.33031404479516,-16.69453244346692
-263.1578947368422,168.8002724839431,0.1047197551196597,-151.65525260741157,-248.75127545305642,-389.0671561500584,-16.69453244346692
-157.89473684210532,168.8002724839431,0.1047197551196597,-46.39209471267476,-143.4881175583196,-283.8039982553216,-16.69453244346692
-52.63157894736844,168.8002724839431,0.1047197551196597,58.87106318206212,-38.224959663582716,-178.5408403605847,-16.69453244346692
52.631578947368325,168.8002724839431,0.1047197551196597,164.13422107679887,67.03819823115404,-73.27768246584796,-16.69453244346692
157.8947368421052,168.8002724839431,0.1047197551196597,269.3973789715357,172.3013561258909,31.985475428888904,-16.69453244346692
263.1578947368421,168.8002724839431,0.1047197551196597,374.66053686627265,277.5645140206278,137.24863332362582,-16.69453244346692
368.42105263157896,168.8002724839431,0.1047197551196597,479.9236947610095,382.82767191536465,242.51179121836265,-16.69453244346692
473.6842105263156,168.8002724839431,0.1047197551196597,585.1868526557461,488.0908298101013,347.7749491130993,-16.69453244346692
578.9473684210525,168.8002724839431,0.1047197551196597,690.450010550483,593.3539877048381,453.0381070078361,-16.69453244346692
684.2105263157894,168.8002724839431,0.1047197551196597,795.7131684452199,698.6171455995751,558.301264902573,-16.69453244346692
789.4736842105262,168.8002724839431,0.1047197551196597,900.9763263399567,803.8803034943119,663.5644227973098,-16.69453244346692
894.7368421052631,168.8002724839431,0.1047197551196597,1006.2394842346936,909.1434613890488,768.8275806920467,-16.69453244346692
1000.0,168.8002724839431,0.1047197551196597,1111.5026421294303,1014.4066192837856,874.0907385867836,-16.69453244346692
-1000.0,161.86961086417412,0.1570796326794896,-897.2877394270929,-979.3246850235544,-1123.3875755493525,-16.009082393160092
-894.7368421052631,161.86961086417412,0.1570796326794896,-792.024581532356,-874.0615271288175,-1018.1244176546155,-16.009082393160092
-789.4736842105264,161.86961086417412,0.1570796326794896,-686.7614236376194,-768.7983692340808,-912.8612597598789,-16.009082393160092
-684.2105263157895,161.86961086417412,0.1570796326794896,-581.4982657428825,-663.535211339344,-807.598101865142,-16.009082393160092
-578.9473684210527,161.86961086417412,0.1570796326794896,-476.23510784814573,-558.2720534446072,-702.3349439704052,-16.009082393160092
-473.68421052631584,161.86961086417412,0.1570796326794896,-370.9719499534088,-453.0088955498702,-597.0717860756683,-16.009082393160092
-368.42105263157896,161.86961086417412,0.1570796326794896,-265.7087920586719,-347.7457376551333,-491.80862818093146,-16.009082393160092
-263.1578947368422,161.86961086417412,0.1570796326794896,-160.44563416393515,-242.4825797603966,-386.5454702861947,-16.009082393160092
-157.89473684210532,161.86961086417412,0.1570796326794896,-55.18247626919832,-137.21942186565977,-281.2823123914579,-16.009082393160092
-52.63157894736844,161.86961086417412,0.1570796326794896,50.08068162553857,-31.956263970922876,-176.01915449672097,-16.009082393160092
52.631578947368325,161.86961086417412,0.1570796326794896,155.3438395202753,73.30689392381387,-70.75599660198424,-16.009082393160092
157.8947368421052,161.86961086417412,0.1570796326794896,260.6069974150122,178.57005181855072,34.50716129275263,-16.009082393160092
263.1578947368421,161.86961086417412,0.1570796326794896,365.87015530974907,283.83320971328766,139.77031918748952,-16.009082393160092
368.42105263157896,161.86961086417412,0.1570796326794896,471.1333132044859,389.0963676080245,245.03347708222634,-16.009082393160092
473.6842105263156,161.86961086417412,0.1570796326794896,576.3964710992226,494.35952550276113,350.296634976963,-16.009082393160092
578.9473684210525,161.86961086417412,0.1570796326794896,681.6596289939594,599.6226833974979,455.5597928716998,-16.009082393160092
684.2105263157894,161.86961086417412,0.1570796326794896,786.9227868886964,704.8858412922349,560.8229507664369,-16.009082393160092
789.4736842105262,161.86961086417412,0.1570796326794896,892.1859447834331,810.1489991869717,666.0861086611736,-16.009082393160092
894.7368421052631,161.86961086417412,0.1570796326794896,997.44910267817,915.4121570817085,771.3492665559105,-16.009082393160092
1000.0,161.86961086417412,0.1570796326794896,1102.7122605729069,1020.6753149764454,876.6124244506474,-16.009082393160092
-1000.0,155.95991694426363,0.2094395102393195,-905.367388779245,-973.5243716555955,-1121.1082395651592,-15.4246071703118
-894.7368421052631,155.95991694426363,0.2094395102393195,-800.1042308845081,-868.2612137608586,-1015.8450816704224,-15.4246071703118
-789.4736842105264,155.95991694426363,0.2094395102393195,-694.8410729897714,-762.998055866122,-910.5819237756857,-15.4246071703118
-684.2105263157895,155.95991694426363,0.2094395102393195,-589.5779150950345,-657.7348979713851,-805.3187658809488,-15.4246071703118
-578.9473684210527,155.95991694426363,0.2094395102393195,-484.3147572002978,-552.4717400766483,-700.0556079862121,-15.4246071703118
-473.68421052631584,155.95991694426363,0.2094395102393195,-379.0515993055609,-447.2085821819113,-594.7924500914752,-15.4246071703118
-368.42105263157896,155.95991694426363,0.2094395102393195,-273.788441410824,-341.94542428717443,-489.5292921967383,-15.4246071703118
-263.1578947368422,155.95991694426363,0.2094395102393195,-168.52528351608723,-236.68226639243767,-384.26613430200155,-15.4246071703118
-157.89473684210532,155.95991694426363,0.2094395102393195,-63.26212562135041,-131.41910849770085,-279.00297640726467,-15.4246071703118
-52.63157894736844,155.95991694426363,0.2094395102393195,42.00103227338648,-26.15595060296397,-173.73981851252782,-15.4246071703118
52.631578947368325,155.95991694426363,0.2094395102393195,147.26419016812324,79.10720729177278,-68.47666061779105,-15.4246071703118
157.8947368421052,155.95991694426363,0.2094395102393195,252.52734806286009,184.37036518650964,36.786497276945795,-15.4246071703118
263.1578947368421,155.95991694426363,0.2094395102393195,357.790505957597,289.63352308124655,142.0496551716827,-15.4246071703118
368.42105263157896,155.95991694426363,0.2094395102393195,463.0536638523338,394.8966809759834,247.31281306641952,-15.4246071703118
473.6842105263156,155.95991694426363,0.2094395102393195,568.3168217470704,500.15983887072,352.57597096115614,-15.4246071703118
578.9473684210525,155.95991694426363,0.2094395102393195,673.5799796418073,605.4229967654568,457.839128855893,-15.4246071703118
684.2105263157894,155.95991694426363,0.2094395102393195,778.8431375365443,710.6861546601938,563.10228675063,-15.4246071703118
789.4736842105262,155.95991694426363,0.2094395102393195,884.1062954312811,815.9493125549305,668.3654446453668,-15.4246071703118
894.7368421052631,155.95991694426363,0.2094395102393195,989.369453326018,921.2124704496674,773.6286025401037,-15.4246071703118
1000.0,155.95991694426363,0.2094395102393195,1094.6326112207548,1026.4756283444044,878.8917604348405,-15.4246071703118
-1000.0,151.04204461402807,0.2617993877991494,-912.7958348831393,-968.0810602514161,-1119.1231048654442,-14.938224192596198
-894.7368421052631,151.04204461402807,0.2617993877991494,-807.5326769884024,-862.8179023566793,-1013.8599469707074,-14.938224192596198
-789.4736842105264,151.04204461402807,0.2617993877991494,-702.2695190936657,-757.5547444619426,-908.5967890759707,-14.938224192596198
-684.2105263157895,151.04204461402807,0.2617993877991494,-597.0063611989289,-652.2915865672057,-803.3336311812338,-14.938224192596198
-578.9473684210527,151.04204461402807,0.2617993877991494,-491.7432033041921,-547.028428672469,-698.0704732864971,-14.938224192596198
-473.68421052631584,151.04204461402807,0.2617993877991494,-386.4800454094552,-441.76527077773204,-592.8073153917601,-14.938224192596198
-368.42105263157896,151.04204461402807,0.2617993877991494,-281.21688751471834,-336.50211288299516,-487.5441574970232,-14.938224192596198
-263.1578947368422,151.04204461402807,0.2617993877991494,-175.95372961998154,-231.2389549882584,-382.28099960228644,-14.938224192596198
-157.89473684210532,151.04204461402807,0.2617993877991494,-70.69057172524472,-125.97579709352158,-277.0178417075497,-14.938224192596198
-52.63157894736844,151.04204461402807,0.2617993877991494,34.57258616949216,-20.71263919878469,-171.75468381281277,-14.938224192596198
52.631578947368325,151.04204461402807,0.2617993877991494,139.83574406422892,84.55051869595206,-66.49152591807601,-14.938224192596198
157.8947368421052,151.04204461402807,0.2617993877991494,245.09890195896577,189.8136765906889,38.77163197666084,-14.938224192596198
263.1578947368421,151.04204461402807,0.2617993877991494,350.3620598537027,295.0768344854258,144.03478987139775,-14.938224192596198
368.42105263157896,151.04204461402807,0.2617993877991494,455.62521774843947,400.33999238016264,249.29794776613457,-14.938224192596198
473.6842105263156,151.04204461402807,0.2617993877991494,560.8883756431761,505.6031502748993,354.56110566087125,-14.938224192596198
578.9473684210525,151.04204461402807,0.2617993877991494,666.151533537913,610.8663081696361,459.824263555608,-14.938224192596198
684.2105263157894,151.04204461402807,0.2617993877991494,771.41469143265,716.1294660643731,565.087421450345,-14.938224192596198
789.4736842105262,151.04204461402807,0.2617993877991494,876.6778493273868,821.3926239591099,670.3505793450818,-14.938224192596198
894.7368421052631,151.04204461402807,0.2617993877991494,981.9410072221236,926.6557818538467,775.6137372398186,-14.938224192596198
1000.0,151.04204461402807,0.2617993877991494,1087.2041651168604,1031.9189397485836,880.8768951345555,-14.938224192596198
-1000.0,147.08091122426745,0.3141592653589793,-919.6433954448944,-962.8898212369654,-1117.46678331814,-14.546463747455038
-894.7368421052631,147.08091122426745,0.3141592653589793,-814.3802375501575,-857.6266633422285,-1012.2036254234031,-14.546463747455038
-789.4736842105264,147.08091122426745,0.3141592653589793,-709.1170796554209,-752.3635054474919,-906.9404675286664,-14.546463747455038
-684.2105263157895,147.08091122426745,0.3141592653589793,-603.853921760684,-647.100347552755,-801.6773096339296,-14.546463747455038
-578.9473684210527,147.08091122426745,0.3141592653589793,-498.5907638659472,-541.8371896580182,-696.4141517391927,-14.546463747455038
-473.68421052631584,147.08091122426745,0.3141592653589793,-393.32760597121023,-436.57403176328125,-591.1509938444558,-14.546463747455038
-368.42105263157896,147.08091122426745,0.3141592653589793,-288.06444807647335,-331.3108738685444,-485.8878359497189,-14.546463747455038
-263.1578947368422,147.08091122426745,0.3141592653589793,-182.80129018173662,-226.0477159738076,-380.62467805498216,-14.546463747455038
-157.89473684210532,147.08091122426745,0.3141592653589793,-77.5381322869998,-120.7845580790708,-275.36152016024533,-14.546463747455038
-52.63157894736844,147.08091122426745,0.3141592653589793,27.725025607737088,-15.52140018433392,-170.09836226550846,-14.546463747455038
52.631578947368325,147.08091122426745,0.3141592653589793,132.98818350247385,89.74175771040282,-64.83520437077169,-14.546463747455038
157.8947368421052,147.08091122426745,0.3141592653589793,238.2513413972107,195.00491560513967,40.42795352396516,-14.546463747455038
263.1578947368421,147.08091122426745,0.3141592653589793,343.5144992919476,300.2680734998766,145.69111141870206,-14.546463747455038
368.42105263157896,147.08091122426745,0.3141592653589793,448.77765718668445,405.5312313946134,250.95426931343889,-14.546463747455038
473.6842105263156,147.08091122426745,0.3141592653589793,554.0408150814211,510.7943892893501,356.21742720817554,-14.546463747455038
578.9473684210525,147.08091122426745,0.3141592653589793,659.3039729761579,616.0575471840868,461.48058510291236,-14.546463747455038
684.2105263157894,147.08091122426745,0.3141592653589793,764.5671308708949,721.3207050788238,566.7437429976494,-14.546463747455038
789.4736842105262,147.08091122426745,0.3141592653589793,869.8302887656316,826.5838629735606,672.006900892386,-14.546463747455038
894.7368421052631,147.08091122426745,0.3141592653589793,975.0934466603685,931.8470208682975,777.2700587871229,-14.546463747455038
1000.0,147.08091122426745,0.3141592653589793,1080.3566045551054,1037.1101787630344,882.5332166818598,-14.546463747455038
-1000.0,144.04177092489587,0.3665191429188091,-925.98587205924,-957.8524839735994,-1116.1616439671602,-14.245889432132573
-894.7368421052631,144.04177092489587,0.3665191429188091,-820.7227141645031,-852.5893260788625,-1010.8984860724233,-14.245889432132573
-789.4736842105264,144.04177092489587,0.3665191429188091,-715.4595562697665,-747.3261681841259,-905.6353281776867,-14.245889432132573
-684.2105263157895,144.04177092489587,0.3665191429188091,-610.1963983750296,-642.063010289389,-800.3721702829498,-14.245889432132573
-578.9473684210527,144.04177092489587,0.3665191429188091,-504.9332404802928,-536.7998523946522,-695.109012388213,-14.245889432132573
-473.68421052631584,144.04177092489587,0.3665191429188091,-399.67008258555586,-431.5366944999153,-589.8458544934762,-14.245889432132573
-368.42105263157896,144.04177092489587,0.3665191429188091,-294.406924690819,-326.27353660517844,-484.58269659873923,-14.245889432132573
-263.1578947368422,144.04177092489587,0.3665191429188091,-189.14376679608222,-221.0103787104417,-379.31953870400247,-14.245889432132573
-157.89473684210532,144.04177092489587,0.3665191429188091,-83.88060890134541,-115.74722081570488,-274.05638080926565,-14.245889432132573
-52.63157894736844,144.04177092489587,0.3665191429188091,21.382548993391474,-10.484062920967986,-168.79322291452877,-14.245889432132573
52.631578947368325,144.04177092489587,0.3665191429188091,126.64570688812822,94.77909497376876,-63.530065019792026,-14.245889432132573
157.8947368421052,144.04177092489587,0.3665191429188091,231.90886478286507,200.0422528685056,41.73309287494483,-14.245889432132573
263.1578947368421,144.04177092489587,0.3665191429188091,337.172022677602,305.30541076324255,146.99625076968175,-14.245889432132573
368.42105263157896,144.04177092489587,0.3665191429188091,442.4351805723388,410.56856865797937,252.25940866441857,-14.245889432132573
473.6842105263156,144.04177092489587,0.3665191429188091,547.6983384670755,515.831726552716,357.5225665591552,-14.245889432132573
578.9473684210525,144.04177092489587,0.3665191429188091,652.9614963618122,621.0948844474528,462.78572445389204,-14.245889432132573
684.2105263157894,144.04177092489587,0.3665191429188091,758.2246542565492,726.3580423421898,568.048882348629,-14.245889432132573
789.4736842105262,144.04177092489587,0.3665191429188091,863.487812151286,831.6212002369266,673.3120402433658,-14.245889432132573
894.7368421052631,144.04177092489587,0.3665191429188091,968.7509700460229,936.8843581316635,778.5751981381027,-14.245889432132573
1000.0,144.04177092489587,0.3665191429188091,1074.0141279407599,1042.1475160264004,883.8383560328396,-14.245889432132573
-1000.0,141.8943650091235,0.418879020478639,-931.9013967039496,-952.8770121489813,-1115.2215911470687,-14.033508627275964
-894.7368421052631,141.8943650091235,0.418879020478639,-826.6382388092127,-847.6138542542444,-1009.9584332523318,-14.033508627275964
-789.4736842105264,141.8943650091235,0.418879020478639,-721.375080914476,-742.3506963595078,-904.6952753575952,-14.033508627275964
-684.2105263157895,141.8943650091235,0.418879020478639,-616.1119230197392,-637.0875384647709,-799.4321174628583,-14.033508627275964
-578.9473684210527,141.8943650091235,0.418879020478639,-510.8487651250024,-531.8243805700341,-694.1689595681216,-14.033508627275964
-473.68421052631584,141.8943650091235,0.418879020478639,-405.5856072302655,-426.5612226752972,-588.9058016733846,-14.033508627275964
-368.42105263157896,141.8943650091235,0.418879020478639,-300.32244933552863,-321.2980647805603,-483.64264377864777,-14.033508627275964
-263.1578947368422,141.8943650091235,0.418879020478639,-195.05929144079184,-216.03490688582355,-378.379485883911,-14.033508627275964
-157.89473684210532,141.8943650091235,0.418879020478639,-89.79613354605502,-110.77174899108674,-273.1163279891742,-14.033508627275964
-52.63157894736844,141.8943650091235,0.418879020478639,15.467024348681868,-5.5085910963498534,-167.8531700944373,-14.033508627275964
52.631578947368325,141.8943650091235,0.418879020478639,120.73018224341862,99.75456679838689,-62.590012199700546,-14.033508627275964
157.8947368421052,141.8943650091235,0.418879020478639,225.99334013815547,205.01772469312374,42.67314569503631,-14.033508627275964
263.1578947368421,141.8943650091235,0.418879020478639,331.2564980328924,310.2808825878607,147.93630358977322,-14.033508627275964
368.42105263157896,141.8943650091235,0.418879020478639,436.5196559276292,415.5440404825975,253.19946148451004,-14.033508627275964
473.6842105263156,141.8943650091235,0.418879020478639,541.7828138223658,520.8071983773341,358.4626193792467,-14.033508627275964
578.9473684210525,141.8943650091235,0.418879020478639,647.0459717171027,626.070356272071,463.7257772739835,-14.033508627275964
684.2105263157894,141.8943650091235,0.418879020478639,752.3091296118397,731.333514166808,568.9889351687204,-14.033508627275964
789.4736842105262,141.8943650091235,0.418879020478639,857.5722875065765,836.5966720615447,674.2520930634573,-14.033508627275964
894.7368421052631,141.8943650091235,0.418879020478639,962.8354454013133,941.8598299562816,779.5152509581942,-14.033508627275964
1000.0,141.8943650091235,0.418879020478639,1068.0986032960502,1047.1229878510185,884.7784088529311,-14.033508627275964
-1000.0,140.6155590140978,0.4712388980384689,-937.468836033974,-947.8763868303188,-1114.654777135707,-13.90703330908661
-894.7368421052631,140.6155590140978,0.4712388980384689,-832.2056781392371,-842.6132289355819,-1009.39161924097,-13.90703330908661
-789.4736842105264,140.6155590140978,0.4712388980384689,-726.9425202445004,-737.3500710408453,-904.1284613462334,-13.90703330908661
-684.2105263157895,140.6155590140978,0.4712388980384689,-621.6793623497636,-632.0869131461084,-798.8653034514965,-13.90703330908661
-578.9473684210527,140.6155590140978,0.4712388980384689,-516.4162044550268,-526.8237552513716,-693.6021455567598,-13.90703330908661
-473.68421052631584,140.6155590140978,0.4712388980384689,-411.1530465602898,-421.56059735663473,-588.3389876620229,-13.90703330908661
-368.42105263157896,140.6155590140978,0.4712388980384689,-305.8898886655529,-316.29743946189785,-483.07582976728594,-13.90703330908661
-263.1578947368422,140.6155590140978,0.4712388980384689,-200.62673077081615,-211.03428156716106,-377.8126718725492,-13.90703330908661
-157.89473684210532,140.6155590140978,0.4712388980384689,-95.36357287607935,-105.77112367242424,-272.54951397781235,-13.90703330908661
-52.63157894736844,140.6155590140978,0.4712388980384689,9.89958501865754,-0.5079657776873603,-167.28635608307547,-13.90703330908661
52.631578947368325,140.6155590140978,0.4712388980384689,115.16274291339428,104.75519211704939,-62.02319818833873,-13.90703330908661
157.8947368421052,140.6155590140978,0.4712388980384689,220.42590080813113,210.01835001178625,43.239959706398125,-13.90703330908661
263.1578947368421,140.6155590140978,0.4712388980384689,325.68905870286807,315.28150790652313,148.50311760113505,-13.90703330908661
368.42105263157896,140.6155590140978,0.4712388980384689,430.9522165976049,420.54466580125995,253.76627549587187,-13.90703330908661
473.6842105263156,140.6155590140978,0.4712388980384689,536.2153744923415,525.8078236959966,359.0294333906085,-13.90703330908661
578.9473684210525,140.6155590140978,0.4712388980384689,641.4785323870783,631.0709815907335,464.29259128534534,-13.90703330908661
684.2105263157894,140.6155590140978,0.4712388980384689,746.7416902818153,736.3341394854705,569.5557491800823,-13.90703330908661
789.4736842105262,140.6155590140978,0.4712388980384689,852.0048481765521,841.5972973802072,674.8189070748191,-13.90703330908661
894.7368421052631,140.6155590140978,0.4712388980384689,957.2680060712889,946.8604552749441,780.082064969556,-13.90703330908661
1000.0,140.6155590140978,0.4712388980384689,1062.5311639660258,1052.123613169681,885.3452228642929,-13.90703330908661
-1000.0,140.1909223857039,0.5235987755982988,-942.7672955974841,-942.7672955974842,-1114.4654088050313,-13.865036279904794
-894.7368421052631,140.1909223857039,0.5235987755982988,-837.5041377027472,-837.5041377027474,-1009.2022509102944,-13.865036279904794
-789.4736842105264,140.1909223857039,0.5235987755982988,-732.2409798080106,-732.2409798080107,-903.9390930155578,-13.865036279904794
-684.2105263157895,140.1909223857039,0.5235987755982988,-626.9778219132737,-626.9778219132738,-798.6759351208209,-13.865036279904794
-578.9473684210527,140.1909223857039,0.5235987755982988,-521.714664018537,-521.714664018537,-693.4127772260841,-13.865036279904794
-473.68421052631584,140.1909223857039,0.5235987755982988,-416.4515061238,-416.4515061238001,-588.1496193313473,-13.865036279904794
-368.42105263157896,140.1909223857039,0.5235987755982988,-311.18834822906314,-311.1883482290632,-482.8864614366104,-13.865036279904794
-263.1578947368422,140.1909223857039,0.5235987755982988,-205.92519033432637,-205.92519033432643,-377.6233035418736,-13.865036279904794
-157.89473684210532,140.1909223857039,0.5235987755982988,-100.66203243958957,-100.66203243958961,-272.3601456471368,-13.865036279904794
-52.63157894736844,140.1909223857039,0.5235987755982988,4.601125455147319,4.601125455147276,-167.09698775239988,-13.865036279904794
52.631578947368325,140.1909223857039,0.5235987755982988,109.86428334988406,109.86428334988403,-61.83382985766314,-13.865036279904794
157.8947368421052,140.1909223857039,0.5235987755982988,215.1274412446209,215.12744124462088,43.42932803707372,-13.865036279904794
263.1578947368421,140.1909223857039,0.5235987755982988,320.39059913935785,320.3905991393578,148.6924859318106,-13.865036279904794
