,x,eq_complex_1,eq_complex_3,eq_complex_5,eq_complex_6,eq_complex_7,eq_complex_8,eq_complex_10,eq_complex_11,eq_complex_12,eq_complex_16
122,0.2734569656412826,-0.3741151199634841,-0.37410937935724864,-0.37412376121727725,-0.37455066229848144,-0.37359531309196575,-0.37442059112814424,-0.374976883822607,-0.37497688188126305,-0.3753139089992754,-0.3746303838579911
123,0.275251509498998,-0.37101902716243923,-0.3710133311399401,-0.3710277360527947,-0.3714478287737601,-0.3704958055332753,-0.37130247340922357,-0.37186134095018425,-0.37186133905265656,-0.3722006653244471,-0.37146928695327674
124,0.27704605335671345,-0.36792293436139445,-0.36791728292263165,-0.3679317119554708,-0.36834504784669475,-0.3673962784797931,-0.3681843028415322,-0.36874563570313645,-0.36874563384979075,-0.3690871483425251,-0.368308386277777
125,0.2788405972144289,-0.36482684156034956,-0.36482123470532307,-0.36483568895076235,-0.36524231951661634,-0.3642967318843158,-0.36506608354148645,-0.3656297718621964,-0.3656297700533901,-0.3659733620836364,-0.3651478141416633
126,0.28063514107214427,-0.36173074875930483,-0.3617251864880147,-0.36173966706494287,-0.36213964378285624,-0.3611971657011147,-0.36194781963458944,-0.3625137532386698,-0.3625137514747515,-0.36285931064019095,-0.36198769368026734
127,0.2824296849298597,-0.35863465595826,-0.3586291382707062,-0.35864364632513446,-0.3590370206447452,-0.3580975798859812,-0.3588295152546606,-0.35939758367369984,-0.3593975819550096,-0.35974499816593436,-0.35882813902190175
128,0.28422422878757514,-0.35553856315721516,-0.35553309005339767,-0.3555476267593432,-0.3559344501016143,-0.3549979743962743,-0.355711174543066,-0.35628126703752716,-0.35628126536439625,-0.3566304288749873,-0.35566925548587747
129,0.2860187726452906,-0.3524424703561703,-0.3524370418360892,-0.3524516083964955,-0.35283193215279474,-0.35189834919096863,-0.35259280164794576,-0.35316480722874355,-0.35316480560149455,-0.3535156070408711,-0.35251113980675985
130,0.287813316503006,-0.3493463775551255,-0.3493409936187807,-0.3493555912664754,-0.3497294667976176,-0.3487987042307034,-0.3494744007234404,-0.3500482081735405,-0.35004820659248714,-0.3504005369955189,-0.3493538803811382
131,0.28960786036072145,-0.34625028475408065,-0.34624494540147216,-0.3462595754001655,-0.34662705403541394,-0.3456990394778329,-0.34635597592891687,-0.3469314738249525,-0.3469314722903995,-0.34728522312827403,-0.3461975575334197
132,0.2914024042184369,-0.3431541919530358,-0.3431488971841637,-0.34316356082948823,-0.3435246938655149,-0.34259935489647725,-0.34323753142819247,-0.3438146081620945,-0.3438146066743377,-0.34416966988487446,-0.34304224379739107
133,0.2931969480761523,-0.340058099151991,-0.34005284896685517,-0.3400675475874507,-0.3404223862872515,-0.3394996504525753,-0.3401190713887588,-0.34069761518939556,-0.34069761374872176,-0.34105388176642487,-0.3398880042105258
134,0.29499149193386776,-0.33696200635094614,-0.3369568007495467,-0.33697153570819055,-0.337320131299955,-0.33639992611393754,-0.3370005999810047,-0.3375804989358262,-0.3375804975425131,-0.33793786332835524,-0.33673489661823874
135,0.2967860357915832,-0.33386591354990136,-0.33386075253223824,-0.33387552522702496,-0.33421792890295643,-0.33330018185030136,-0.3338821213774385,-0.33446326345412225,-0.3344632621084385,-0.3348216191793674,-0.3335829719855197
136,0.29858057964929857,-0.3307698207488566,-0.33076470431492977,-0.3307795161805024,-0.331115779095587,-0.3302004176333863,-0.33076363975191053,-0.3313459128200035,-0.33134591152220844,-0.33170515398036904,-0.3304322747135875
137,0.300375123507014,-0.3276737279478117,-0.3276686560976213,-0.3276835086064559,-0.3280136818771776,-0.32710063343695095,-0.32764515927883403,-0.32822845113138743,-0.3282284498817313,-0.3285884724433955,-0.3272828429594196
138,0.30216966736472944,-0.3245776351467669,-0.3245726078803128,-0.3245875025440612,-0.3249116372470597,-0.3240008292368515,-0.324526684132408,-0.32511088250760034,-0.325110881306324,-0.32547157933052007,-0.3241347089562149
139,0.3039642112224449,-0.32148154234572207,-0.32147655966300426,-0.3214914980338959,-0.32180964520456434,-0.32090100501110075,-0.3214082184858376,-0.32199321108858225,-0.32199320993591724,-0.3223544794527527,-0.3209878993330331
140,0.3057587550801603,-0.31838544954467723,-0.3183805114456958,-0.31839549511800286,-0.31870770574902263,-0.31780116073992903,-0.31828976651055746,-0.31887544103408944,-0.318875439930258,-0.3192371776689268,-0.3178424354320473
141,0.30755329893787575,-0.3152893567436324,-0.31528446322838727,-0.3152994938399573,-0.3156058188797658,-0.3147012964058456,-0.31517133237545253,-0.3157575765228922,-0.3157575754681071,-0.3161196788845757,-0.3146983336220107
142,0.3093478427955912,-0.31219326394258756,-0.31218841501107875,-0.31220349424493715,-0.31250398459612494,-0.3116014119937023,-0.31205292024608194,-0.31263962175196963,-0.3126396207464343,-0.3130019880507982,-0.3115556056067105
143,0.3111423866533066,-0.3090971711415427,-0.3090923667937703,-0.30910749637979706,-0.30940220289743137,-0.3085015074907574,-0.3089345342839015,-0.3095215809357002,-0.3095215799796084,-0.3098841101631129,-0.3084142587273301
144,0.312936930511022,-0.306001078340498,-0.30599631857646187,-0.30601150029314755,-0.30630047378301634,-0.30540158288674246,-0.30581617864548843,-0.3064034583050499,-0.3064034573985858,-0.3067660502603033,-0.30527429625779096
145,0.31473147436873744,-0.30290498553945316,-0.30290027035915335,-0.30291550603543704,-0.3031987972522107,-0.30230163817392786,-0.3026978574817657,-0.3032852581067554,-0.303285257250094,-0.30364781342325176,-0.3021357176922734
146,0.3165260182264529,-0.29980889273840833,-0.2998042221418449,-0.2998195136590409,-0.30009717330434604,-0.29920167334719305,-0.2995795749372287,-0.3001669846025073,-0.3001669837958136,-0.300529404773765,-0.29899851902425
147,0.3183205620841683,-0.2967127999373635,-0.29670817392453636,-0.2967235232183532,-0.29699560193875335,-0.29610168840409534,-0.29646133514917206,-0.29704864206812676,-0.2970486413115563,-0.2974108294733889,-0.295862693016471
148,0.32011510594188375,-0.2936167071363186,-0.29361212570722783,-0.2936275347698854,-0.2938940831547639,-0.2930016833449417,-0.2933431422469187,-0.2939302347927425,-0.2939302340864411,-0.29429209272221507,-0.2927282294614554
149,0.3219096497995992,-0.2905206143352738,-0.29051607748991937,-0.29053154837237044,-0.29079261695170905,-0.2899016581728616,-0.29022500035104953,-0.2908117670779633,-0.29081176642206713,-0.2911731997576778,-0.289595115432137
