,x,eq_complex_1,eq_complex_3,eq_complex_5,eq_complex_6,eq_complex_7,eq_complex_8,eq_complex_9,eq_complex_10,eq_complex_11,eq_complex_12,eq_complex_13,eq_complex_14,eq_complex_16,eq_complex_17,eq_complex_21,eq_complex_23,eq_complex_24,eq_complex_25,eq_complex_26,eq_complex_29,eq_complex_30,eq_complex_31,eq_complex_32,eq_complex_33
0,0.054522615,0.7516712518009421,0.7614599551880394,0.7537299810706072,0.6904699777083154,0.6956378256839746,0.7003819885108518,0.6532325425120187,0.6978846070857302,0.6842269984888764,0.6756617518968329,0.6762935291964564,0.6629932874858342,0.6591860381807958,0.6617245635748886,0.6599470692527927,0.6450211094313475,0.6601326976632306,0.6475273743925342,0.6455980566820737,0.6545194546351063,0.6542809754003724,0.6540770651415172,0.6540027233119383,0.6542742201317018
1,0.059045225,0.7531200528290021,0.7628103773526583,0.7547640926710268,0.6933487605793165,0.6984981956748868,0.7032781276795856,0.6580625963041143,0.700175809669672,0.6878250745386897,0.680566956081343,0.6811337462188078,0.6680322555631496,0.6643912478569851,0.6667729064891991,0.6646029197382517,0.651013338824113,0.665458954979629,0.6535196037852997,0.6518293834133673,0.6601925864165312,0.6599592757885626,0.6597597849163457,0.6596854430867668,0.6599352461849726
2,0.06356784,0.7545688554587932,0.764160801010245,0.7558469602016922,0.6962313978270416,0.7013661225422998,0.706175180062422,0.6629663174431186,0.702543002394937,0.6914519260364453,0.6854806796867937,0.685981130153075,0.6731273933127924,0.6696729535539097,0.6718808597539179,0.6694750038551011,0.6571145432839952,0.670845448049785,0.6596208082451818,0.6581968895591861,0.6659455415655103,0.6657173995500215,0.6655223280693285,0.6654479862397498,0.6656737572448475
3,0.068090454,0.756017657768238,0.7655112243692381,0.7569778528705238,0.6991174467480796,0.704240769726072,0.7090726985205777,0.6679311274536559,0.7049840008894809,0.6951046307939177,0.6903932180889687,0.6908265782432471,0.6782639405697399,0.6750130303848866,0.6770335097130276,0.6745437632189867,0.6632994564203809,0.6762773006031351,0.6658057213815676,0.6646689936598178,0.6717586510642238,0.6715356776600718,0.6713450255699258,0.6712706837403469,0.6714704484479608
4,0.07261306,0.757466457514913,0.7668616453394829,0.7581559571162043,0.702006462937928,0.7071212878301858,0.7119702351298749,0.6729449987868186,0.7074964826664755,0.6987801572749986,0.6952954094873555,0.6956614841412857,0.6834278433373191,0.6803942202531559,0.6822166246214192,0.6797865726150636,0.6695434248412371,0.6817398814855704,0.6720496898024236,0.6712150436198308,0.6776126936579702,0.6773948888560123,0.6772086561485957,0.6771343143190168,0.6773064596024982
5,0.07713568,0.7589152617464352,0.7682120704900373,0.7593803869964133,0.7048980196169903,0.7100068352765907,0.714867360538262,0.6779965006575277,0.7100780106679336,0.7024753989272967,0.7001786807962058,0.7004777829027848,0.6886058255946292,0.6858002213009076,0.6874167301663726,0.6851782954614275,0.6758226359996223,0.6872189370464968,0.678328900960809,0.6778056037454263,0.6834890676459802,0.6832764314622161,0.6830946181512094,0.6830202763216306,0.6831635430784826
6,0.08165829,0.7603640627744951,0.7695624926546561,0.7606501665636028,0.7077916598311561,0.7128965320140874,0.7177636160536263,0.6830747233154559,0.7127259975440458,0.7061871235955615,0.7050349754027201,0.7052678798808134,0.6937853321330175,0.6912156394765392,0.6926210554843677,0.6906918018668619,0.6821141818025134,0.6927005898915598,0.6846204467637,0.6844125593891824,0.6893698144816314,0.6891623469046328,0.6889849529802644,0.6889106111506855,0.6890240842535733
7,0.0861809,0.7618128638025551,0.7709129148192752,0.7619642537576067,0.7106869477193435,0.7157895120849318,0.7206585650299427,0.6881693710637482,0.7154377578000779,0.7099120500682325,0.7098568443169195,0.7100247411326547,0.6989546405668418,0.6966261135715439,0.6978176489950885,0.6962987214234617,0.6883963174468872,0.6981715180953576,0.6909025824080739,0.6910094165982812,0.6952378309287094,0.6950355319584762,0.694862557420746,0.6947882155911671,0.6948713102049167
8,0.09070352,0.7632616680340772,0.7722633399698295,0.7633215344242543,0.7135834469307025,0.718684903552437,0.723551771209553,0.6932707248813643,0.7182104963641399,0.7136468324356688,0.7146374097574208,0.7147418583433719,0.7041028352059184,0.7020182933854786,0.7029953554724879,0.7019700794320751,0.6946485416545164,0.703618988458368,0.6971548066157031,0.6975714049020929,0.701076919759508,0.7008797894074688,0.7007112342661485,0.7006368924365696,0.7006893377763981
9,0.09522613,0.7647104690621371,0.7736137621344484,0.7647208157664793,0.7164807015303318,0.7215818108627114,0.7264427796800844,0.6983696056566433,0.7210412970963818,0.7173880477567737,0.7193703307771776,0.7194132160162334,0.7092197788280568,0.7073798129208024,0.7081437907863876,0.7076769193797006,0.700851661773166,0.7090308865875062,0.7033579267343526,0.7040755552799048,0.7068718322348189,0.706679870489545,0.7065157347348628,0.706441392905284,0.7064632138180736
10,0.099748746,0.7661592720122744,0.7749641860906287,0.7661608493517919,0.719378278407346,0.7244793587186451,0.7293311592243606,0.7034574430800308,0.723927171243935,0.721132263662998,0.724049866519777,0.7240333552536786,0.7142961870648954,0.7126993688636202,0.7132534197405301,0.7133910046981282,0.7069879702235017,0.7143958535625164,0.7094942351846882,0.7105008867117355,0.7126084201206979,0.7124216269890465,0.7122619106268657,0.7121875687972868,0.712179064902731
11,0.10427135,0.767608071118257,0.7763146064636863,0.7676403127315738,0.7222757225735625,0.7273766488782485,0.7322164577118884,0.708526188804946,0.7268650217557985,0.7248759939910703,0.7286707935822405,0.7285972937630941,0.7193235427398706,0.7179666294088806,0.7183154727463672,0.7190852852666479,0.7130412130565738,0.719703250429569,0.7155474780177604,0.7168283671928579,0.7182735988448039,0.718091974313061,0.7179366773316553,0.7178623355020765,0.7178240592092403
12,0.10879397,0.7690568753497792,0.7776650316142407,0.769157838521389,0.7251726085482265,0.7302728130249766,0.7350982533005042,0.7135683960580519,0.7298517028741883,0.7286157787804306,0.7332284762225734,0.7331005969290212,0.724294173412621,0.7231723123112296,0.7233220265663578,0.7247344718443058,0.7189967417762855,0.7249432915220947,0.721503006737472,0.723041059996228,0.7238554870482418,0.7236790311346927,0.723528153549697,0.7234538117201181,0.7233865445122765
13,0.11331658,0.7705056763778392,0.7790154537788596,0.7707119850215478,0.7280684764322098,0.7331669503401541,0.737976090790998,0.7185770956786219,0.7328839633806431,0.7323481155564573,0.737718749951737,0.7375392647155407,0.7292011239665067,0.7283080467158944,0.7282658785081522,0.7303152933484167,0.7248414044170095,0.7301069571356984,0.7273476693781962,0.7291239915529961,0.7293433067775345,0.7291720194707508,0.7290255612723933,0.7289512194428144,0.728855947997574
