Complexity,Loss,Equation
47,0.35968414,"((((cos((((x0 * -0.61940366) / sin(sin(-0.34601462))) / (0.15524411 / x0)) / x0) + (cos((sin(-0.61940366 * x0) / 0.31179807) * x0) / cos(cos(exp(x0))))) * (-0.6026986 * sin((((x0 + -0.4428323) * x0) / -0.19101758) + -0.22652714))) / sin(0.5977439)) + -0.20619616)"
48,0.3564391,"((((cos((((x0 * -0.61940366) / sin(sin(-0.34601462))) / (sin(0.15524411) / x0)) / x0) + (cos((sin(-0.61940366 * x0) / 0.31179807) * x0) / cos(cos(exp(x0))))) * (-0.6026986 * sin((((x0 + -0.4428323) * x0) / -0.19101758) + -0.22652714))) / sin(0.5977439)) + -0.20619616)"
49,0.35018003,"((((cos((((x0 * -0.61940366) / sin(sin(-0.34601462))) / (0.15524411 / x0)) / x0) + (cos((sin(sin(cos(-0.61940366) * x0)) / 0.31179807) * x0) / cos(cos(exp(x0))))) * (-0.6026986 * sin((((x0 + -0.4428323) * x0) / -0.19101758) + -0.22652714))) / sin(0.5977439)) + -0.20619616)"
50,0.35016525,"((((cos((((x0 * -0.61940366) / sin(sin(-0.34601462))) / (0.15524411 / x0)) / x0) + (cos((sin(sin(cos(-0.61940366) * x0)) / 0.31179807) * x0) / cos(cos(exp(x0))))) * (-0.6026986 * sin((((x0 + -0.4428323) * x0) / -0.19101758) + -0.22652714))) / sin(0.5977439)) + sin(-0.20619616))"
51,0.35015485,"((((cos((((x0 * -0.61940366) / sin(sin(-0.34601462))) / (0.15524411 / x0)) / x0) + (cos((sin(sin(cos(-0.61940366) * x0)) / 0.31179807) * x0) / cos(cos(exp(x0))))) * (-0.6026986 * sin((((x0 + -0.4428323) * x0) / -0.19101758) + -0.22652714))) / sin(0.5977439)) + sin(sin(-0.20619616)))"
52,0.3460407,"((((cos((((x0 * -0.61940366) / sin(sin(-0.34601462))) / (0.15524411 / x0)) / x0) + (cos((sin(sin(sin(cos(cos(x0))) * x0)) / 0.31179807) * x0) / cos(cos(exp(x0))))) * (-0.6026986 * sin((((x0 + -0.4428323) * x0) / -0.19101758) + sin(-0.22652714)))) / sin(0.5977439)) + -0.20619616)"
53,0.3428042,"((((cos((((x0 * sin(-0.6727976)) / sin(sin(-0.34601462))) / (0.15524411 / x0)) / x0) + (cos((sin(sin(sin(cos(cos(x0))) * x0)) / 0.31179807) * x0) / cos(cos(exp(x0))))) * (-0.6026986 * sin((((x0 + -0.4428323) * x0) / -0.19101758) + sin(-3.0172954)))) / sin(0.5977439)) + -0.20619616)"
56,0.33946118,"(((cos((((x0 * -0.6532427) / sin(-0.33211407)) / sin(sin(-0.16571143) / x0)) / x0) + (cos(((sin(x0 * x0) * 0.9214527) / 0.33171055) * x0) / cos(cos(exp(cos(x0) + x0))))) * (sin(-0.63668764) * ((sin(((x0 + -0.42864263) * x0) / sin(-0.18886301)) * 1.2291683) / sin(cos(-0.92801046))))) + -0.20175323)"
57,0.338033,"(((cos((((x0 * -0.6532427) / sin(-0.33211407)) / sin(sin(-0.16571143) / x0)) / x0) + (sin(cos(((sin(x0 * x0) * 0.9214527) / 0.33171055) * x0)) / cos(cos(exp(cos(x0) + x0))))) * (sin(-0.63668764) * ((sin(((x0 + -0.42864263) * x0) / sin(-0.18886301)) * 1.2291683) / sin(cos(-0.92801046))))) + -0.20175323)"
58,0.33552527,"(((cos((((x0 * -0.6532427) / sin(-0.33211407)) / sin(sin(-0.16571143) / x0)) / x0) + (sin(cos(((sin(x0 * x0) * 0.9214527) / 0.33171055) * x0)) / cos(cos(exp(cos(x0) + x0))))) * (sin(-0.63668764) * ((sin(((x0 + -0.42864263) * x0) / sin(-0.18886301)) * 1.2291683) / sin(sin(cos(-0.92801046)))))) + -0.20175323)"
