,x,eq_complex_1,eq_complex_3,eq_complex_4,eq_complex_5,eq_complex_6,eq_complex_7,eq_complex_9,eq_complex_10,eq_complex_12,eq_complex_15,eq_complex_16,eq_complex_17,eq_complex_18,eq_complex_20,eq_complex_26,eq_complex_28,eq_complex_29,eq_complex_30
0,0.054522615,-0.8618606868059691,-0.8618346910182305,-0.8618374563337581,-0.8618553748850117,-0.8631486291978,-0.8616671963126157,-0.8618544279658046,-0.8618531728969404,-0.8637088720543288,-0.8635861899938285,-0.8633879488716791,-0.8633767487235444,-0.8635379897736399,-0.8635342753570268,-0.8634444671939638,-0.8635346365382244,-0.8635561100718648,-0.8635561068344901
1,0.05631715885771543,-0.858381896203839,-0.8583560040840604,-0.8583587583718544,-0.8583765630147887,-0.8596544790378634,-0.8582044561476107,-0.8583766126789079,-0.858375556762736,-0.8602284919233485,-0.8601062833188182,-0.8599036090117875,-0.8598914207613043,-0.8600508956530177,-0.8600469348919221,-0.8599554060462847,-0.8600461713531454,-0.8600779423809543,-0.8600779391423903
2,0.05811170271543087,-0.854903105601709,-0.8548773171498905,-0.8548800604099508,-0.854897750973573,-0.8561604516295003,-0.8547409816142505,-0.8548986779710233,-0.8548977959769531,-0.8567474698188329,-0.8566257741951142,-0.8564187290591532,-0.8564055652509909,-0.8565632267315141,-0.8565590230733374,-0.8564663245587744,-0.8565560470150678,-0.8565992222615011,-0.8565992190228024
3,0.0599062465731463,-0.851424314999579,-0.8513986302157203,-0.8514013624480473,-0.8514189387592941,-0.8526665464772586,-0.8512767772788336,-0.8514206341333965,-0.8514199031793525,-0.8532658065165688,-0.8531446632231158,-0.8529333111750343,-0.8529191846616453,-0.8530749860668089,-0.853070543031193,-0.8529772643972215,-0.8530643271934214,-0.8531199310414654,-0.8531199278037228
4,0.06170079043086173,-0.8479455243974491,-0.8479199432815503,-0.8479226644861438,-0.8479401263698478,-0.8491727630857344,-0.8478118478710582,-0.8479424909815069,-0.8479418903951134,-0.8497835030152576,-0.8496629512134898,-0.8494473577116136,-0.8494322816458139,-0.8495861769134891,-0.8495814980903938,-0.8494882626040265,-0.8495710872534985,-0.8496400494173987,-0.8496400461817393
5,0.06349533428857716,-0.844466733795319,-0.8444412563473802,-0.8444439665242401,-0.844461313803096,-0.8456791009595719,-0.8443461982821564,-0.8444642578544694,-0.8444637690383691,-0.8463005605361674,-0.8461806391868877,-0.8459608712111641,-0.8459448590386194,-0.8460968027219288,-0.8460918917696881,-0.8459993515663177,-0.8460764130028048,-0.8461595574889686,-0.8461595542565578
6,0.06528987814629258,-0.840987943193189,-0.8409625694132101,-0.8409652685623367,-0.8409825010568653,-0.8421855596034623,-0.8408798335629911,-0.8409859436149184,-0.8409855499161173,-0.8428169805227084,-0.8426977283735889,-0.8424738544051468,-0.8424569198567722,-0.8426068671370999,-0.8426017277804604,-0.8425105590137846,-0.842580399338638,-0.8426784348000634,-0.8426784315721056
7,0.06708442200400802,-0.8375091525910592,-0.8374838824790402,-0.8374865706004332,-0.8375036881289472,-0.8386921385221449,-0.8374127589221176,-0.8375075566493649,-0.8375072432324983,-0.8393327646399313,-0.8392142202130706,-0.8389863102132405,-0.8389684672975143,-0.839116373997318,-0.8391110100254574,-0.8390219080434396,-0.839083148828439,-0.8391966603868356,-0.8391966571645754
8,0.06887896586172346,-0.834030361988929,-0.83400519554487,-0.8340078726385294,-0.8340248750170958,-0.8351988372204052,-0.8339449797238111,-0.834029104869028,-0.8340288585934335,-0.8358479147739478,-0.8357301163535042,-0.8354982417423064,-0.8354795047375024,-0.8356253273329186,-0.8356197425974485,-0.835533417168602,-0.8355847702536242,-0.8357142128330222,-0.8357142096177449
9,0.07067350971943888,-0.8305515713867991,-0.8305265086107001,-0.830529174676626,-0.8305460617190293,-0.831705655203077,-0.830476501486061,-0.8305505957111327,-0.8305504050116186,-0.8323624330312765,-0.8322454186511823,-0.8320096522852849,-0.8319900357316293,-0.8321337313648718,-0.8321279297778232,-0.832045100389505,-0.8320853771459158,-0.8322310703328561,-0.8322310671258888
10,0.07246805357715431,-0.8270727807846691,-0.8270478216765299,-0.8270504767147224,-0.827067248232427,-0.8282125919750398,-0.8270073298785291,-0.827072036140664,-0.8270718909118574,-0.8288763217381084,-0.8287601291698662,-0.828520545320027,-0.8285000640117791,-0.8286415905033256,-0.8286355760351195,-0.8285569672830312,-0.8285850863427936,-0.828747210761829,-0.8287472075645406
11,0.07426259743486974,-0.8235939901825391,-0.8235691347423599,-0.823571778752819,-0.8235884345549301,-0.8247196470412204,-0.8235374707204787,-0.8235934326525816,-0.8235933241367391,-0.8253895834394999,-0.825274250180068,-0.8250309245080599,-0.8250095934855246,-0.8251489093460895,-0.8251426860234921,-0.8250690231092253,-0.825084016585779,-0.8252626117555398,-0.8252626085693425
12,0.07605714129258517,-0.820115199580409,-0.8200904478081898,-0.8200930807909153,-0.8201096206841397,-0.8212268199065913,-0.8200669299786675,-0.8201147912744777,-0.8201147119526395,-0.821902220898487,-0.8217877841582557,-0.8215407936932874,-0.8215186282347611,-0.8216556926770493,-0.8216492645811148,-0.8215812689323421,-0.8215822871819427,-0.8217772507967956,-0.8217772476231443
13,0.07785168515030061,-0.816636408978279,-0.8166117608740198,-0.8166143828290117,-0.8166308066176171,-0.8177341100761721,-0.8165957137652124,-0.8166361175696805,-0.8166360610560506,-0.8184142370951254,-0.8183007337859891,-0.8180501569006259,-0.8180271725142806,-0.8181619454645209,-0.8181553167285207,-0.8180937017543362,-0.8180800167455219,-0.8182911053110729,-0.8182911021514655
14,0.07964622900801603,-0.8131576183761491,-0.8131330739398497,-0.8131356848671083,-0.8131519923528823,-0.8142415170550281,-0.8131238283354201,-0.8131574166407901,-0.8131573775802216,-0.8149256352254541,-0.8148131019489816,-0.8145590183345752,-0.8145352307502838,-0.8146676728595381,-0.8146608476668786,-0.8146063146588102,-0.8145773220329346,-0.8148041527703751,-0.8148041496263527
15,0.08144077286573147,-0.8096788277740191,-0.8096543870056797,-0.8096569869052047,-0.8096731778874126,-0.8107490403482699,-0.8096512800855892,-0.8096786931336442,-0.8096786671021096,-0.8114364187003845,-0.8113248917360936,-0.811067382377727,-0.8110428075388336,-0.8111728801940793,-0.8111658627762095,-0.8111190969635784,-0.8110743168809592,-0.8113163708054462,-0.8113163676785925
16,0.08323531672344689,-0.8062000371718892,-0.8061757000715096,-0.8061782889433011,-0.8061943632186432,-0.8072566794610546,-0.8061780755507825,-0.8061999512417036,-0.8061999346496317,-0.8079465911445142,-0.8078361064382519,-0.807575253589209,-0.8075499076442493,-0.8076775729792308,-0.8076703676135389,-0.8076320343801133,-0.8075711112544883,-0.807827737326201,-0.8078277342181421
