,x,eq_complex_1,eq_complex_3,eq_complex_4,eq_complex_6,eq_complex_8,eq_complex_9,eq_complex_11,eq_complex_12,eq_complex_13,eq_complex_14,eq_complex_16,eq_complex_17,eq_complex_18,eq_complex_19,eq_complex_20,eq_complex_21,eq_complex_22,eq_complex_24,eq_complex_25,eq_complex_26,eq_complex_27,eq_complex_28,eq_complex_29,eq_complex_30,eq_complex_31,eq_complex_32,eq_complex_33,eq_complex_34,eq_complex_35,eq_complex_37,eq_complex_38,eq_complex_39,eq_complex_40
18,0.08682440443887776,0.24464533993788054,0.40593160927156824,0.8314086146406592,1.0423711491480847,1.0423821583920596,1.042792339994082,1.0427944817839552,0.9871761400783368,1.062651275416271,0.9879718515489455,0.9712808007525504,0.96558855617164,0.9367093326474156,0.9350022438980774,0.9425757621609603,0.9425766771515709,0.9398711335959433,0.9406920977790476,0.9408153983083625,0.9409297545154895,0.9409303139148595,0.9409308730841708,0.9409314320234394,0.9409319907326814,0.9409325492119123,0.9409331074611484,0.9401488342207505,0.9401374460189278,0.9402937393405963,0.9401140174025646,0.940507732981263,0.9403551907065668,0.939847015458416
19,0.0886189482965932,0.24464533993788054,0.4052386761851055,0.8305309608735456,1.0405817038723415,1.040591929880464,1.0412077150348065,1.0412115317462411,0.9855615239772417,1.0596844543477895,0.9857775229014809,0.9696977311276505,0.9629893126360671,0.9346028866543847,0.9327984351602867,0.9419479390092642,0.941949228209471,0.9389205492314121,0.940075273098901,0.9402336108577956,0.9403788031065843,0.9403797375544509,0.9403806717654246,0.9403816057395218,0.9403825394767584,0.9403834729771505,0.9403844062407143,0.9393447811002709,0.939328374575467,0.9395474074209631,0.9393037399803241,0.9398355576503028,0.9396310942350048,0.9388849377391408
20,0.09041349215430862,0.24464533993788054,0.40454574309864283,0.8289909845807346,1.0378976331750178,1.0379070710103202,1.0387303681600717,1.0387358475257935,0.983114578677458,1.0552478169676573,0.9824891532335249,0.9676153418187867,0.959908479388542,0.9320233633335635,0.9301230081612195,0.9408323903916933,0.9408340510690758,0.9374865666833092,0.9389724287069039,0.9391655029739776,0.939341262026776,0.9393425684649788,0.9393438746596969,0.9393451806109476,0.9393464863187468,0.9393477917831103,0.9393490970040548,0.9380572252064427,0.9380357783262412,0.9383169103276272,0.9380155922400288,0.9386783648233334,0.9384223926920945,0.9374434348026857
21,0.09220803601202404,0.24464533993788054,0.4038528100121801,0.8267904266470991,1.0343219539243733,1.034330599513669,1.035363075774348,1.0353702036885497,0.9798379391557026,1.0493617042283925,0.9781135677927855,0.9650296474588649,0.9563452587843704,0.9289687145489562,0.926974189097582,0.939225735538211,0.939227764837145,0.9355682359755251,0.9373817027036178,0.9376091129257851,0.9378150815972961,0.9378167568506486,0.9378184318541669,0.9378201066078684,0.9378217811117686,0.9378234553658837,0.9378251293702307,0.936284832062811,0.9362583370029482,0.9366007508277274,0.936248172020971,0.937034447917513,0.9367275270336082,0.9355216316589621
22,0.09400257986973948,0.24464533993788054,0.4031598769257174,0.8239317747200388,1.0298586851476461,1.0298665352787622,1.031109611659065,1.0311183722021424,0.9757351691993972,1.0420531667601738,0.9726600020826606,0.9619363705294539,0.9522985537184268,0.9254366006584749,0.9233499119833872,0.9371242971628218,0.9371266921025032,0.9331643088365771,0.9353009355859094,0.9355621813784725,0.935797914523649,0.935799955299212,0.9358019958188317,0.9358040360825253,0.9358060760903089,0.935808115842198,0.9358101553382103,0.9340259636118922,0.9339944270889557,0.9343971294424118,0.9339997418129251,0.9349017996486977,0.9345446375090019,0.933118331380639
23,0.09579712372745491,0.24464533993788054,0.4024669438392547,0.8204182603972872,1.0245128435137054,1.0245198958317807,1.025974742743273,1.0259851182085538,0.9708107574520333,1.033355880904048,0.9661402088350854,0.9583309510686555,0.9477669749516158,0.9214243984504491,0.9192478264130268,0.9345241086300959,0.9345268661020836,0.9302732434868888,0.9327276755077696,0.9330221567121135,0.9332871212654439,0.9332895241513004,0.9332919267753439,0.9332943291375917,0.9332967312380602,0.9332991330767648,0.9333015346537239,0.9312786831250883,0.9312421267277304,0.9317039494565811,0.9312682339418741,0.9322781171779428,0.931871568727171,0.9302320193936193
24,0.09759166758517035,0.24464533993788054,0.40177401075279195,0.8162538555737147,1.0182904376943676,1.0182966906972302,1.0199642237612643,1.0199761946836934,0.9650701124253753,1.0233100266978736,0.9585685841295943,0.9542085579009807,0.9427488496564214,0.9169292103682292,0.9146653065890451,0.931420922536627,0.9314240393019091,0.9268932106646475,0.9296591848335236,0.9299862016391245,0.9302797767113373,0.9302825381748845,0.9302852993709878,0.930288060299665,0.9302908209609326,0.9302935813548061,0.9302963414813032,0.9280407613762474,0.9279992218939146,0.9285188232010977,0.9280512570534916,0.9291608085425385,0.9287058759974645,0.9268608690287068
25,0.09938621144288577,0.24464533993788054,0.4010810776663293,0.81144326795125,1.0111984616107084,1.0112039146433418,1.013084790803143,1.0130983359898815,0.958519556484213,1.0119621182260463,0.9499623075720529,0.9495641014629317,0.937242231215899,0.9119478750713013,0.9095994616597676,0.9278102207684731,0.9278136934540746,0.9230221009201485,0.9260924480238832,0.9264512011624984,0.9267726782017625,0.9267757945875317,0.9267789107004651,0.9267820265405806,0.9267851421078939,0.9267882574024209,0.9267913724241796,0.9243096841138059,0.9242632138617719,0.9248390796441652,0.9243461039324212,0.9255470004105582,0.9250448329832004,0.9230027483666066
26,0.1011807553006012,0.24464533993788054,0.4003881445798666,0.8059919357170022,1.0032448865719679,1.0032495398200845,1.0053441537655787,1.00535925032847,0.9511663188105288,0.9993647764935905,0.9403414904505796,0.9443922483041578,0.9312449103161744,0.9064769793870602,0.9040471474176213,0.9236872261017604,0.923691051196895,0.9186575332143407,0.9220241809012253,0.9224137719223318,0.9227623549480817,0.9227658224750999,0.9227692897241278,0.9227727566951831,0.9227762233882821,0.922779689803441,0.9227831559406776,0.9200826608724662,0.9200313280117283,0.9206617733345901,0.9201497607020963,0.9214335472038935,0.9208854407108833,0.918655228414831
27,0.10297529915831663,0.24464533993788054,0.39969521149340387,0.7999060213955971,0.9944386523158797,0.9944425067986138,0.9967509877111935,0.9967676111010533,0.9430185273550786,0.9855764355062073,0.9297293248264848,0.9386874373500478,0.924754427378127,0.900512871712992,0.8980049794145568,0.9190469154196765,0.9190510892714596,0.9137968648630703,0.9174508413463673,0.9178702729841224,0.9182450789027115,0.9182488936614122,0.9182527081372054,0.9182565223301096,0.9182603362401416,0.9182641498673161,0.9182679632116517,0.9153566351713203,0.9153005240216914,0.9159836947455826,0.9154589174564887,0.916817041640684,0.9162244379842459,0.9138155926614675
