,x,eq_complex_1,eq_complex_3,eq_complex_4,eq_complex_6,eq_complex_8,eq_complex_13,eq_complex_14,eq_complex_16,eq_complex_17,eq_complex_18,eq_complex_19,eq_complex_20,eq_complex_21,eq_complex_22,eq_complex_23,eq_complex_24,eq_complex_30,eq_complex_31
0,0.054522615,0.21415833364331602,0.4063295729478668,0.8406995838997747,1.0709806098990184,1.023354279656849,0.9831493133800937,1.0494798257452436,0.9612594566712751,0.9218093649528423,0.9897375191382574,0.9861458931413887,0.9564315195967006,0.9385063845342427,0.9467992123638654,0.9451661233652808,0.965354928288719,0.938448213522062,0.9455390421851836
1,0.059045225,0.21415833364331602,0.4043981287533205,0.8676249857971292,1.1049017711149767,1.0650046586428146,1.0304923560950976,1.0919206589217065,1.019082094340265,0.9637397786846683,1.0073424474868777,1.0041591839453328,0.9792711721326165,0.9625959997510506,0.9707452550102141,0.9683879856267973,0.9892366174846035,0.9671877931849474,0.9724863549044518
2,0.06356784,0.21415833364331602,0.40246668242345385,0.8899400328399951,1.1325837877530907,1.1006830639037948,1.070882171867893,1.1272113245546085,1.0599937000586488,0.9944122583138193,1.0210081844359955,1.0182807214156036,0.9982141053960305,0.9829395318329268,0.9909493610735156,0.987774276734255,1.00956436201076,0.9918663345097217,0.9955240420223611
3,0.068090454,0.21415833364331602,0.40053523652065126,0.9074872524645237,1.153832718774527,1.1301390187183162,1.1031099579304018,1.154802489005859,1.0859863926497209,1.0155332635436887,1.0308287076210152,1.0285952780457608,1.0133401289802446,0.9995894431804427,1.0074654757346861,1.0033983478435524,1.0263929388925048,1.0123344861166241,1.0145511305576438
4,0.07261306,0.21415833364331602,0.3986037940343612,0.9201428331459851,1.1684997147813456,1.1531657496225787,1.126185267238735,1.174264474526594,1.10078215289029,1.0288662186673614,1.0368863326505051,1.0351758786229315,1.0247189447062317,1.0125874928422902,1.0203368909027783,1.0153224985240734,1.0397631639484612,1.028463650380739,1.0294699180675
5,0.07713568,0.21415833364331602,0.39667234556917425,0.9278175389512432,1.1764821001484358,1.1696017341211675,1.1393885686174827,1.1852944319231014,1.1078163591015395,1.0358334280973527,1.0392503155857877,1.0380824650866662,1.0324084617441396,1.021963244942664,1.0295947469355722,1.0235963941376143,1.0497005772377346,1.0401494375628944,1.0401901914759546
6,0.08165829,0.21415833364331602,0.3947409013746279,0.930457176175156,1.1777239119181915,1.1793315147468277,1.1423050927711005,1.1877207264504421,1.109231345375177,1.0373079941109689,1.0379758281168407,1.037360905723565,1.0364533643199088,1.0277327433170333,1.0352567047723986,1.0282556995137004,1.0562142306510096,1.047314111098998,1.0466332467059707
7,0.0861809,0.21415833364331602,0.3928094571800816,0.928043144210581,1.1722164770203807,1.1822868433790013,1.1348430473540403,1.1815056669285653,1.10551126982143,1.0334888364409807,1.0331034674777644,1.0330425461930646,1.0368844008531641,1.0298979305330942,1.0373263590165154,1.0293214341548544,1.0592961854218093,1.0499087043300015,1.0487361803157418
8,0.09070352,0.21415833364331602,0.39087800871489464,0.9205924524718404,1.159998337322112,1.1784469610390578,1.1172371824900695,1.1667458567836682,1.095424246690679,1.0238714196649839,1.0246590139651155,1.0251439876542672,1.0337177904026897,1.0284461211880889,1.0357927085001113,1.0267994148881616,1.0589210043557307,1.0479139093682464,1.046455445074089
9,0.09522613,0.21415833364331602,0.3889465645203483,0.9081576998428734,1.1411551274948573,1.167838836228047,1.0900392075238732,1.1436710077942451,1.0761871338557838,1.0073213201661049,1.012653692044311,1.0136673660592248,1.0269551416243188,1.0233499803703303,1.0306301307482335,1.0206801992270578,1.05504569812343,1.0413402644769776,1.0397699694280065
10,0.099748746,0.21415833364331602,0.3870151177634176,0.8908265786050124,1.1158187753499225,1.1505368973809413,1.0540927701417189,1.112640308426168,1.0440619529584885,0.9822351654125822,0.9970845497997561,0.9986007625525403,1.016583604759495,1.0145677758430924,1.021798627178359,1.0109392687132002,1.047609931524647,1.0302273074945734,1.0286833253446734
11,0.10427135,0.21415833364331602,0.3850836761312557,0.8687214412854767,1.0841668599698133,1.126662665929943,1.010491857793117,1.0741370933063705,0.9957708380359839,0.9468021042224039,0.9779355038353257,0.9799192685007827,1.0025765333789296,1.002044106700449,1.0092445447348102,0.9975377007789897,1.036536640227304,1.014641922277315,1.013224998974869
12,0.10879397,0.21415833364331602,0.3831522276660687,0.8419981011112595,1.046420880575202,1.0963835556232175,0.9605193483809865,1.028759920700699,0.9309871180390531,0.8996180780084777,0.9551782651220767,0.9575859572785442,0.9848942014532103,0.9857107700532846,0.9929014307595047,0.9804229200119201,1.0217328066113653,0.9946754175141492,0.993450131550837
13,0.11331658,0.21415833364331602,0.3812207834715224,0.8108452402950701,1.0028454295703157,1.0599122519415898,0.9055696819837826,0.9772120556436285,0.8553583839360633,0.8414492044776455,0.9287743899983038,0.9315539756682327,0.9634854426456438,0.9654885341872524,0.9726917917068508,0.9595303569970132,1.0030910759333307,0.9704402706954152,0.9694385210926559
14,0.11783919,0.21415833364331602,0.37928933927697606,0.7754825937619862,0.9537456497961545,1.0175046812896775,0.847057181138231,0.9202858003963775,0.7817894380444321,0.7788566629287764,0.8986768950937735,0.901768235287346,0.9382890710798116,0.9412888105528889,0.9485287448507265,0.934784929478426,0.980491338945711,0.9420652775255548,0.9412915239110824
15,0.12236181,0.21415833364331602,0.37735789081178917,0.7361595601436207,0.899465330012223,0.9694583835081266,0.7863219053572721,0.8588442760232574,0.7271373535192504,0.7271682639334434,0.8648328896375184,0.868168129550469,0.9092361804053247,0.9130162338763482,0.9203185730340534,0.9061034082193937,0.9538032056001272,0.9096903645149317,0.9091280244758744
16,0.12688442,0.21415833364331602,0.37542644661724284,0.6931537442254043,0.8403849108966343,0.9161108003509962,0.7245423671034976,0.7937996697996653,0.7049565799111619,0.704956578890376,0.8271868459356567,0.83069091679582,0.8762530983855396,0.8805719921156852,0.8879640214281443,0.8733974732396188,0.9228892773842965,0.8734608625893443,0.8730792329892849
17,0.13140704,0.21415833364331602,0.3734949981520559,0.646768370955443,0.7769179557329423,0.8578361359918224,0.6626634517857888,0.7260866169970651,0.716834727657013,0.7154993987545687,0.7856836349306118,0.7892749014658207,0.8392642216711942,0.8438571486476485,0.8513675805068318,0.836576697557221,0.887608522590704,0.8335204737824086,0.8332815434953373
18,0.13592964,0.21415833364331602,0.3715635582281502,0.5973310148265326,0.7095094456829036,0.7950438122032104,0.6013498808345787,0.6566350098532361,0.7411935367600498,0.7294433843444331,0.7402735101296735,0.7438645892383525,0.7981966505727909,0.802777854786144,0.8104366476118674,0.7955533708165036,0.8478215979418116,0.7900051787565193,0.7898697280536768
19,0.14045227,0.21415833364331602,0.3696321054923226,0.545189911716211,0.63863078259896,0.7281738533149509,0.5409626041993696,0.5863376313970358,0.7347641983303549,0.707235415145041,0.6909157555975394,0.6944145441304115,0.7529837308551858,0.7572496006216058,0.7650877233639518,0.7502462969395187,0.8033954250477453,0.7430351447982053,0.7429676255030089
20,0.14497487,0.21415833364331602,0.3677006655684169,0.4907136160795295,0.5647793661830791,0.6576964935956109,0.4815638734310167,0.5160219480649938,0.6747498526345882,0.6427409330938394,0.6375863170426532,0.6408972644879172,0.7035723083685007,0.7072053064930877,0.7152544282837777,0.7005883722866698,0.7542117127682368,0.6927100028424774,0.6926818151892395
21,0.14949748,0.21415833364331602,0.3657692213738706,0.434286002235837,0.48847184837480956,0.5841058040298366,0.42293703521112436,0.44641635404298097,0.5770828590521438,0.5516884070846539,0.5802819869483125,0.5833076420169199,0.6499269584581492,0.6526004946284251,0.6608926048190082,0.6465312132009124,0.700172906233576,0.6391007708817908,0.6390917539502934
22,0.1540201,0.21415833364331602,0.3638377729086837,0.3763051654232935,0.41024270263881024,0.5079182871777892,0.3646259321317597,0.37812384485835704,0.45916856594628774,0.44615208110888654,0.5190292051670968,0.5216720736614548,0.5920385733837785,0.5934229554418077,0.6019898914377969,0.588054234269832,0.6412128404165038,0.5822465811842062,0.5822447538482276
23,0.15854271,0.21415833364331602,0.3619063287141373,0.31718042700602966,0.33064022252549635,0.42966902795778905,0.3059827492985167,0.3115963881372218,0.3406859779768139,0.33829978313415027,0.45389204298682706,0.45605678019749285,0.5299323721455318,0.5297019266170195,0.5385748076974184,0.5251732413796266,0.5773073034924938,0.5221516412667011,0.5221515061593236
24,0.16306531,0.21415833364331602,0.3599748887902316,0.25732892872237556,0.25022198247029737,0.3499072574550219,0.2462237826304973,0.24711314775634308,0.24973832481671565,0.24971346691111876,0.3849805465597095,0.3865764911099585,0.46367638342770967,0.46151778256787035,0.47072634762725096,0.45794958017131404,0.5084854973748982,0.4587843716146556,0.4587843715711907
25,0.16758794,0.21415833364331602,0.35804343605440403,0.1971724029385195,0.16955055166821592,0.26919210026039214,0.1844932370110105,0.1847637542826415,0.1854423700940317,0.18543882522802582,0.31245988789127405,0.31340393034158737,0.39339084153465514,0.38901262901886613,0.398584477915313,0.38650027667006026,0.4348428154719393,0.392080117245862,0.39208009530804844
26,0.17211054,0.21415833364331602,0.3561119961304983,0.13713606036645892,0.08919205176844823,0.1880911510537283,0.11993825205257455,0.12443854273372777,0.12282736983993175,0.12344584978790948,0.23656268222582255,0.2367824650088647,0.3192608429325589,0.312404163044631,0.32236389367198215,0.31101155194688845,0.3565573794660669,0.32195081271065246,0.3219505215754718
27,0.17663316,0.21415833364331602,0.3541805476653114,0.07764280643905572,0.009708459286921794,0.10717275265868209,0.05178955888425543,0.0658187163893679,0.04504078857345456,0.051970575389697043,0.15759589161798826,0.15703322898111058,0.24154395301315534,0.231994121327727,0.24236240437708045,0.23174723366287375,0.2739014908925065,0.24829519662666438,0.24829496999164996
28,0.18115577,0.21415833364331602,0.3522491034707651,0.019112772612656287,-0.0683429618061635,0.027005395321960557,-0.0205421900128592,0.008376790476085638,-0.040580244503846286,-0.02126358516375884,0.07595407621394265,0.07456855459925807,0.16058420298022996,0.14818300128270312,0.1589755833338983,0.1490636605015692,0.18725981911631218,0.17102213618503048,0.17102669606956222
29,0.1856784,0.21415833364331602,0.3503176507349375,-0.038041482727963705,-0.1444160167231881,-0.051848763200273595,-0.09736890647869256,-0.04862162710086648,-0.11120693246136037,-0.08634042897789806,-0.007873572171573251,-0.010101010399595628,0.07682024546852914,0.06147828479680373,0.07270498284656554,0.06341857824175348,0.09714117509863492,0.09007731360365964,0.09010325624315987
