,x,eq_complex_1,eq_complex_3,eq_complex_4,eq_complex_6,eq_complex_7,eq_complex_8,eq_complex_9,eq_complex_10,eq_complex_12,eq_complex_13,eq_complex_14,eq_complex_15,eq_complex_16,eq_complex_17,eq_complex_18,eq_complex_19,eq_complex_20,eq_complex_21,eq_complex_22,eq_complex_23,eq_complex_24,eq_complex_25,eq_complex_26,eq_complex_27,eq_complex_28,eq_complex_29,eq_complex_30,eq_complex_31,eq_complex_33,eq_complex_34,eq_complex_35,eq_complex_36,eq_complex_37,eq_complex_46,eq_complex_47,eq_complex_48,eq_complex_49,eq_complex_50,eq_complex_51,eq_complex_52,eq_complex_53,eq_complex_54,eq_complex_56,eq_complex_64,eq_complex_66,eq_complex_67,eq_complex_68,eq_complex_73,eq_complex_74,eq_complex_77,eq_complex_78,eq_complex_85,eq_complex_86,eq_complex_87,eq_complex_94,eq_complex_95,eq_complex_96,eq_complex_98,eq_complex_99
0,0.054522615,0.9898473799561858,0.9898844199206449,0.9898844318547071,0.9898685314526339,0.9896882240704742,0.9899058010910583,0.9897462466562573,0.9895895513069026,0.9895719242255752,0.9897389084048648,0.9898400509926726,0.9898420422147768,0.9898436226682865,0.9898478577898727,0.9898406350773385,0.989840496664326,0.9898424611178359,0.9898424858742042,0.989842509293571,0.9898424887962106,0.9898420648944637,0.9898417643097018,0.989842884422748,0.9898426305819752,0.9898408370688732,0.9898405766003697,0.989839194190171,0.9897504029874666,0.9897802171595363,0.9895644440906759,0.9897620919886043,0.9895535021452294,0.9895534971118494,0.9896431613094847,0.989643106295182,0.9897223767023676,0.9897222905089815,0.9896325120451105,0.9896324874363714,0.9898470076890343,0.9898455047245086,0.9898469278269538,0.9901181704065241,0.9901217745694983,0.9897597001915713,0.9897595365552437,0.9897575727055812,0.9897568120607615,0.9897566452809435,0.989755749713823,0.9897537012061594,0.9897462880708825,0.9897462880894926,0.9897468403597396,0.9897523923597669,0.9897530732133305,0.9897509648702644,0.9897450029910623,0.989745002997641
1,0.05631715885771543,0.9898473799561858,0.9898842722165051,0.9898842841029757,0.9898686157144178,0.9896850167439919,0.9899182119002299,0.9897427656873646,0.989583584880079,0.9895597315897485,0.9897268837079993,0.9898363156556133,0.9898393135468211,0.9898375704256073,0.9898423290391029,0.9898353460718029,0.9898307625064467,0.9898362905202548,0.9898363089648411,0.9898363265120554,0.9898372112483361,0.9898368330964383,0.9898366735172965,0.9898375445407521,0.9898372869696489,0.9898350162423826,0.9898348329502216,0.9898325150526907,0.9896337254153829,0.9897026157127533,0.9895772107955688,0.9896635492210117,0.9895832785152578,0.9895832830563834,0.9896106909679607,0.9896106916430695,0.9896363376026716,0.989636319291308,0.9896094855626523,0.9896094860546046,0.9898471681372558,0.9898430058298402,0.9898471373543135,0.9900463400512903,0.9900671259419427,0.9896665386409079,0.9896664342522138,0.9896633399415696,0.9896608302010302,0.9896607238737779,0.9896588815629056,0.9896556580966529,0.9896485976637137,0.9896485976740063,0.9896488953796693,0.9896547025105196,0.9896551321806443,0.9896518445976606,0.9896495485351633,0.9896495485396083
2,0.05811170271543087,0.9898473799561858,0.9898841245123654,0.9898841363512444,0.9898687006485796,0.9897191078754701,0.9899298468668596,0.989779765403123,0.9896383881521823,0.9896149884454509,0.9897444923432149,0.9898352718987871,0.9898385421399547,0.9898314051663826,0.9898344996870695,0.9898318450491651,0.9898223249367342,0.9898306913603162,0.9898306857838858,0.9898306807460814,0.989832331085756,0.9898324934306266,0.9898327846767551,0.9898321902864883,0.9898322536268269,0.9898299768013316,0.9898301181541296,0.9898270366191355,0.9895813785069503,0.9896710123508828,0.9896485489968025,0.9896114391399496,0.9896656302502982,0.9896656408264562,0.9896414367898151,0.9896414396589808,0.9896080362822237,0.9896080366225724,0.9896500506423306,0.9896500506666461,0.9898473798809048,0.9898432787100744,0.9898473796768603,0.9899132914690623,0.9899422175595571,0.9896211644816381,0.9896211390942589,0.9896184822790162,0.9896141320666486,0.9896141063154115,0.9896118038894991,0.9896090374489124,0.9896063560977248,0.9896063560988005,0.9896063866430653,0.9896071975169219,0.9896073011594086,0.9896044818422812,0.9896042151396844,0.9896042151407731
3,0.0599062465731463,0.9898473799561858,0.9898839768082256,0.9898839885995131,0.9898687862631782,0.9897801565777828,0.9899405785468438,0.9898460226534703,0.9897375592973117,0.9897229531572354,0.9897894731231501,0.9898389967511049,0.989841252702263,0.9898281257310333,0.9898271294024692,0.9898328676514898,0.9898188126650626,0.9898288075276365,0.9898287614939437,0.9898287183166868,0.9898353660521862,0.9898354364221953,0.9898362199210947,0.989835007151227,0.9898350433713328,0.9898321114499928,0.9898321779267519,0.9898299021192255,0.9895951290292393,0.9896835976425984,0.9897466679101222,0.989615538108198,0.9897678882700579,0.9897679009221424,0.9897270701897709,0.9897270701682566,0.9896450090089148,0.9896450089951654,0.9897403798465083,0.9897403740242987,0.9898471942806326,0.989844883409677,0.9898471754282668,0.9897643245137392,0.9897915679204727,0.9896314282144911,0.989631481797171,0.9896301210779392,0.9896247908306939,0.9896248454576124,0.9896226490269734,0.989621232638773,0.9896280017292278,0.9896280017272234,0.9896279468337701,0.9896180207243693,0.9896178061844817,0.9896163592740282,0.9896164075001245,0.9896164074977488
4,0.06170079043086173,0.9898473799561858,0.9898838291040858,0.9898838408477818,0.989868872566402,0.9898534481355605,0.9899502893902674,0.9899255672941928,0.9898573175973292,0.9898588431053129,0.9898529630179331,0.9898483464236449,0.9898480879430824,0.9898305536343677,0.9898237725045874,0.9898402323370119,0.9898230606450147,0.9898332930107299,0.9898331989896545,0.9898331104831696,0.9898510853064844,0.9898510719073148,0.9898504344474475,0.9898513513018291,0.9898513444104705,0.9898468323152291,0.9898468191104036,0.9898467629644578,0.989662074677592,0.9897294086958056,0.9898418868490506,0.9896721450599674,0.989861540679631,0.9898615521688144,0.9898454288140845,0.9898454106969917,0.9897371294880979,0.9897371136411051,0.9898535447586854,0.989853480837365,0.9898467773854798,0.9898464396888688,0.9898467250009921,0.9896439452384889,0.9896620330153711,0.9896915973610731,0.9896917109285147,0.9896915864989069,0.9896868782431432,0.9896869936901478,0.989685410662216,0.9896852811967234,0.9897050975569851,0.9897050975632706,0.9897052652890693,0.9896811386448527,0.9896806807017666,0.989680547455555,0.9896796388793601,0.9896796388742148
5,0.06349533428857716,0.9898473799561858,0.9898836813999461,0.9898836930960504,0.9898689595665705,0.9899236826471651,0.9899588730289921,0.9900017940679344,0.9899726554051574,0.989994400370959,0.9899219998668783,0.9898624315783751,0.9898584188648616,0.9898402116143917,0.9898274579582821,0.9898540037034576,0.989836096370059,0.9898451899268725,0.9898450549459995,0.9898449276376092,0.9898720337126944,0.9898714834785892,0.98986998879725,0.9898727691718064,0.9898725012795611,0.989866225388736,0.9898657638420465,0.9898683314718472,0.9897611314362477,0.9897934409989101,0.9899136510585392,0.9897668841040758,0.9899282439931618,0.9899282523722502,0.9899661628114441,0.9899660492573229,0.9898588861982088,0.9898587677607431,0.9899593452619001,0.9899591888462218,0.9898468137923722,0.9898472398835544,0.9898467805908114,0.9895834887471721,0.9895889240083299,0.9897856300783304,0.9897857691414569,0.9897860614387264,0.9897838420840864,0.9897839831363894,0.989783357393749,0.9897836611326506,0.9898155670449093,0.9898155670681765,0.989816170764815,0.9897797938926237,0.989779215905427,0.989779539292066,0.9897770555400421,0.9897770555332923
6,0.06528987814629258,0.9898473799561858,0.9898835336958063,0.9898835453443191,0.9898690472721374,0.9899780725775429,0.9899662354417645,0.9900608244338046,0.9900624522043731,0.9901039917394026,0.9899826630346448,0.989878649926066,0.9898703575329718,0.9898566011145721,0.9898394891702448,0.9898722100484029,0.9898566397438383,0.9898633185447298,0.989863165723966,0.9898630213359435,0.989886195082578,0.9898858125819487,0.9898853898027976,0.9898863058206999,0.989886222593958,0.9898794346210111,0.989879054023695,0.9898826422796801,0.9898692256935792,0.9898608346120302,0.9899529408224518,0.9898791550623012,0.9899612968029723,0.989961301461002,0.990059658032173,0.9900594395177224,0.9899780801699628,0.9899777955269142,0.9900362249664177,0.9900360586560234,0.9898481115603046,0.9898473816984207,0.989848222920798,0.9895948616886228,0.9895882015589901,0.9898919394088096,0.9898920626347313,0.9898916022443595,0.9898934229369665,0.9898935476799224,0.9898940033387132,0.9898935229514512,0.9899309440561018,0.9899309440936315,0.9899318888947866,0.9898915516121174,0.9898910000376059,0.9898905505961673,0.9898866153782403,0.9898866153712803
7,0.06708442200400802,0.9898473799561858,0.9898833859916666,0.9898833975925878,0.9898691356916937,0.9900082906054316,0.9899722959840821,0.990093620600848,0.9901127617880269,0.9901690846293051,0.9900230214770213,0.9898932355342013,0.9898811469258357,0.9898770987578839,0.9898587846791788,0.989891176083591,0.9898812383994321,0.9898843588176467,0.9898842241012699,0.9898840964981511,0.9898905838588098,0.9898920085982486,0.989892587156747,0.9898896742810736,0.9898905543572618,0.9898844120002704,0.9898850782620688,0.9898877608562495,0.9899659765736881,0.9899195221159276,0.9899609609733893,0.9899869493255056,0.9899636987706627,0.9899637001232483,0.9901064486154008,0.9901063488179409,0.9900676814713121,0.9900673589245773,0.9900750225874223,0.9900749600820228,0.9898511060861381,0.9898474877998329,0.9898515372416598,0.9896704900673965,0.989655296758964,0.9899883413459565,0.9899884158828253,0.9899861797746818,0.9899927614715522,0.9899928368328816,0.9899942724750563,0.9899919435102343,0.9900254430964356,0.9900254431338806,0.9900263555284596,0.9899934837788787,0.989993088713657,0.9899907785174547,0.9899862805584324,0.9899862805526772
8,0.06887896586172346,0.9898473799561858,0.9898832382875268,0.9898832498408565,0.9898692248339696,0.9900111773971567,0.9899769882715355,0.9900967536876261,0.9901180830799503,0.9901805772761698,0.990035287095735,0.9899021361956802,0.9898877948501205,0.9898974689556174,0.9898819459573924,0.9899063377651434,0.9899049660041381,0.9899035612054722,0.9899034860976766,0.9899034144546276,0.9898902180556404,0.9898919396344048,0.9898939145140151,0.9898888863343022,0.9898897982076862,0.9898830283411214,0.9898841915084395,0.9898859638511046,0.990036478155338,0.9899613848930388,0.9899456849409406,0.9900710266642704,0.9899444290849985,0.9899444281164765,0.9901018764305436,0.9901021981487907,0.990112988332967,0.990112877300362,0.9900752060225437,0.9900752896005046,0.9898554758921793,0.9898482142915048,0.9898563856988949,0.9897879910509759,0.9897692523793212,0.9900563107674556,0.9900563309499494,0.9900518653838428,0.9900627882453763,0.9900628087038335,0.9900649349679828,0.9900602855208815,0.9900824962576085,0.9900824962780158,0.9900829750144241,0.9900664956270652,0.9900663187296905,0.9900616397094902,0.9900581207397756,0.9900581207363708
9,0.07067350971943888,0.9898473799561858,0.989883090583387,0.9898831020891251,0.989869314707838,0.989988388772086,0.9899802609069538,0.9900720207845636,0.9900808756637187,0.9901390224177022,0.9900168780005606,0.9899019656857942,0.9898877704439288,0.9899128106987699,0.9899039878106323,0.9899132890676884,0.9899224710535883,0.9899158481605748,0.9899158703426683,0.9899158903007478,0.9898900129714127,0.9898904095804416,0.9898929199980779,0.9898890963298277,0.9898892915086797,0.9898800903393457,0.9898804481232669,0.9898825587817408,0.9900723474254131,0.989982309772349,0.9899178399924128,0.9901178402801207,0.9899144673592732,0.9899144651872562,0.9900533148641995,0.9900541127251774,0.9901111331432604,0.9901113931594817,0.9900407334993083,0.99004093914777,0.989860033919634,0.9898497853063652,0.9898614540145383,0.9899174826304233,0.9899000529735608,0.9900840780027476,0.990084077201218,0.9900777274473929,0.9900914077397868,0.9900914069422395,0.9900938154708417,0.9900872044716926,0.9900962047574493,0.9900962047504147,0.9900960380891259,0.9900983004855777,0.9900982886877872,0.9900915576871331,0.9900908449685534,0.9900908449679517
