,x,eq_complex_1,eq_complex_3,eq_complex_4,eq_complex_6,eq_complex_10,eq_complex_11,eq_complex_12,eq_complex_13,eq_complex_14,eq_complex_15,eq_complex_16,eq_complex_17,eq_complex_18,eq_complex_20,eq_complex_21,eq_complex_22,eq_complex_23,eq_complex_24,eq_complex_25,eq_complex_28
455,0.871040070260521,0.24464533785142845,0.10311995036019359,-0.07901221322690555,-0.18200261065994316,-0.17634560572772046,-0.1907197678711247,-0.20111253914148863,-0.19285717908623717,-0.1278373126179786,-0.11055749156642203,-0.1138247669731004,-0.11406878700002654,-0.11677153230353943,-0.11763018394012142,-0.11924773541322753,-0.11924769996966827,-0.10874634425386975,-0.10810835930164614,-0.10902806505230733,-0.10291487234790775
456,0.8728346141182365,0.24464533785142845,0.1024270177627285,-0.09529135270918088,-0.2043961305502972,-0.1989316498236698,-0.21392732373277418,-0.22725117559510333,-0.2190859009829706,-0.15908047456682312,-0.14135434860780371,-0.14470601152310747,-0.14495633412314546,-0.1477199555056346,-0.14860971517158528,-0.15027810212195103,-0.15027806558530082,-0.14034390504251515,-0.13947196292301,-0.14049768109582206,-0.13258688346884057
457,0.8746291579759519,0.24464533785142845,0.10173408516526344,-0.11118622329589722,-0.22628508079817194,-0.22101953460285656,-0.23663071561277654,-0.2531239210877276,-0.24506143941963332,-0.19000066263675924,-0.17183824945181425,-0.17527240572855168,-0.17552888943525274,-0.17835547952324676,-0.17927218993290311,-0.18099867565678013,-0.18099863803884603,-0.17177450964582291,-0.1706099422569306,-0.1717380317443703,-0.16204983883931684
458,0.8764237018336674,0.24464533785142845,0.10104115256779836,-0.12667885716913785,-0.24764486563069454,-0.24258445420687907,-0.25880424698006693,-0.2786781760344483,-0.2707315494471289,-0.22053042632194853,-0.2019422335916492,-0.2054568964334172,-0.20571939286072521,-0.208611030527368,-0.20955044715891868,-0.21134233959570442,-0.21134230090961487,-0.2029760982515056,-0.2014529377319274,-0.20267764353750084,-0.1912646193697925
459,0.8782182456913827,0.24464533785142845,0.10034821997033327,-0.14175174120584627,-0.26845148387784196,-0.263602190094775,-0.28042280407476666,-0.3038576471471048,-0.29604026766604136,-0.2506028672491833,-0.2315998808518423,-0.23519297304441933,-0.235461327053325,-0.2384200552644814,-0.239377870946125,-0.24124247290904494,-0.24124243316924504,-0.2338848113285163,-0.23193045302278648,-0.2332440694202263,-0.22019079487193538
460,0.8800127895490981,0.24464533785142845,0.09965528737286825,-0.15638783677494866,-0.28868155594164574,-0.2840491382417291,-0.3014618843323958,-0.32860255414961353,-0.3209281113606884,-0.2801519027835429,-0.2607455744568517,-0.2644149307011406,-0.2646889805739194,-0.26771678497401524,-0.2686886538410754,-0.27063321468601637,-0.2706331739082604,-0.26443504658289,-0.261971237718206,-0.26336432636383805,-0.2487864036636841
461,0.8818073334068136,0.24464533785142845,0.09896235477540316,-0.1705705989980975,-0.3083123500669474,-0.30390233564763697,-0.321897624135629,-0.3528499294545749,-0.34533237041452175,-0.3091125160411216,-0.28931475052057715,-0.29305811986447644,-0.2933376974863156,-0.2964364859246644,-0.2974180465440523,-0.29944971569595585,-0.2994496738972993,-0.29455956018899304,-0.29150369990576547,-0.29296534979415784,-0.27700775756158996
462,0.883601877264529,0.24464533785142845,0.0982694221779381,-0.18428399545226282,-0.32732180788418924,-0.32313948612575477,-0.3417068258621829,-0.37653400930040987,-0.3691874907057419,-0.3374209908176183,-0.31724413246618194,-0.32105918083265467,-0.3213441118804656,-0.3245156950531684,-0.32550259253713026,-0.3276283752411527,-0.3276283324399412,-0.32418961668187,-0.320456337157732,-0.32197445255862805,-0.304809267574845
463,0.8853964211222445,0.24464533785142845,0.09757648958047299,-0.19751252429305038,-0.34568856919557295,-0.3417389853425034,-0.3608669841982259,-0.3995867114291702,-0.39242554427350235,-0.36501513024594284,-0.344471949189949,-0.34835626199845143,-0.34864636613665273,-0.35189243949169885,-0.3528803464501255,-0.35510706205874226,-0.3551070182746015,-0.3532551904449694,-0.3487581741503179,-0.35031977671265185,-0.3321432862607054
464,0.8871909649799599,0.24464533785142845,0.09688355698300793,-0.21024123177822612,-0.36339199597667543,-0.3596799450802622,-0.37935631168743617,-0.4219381911522149,-0.4149767783123964,-0.39183445830334446,-0.37093813609023024,-0.3748892209685533,-0.37518431205160857,-0.378506439076064,-0.37949107528526554,-0.3818253183338582,-0.38182527358767776,-0.3816852199536857,-0.376339195509415,-0.3779307274809252,-0.35895996442149763
465,0.8889855088376754,0.24464533785142845,0.09619062438554288,-0.22245572917167838,-0.3804121955666217,-0.37694221669594835,-0.3971537634867886,-0.44351746487531846,-0.43677023226655604,-0.41782040359325084,-0.39658451838721215,-0.40059980797069356,-0.40089969425217303,-0.4042992912310021,-0.405276441926083,-0.4077245461895434,-0.4077245005034635,-0.409407913883509,-0.40313076337114123,-0.40473838023815883,-0.38520712245254723
466,0.8907800526953907,0.24464533785142845,0.0954976917880778,-0.23414220900866772,-0.39673004302069154,-0.39350641374899703,-0.4142390613008938,-0.4642530880844387,-0.4577344102033563,-0.4429164651230106,-0.42135497645521697,-0.4254318312701754,-0.4257363156181085,-0.42921463792479625,-0.430180170652038,-0.43274817631478774,-0.43274812971218074,-0.43635110595285526,-0.4290660104735636,-0.4306758531278955,-0.4108301399489139
467,0.8925745965531062,0.24464533785142845,0.09480475919061271,-0.24528746070401364,-0.4123272026002924,-0.40935393377335977,-0.4305927164677535,-0.4840738736204006,-0.47779799444422927,-0.4670683600816538,-0.44519559317214236,-0.44933130460030085,-0.44964018471857786,-0.45319831466882693,-0.4541481946632709,-0.4568418186759156,-0.45684177118136843,-0.4624426530793658,-0.4540802012391491,-0.4556786398680744,-0.43577187084869423
468,0.8943691404108216,0.24464533785142845,0.09411182659314765,-0.2558788854855492,-0.4271861483761205,-0.4244669791690508,-0.44619605216961883,-0.5029096358975733,-0.4968905862215994,-0.4902241538864895,-0.4680547835553514,-0.4722465768759166,-0.47255964553148894,-0.4761984818034491,-0.4771287858845958,-0.47995339552333255,-0.4799533471626248,-0.4876108692484303,-0.4781110551401873,-0.47968489925321994,-0.4599725950865689
