,x,eq_complex_1,eq_complex_3,eq_complex_5,eq_complex_6,eq_complex_7,eq_complex_8,eq_complex_10,eq_complex_11,eq_complex_12,eq_complex_13,eq_complex_14,eq_complex_15,eq_complex_16,eq_complex_17,eq_complex_19
0,0.054522615,-0.7518384416909532,-0.7518272618688848,-0.7518428897885718,-0.7534824420890186,-0.7515826577156064,-0.7532863721959512,-0.7530291344996772,-0.753035629854748,-0.7524990318620342,-0.7529147922614307,-0.7532320112218293,-0.7533633492121062,-0.7533298851596427,-0.7516271244326362,-0.7510005002605071
1,0.05631715885771543,-0.7487423488899082,-0.7487312136515761,-0.7487468147970076,-0.7503732564143731,-0.7484848015365135,-0.7501972520863266,-0.7499463962515046,-0.749952779534723,-0.7495715910943678,-0.7498222260162924,-0.75013707777785,-0.7502686694516497,-0.7502319472565472,-0.7487282498807881,-0.748083780290008
2,0.05811170271543087,-0.7456462560888634,-0.7456351654342677,-0.7456507399486294,-0.7472641231393187,-0.7453869334616033,-0.7471078515119103,-0.7468634258965546,-0.7468696958774012,-0.7466298775978402,-0.7467297678728455,-0.7470421814100133,-0.7471738967830688,-0.7471339148936669,-0.7458280419379996,-0.7451772924459363
3,0.0599062465731463,-0.7425501632878185,-0.7425391172169592,-0.7425546652451709,-0.7441550422631925,-0.7422890534161515,-0.7440181691826272,-0.7437802209051848,-0.7437863763749822,-0.7436718357590977,-0.7436374173409429,-0.7439473220881236,-0.7440790302303358,-0.7440357850164767,-0.7429233434450224,-0.7422774620604614
4,0.06170079043086173,-0.7394540704867738,-0.7394430689996508,-0.7394585906883941,-0.7410460137853316,-0.7391911613250838,-0.7409282038627172,-0.7406967787929849,-0.7407028185651301,-0.7406957472008653,-0.7405451738664398,-0.7408524997624393,-0.7409840687917175,-0.7409375545472738,-0.7400111947119742,-0.7393807359615188
5,0.06349533428857716,-0.7363579776857289,-0.7363470207823422,-0.7363625162800894,-0.7379370377050731,-0.736093257112977,-0.7378379543709723,-0.7376130971212547,-0.7376190200314477,-0.7377002406107024,-0.7374530368297663,-0.7377577143628093,-0.7378890114391056,-0.737839220392953,-0.7370888731948103,-0.7364836461314468
6,0.06528987814629258,-0.733261884884684,-0.7332509725650337,-0.7332664420220768,-0.7348281140217544,-0.7329953407040601,-0.7347474195809659,-0.7345291734974742,-0.7345349784039432,-0.7346842950290712,-0.7343610055444738,-0.7346629657977749,-0.7347938571173527,-0.7347407794532295,-0.7341539263143342,-0.7335828674704742
7,0.06708442200400802,-0.7301657920836393,-0.7301549243477253,-0.7301703679162059,-0.7317192427347131,-0.7298974120222157,-0.731656598421268,-0.7314450055757652,-0.731450691359486,-0.7316472370562627,-0.7312690792557607,-0.7315682539536319,-0.7316986047436141,-0.7316422286293071,-0.7312041973537361,-0.7306752689920106
8,0.06887896586172346,-0.7270696992825944,-0.7270588761304166,-0.7270742939643565,-0.7286104238432854,-0.7267994709909802,-0.7285654898756527,-0.7283605910573431,-0.728366156622255,-0.728588732510187,-0.7281772571389709,-0.7284735786934559,-0.7286032532066957,-0.7285435648329945,-0.7282378445114003,-0.72775795797438
9,0.07067350971943888,-0.7239736064815496,-0.7239628279131083,-0.7239782201684405,-0.7255016573468097,-0.7237015175335477,-0.7254740929832952,-0.7252759276909608,-0.7252813719641781,-0.725508773121679,-0.7250855382980745,-0.7253789398560881,-0.725507801366413,-0.7254447849962674,-0.7252533533106538,-0.7248283167815316
10,0.07246805357715431,-0.7208775136805048,-0.7208667796957998,-0.7208821465304004,-0.7223929432446228,-0.7206035515727693,-0.7223824068389548,-0.7221910132733417,-0.72219633520536,-0.7224076588916418,-0.7219939217641201,-0.7222843372550799,-0.722412248052957,-0.7223458860812695,-0.7222495426762993,-0.7218840322401675
11,0.07426259743486974,-0.71778142087946,-0.7177707314784914,-0.7177860730522119,-0.7192842815360618,-0.7175055730311554,-0.719290430593151,-0.7191058456496048,-0.719111044214504,-0.7192859767561496,-0.7189024064936689,-0.7191897706775956,-0.7193165920662763,-0.7192468650907551,-0.7192255650787673,-0.7189231176201683
12,0.07605714129258517,-0.7146853280784151,-0.7146746832611828,-0.7146899997358832,-0.7161756722204642,-0.7144075818308777,-0.7161981634523262,-0.7160204227136803,-0.716025496909322,-0.7161445762128629,-0.7158109913672047,-0.7160952398832755,-0.7162208321754706,-0.7161477190789609,-0.7161809012204713,-0.7159439274073
13,0.07785168515030061,-0.7115892352773703,-0.7115786350438743,-0.711593926583457,-0.7130671152971669,-0.7113095778937714,-0.7131056046790003,-0.7129347424087159,-0.7129396912569367,-0.7129845425562509,-0.712719675187525,-0.7130007446030523,-0.7131249671182018,-0.7130484451629022,-0.7131153497958966,-0.7129451651807952
14,0.07964622900801603,-0.7084931424763254,-0.7084825868265657,-0.7084978535970099,-0.7099586107655079,-0.7082115611413357,-0.7100127535919111,-0.7098488027274723,-0.7098536252742721,-0.7098071683517259,-0.709628456678108,-0.7099062845379254,-0.7100289956001228,-0.7099490405340831,-0.7100290128977466,-0.7099258850128531
