,x,eq_complex_1,eq_complex_3,eq_complex_4,eq_complex_6,eq_complex_7,eq_complex_9,eq_complex_10,eq_complex_11,eq_complex_12,eq_complex_13,eq_complex_14,eq_complex_15,eq_complex_16,eq_complex_17,eq_complex_18,eq_complex_19,eq_complex_20,eq_complex_23,eq_complex_24,eq_complex_25,eq_complex_26,eq_complex_27,eq_complex_28,eq_complex_30,eq_complex_33
19,0.0886189482965932,0.1666521962955233,0.34626692750954435,0.8196916932554322,1.054229810410716,1.0540703171369843,1.0547373347045172,1.0372484083822258,1.004396486216543,0.9913809655679408,0.9273138675440686,0.9273104258730865,1.0098509159567834,0.9916139398333318,0.9654415718974332,0.9583751352924642,0.961275507930086,0.9612212426715975,0.9612471022572742,0.9617480362949347,0.9634015581367914,0.9635289615777959,0.9623992780936014,0.9634918191939658,0.9623834081771746,0.9611653129317648
20,0.09041349215430862,0.1666521962955233,0.3454918548570678,0.8179739072769431,1.0512152531530483,1.0510704731951903,1.0520190209478386,1.0342933032253097,1.0016228971718788,0.9882507969356534,0.9231989443411773,0.9231988536432604,1.0069216650567716,0.9888917144665141,0.9633184253855386,0.9561465828594063,0.9589876787418592,0.9589455726029275,0.9589633730076322,0.9594061262794069,0.9609397743358726,0.9610499189185645,0.9599202354343698,0.9610855336309784,0.9599764263725717,0.9587621292966015
21,0.09220803601202404,0.1666521962955233,0.34471678220459134,0.8155198194037362,1.0472066233473531,1.047076596534486,1.0483056083813804,1.0303631675977103,0.9979105726362024,0.9842009806904644,0.9192402683999703,0.9192402637170275,1.0030680714461648,0.985297883087582,0.9605146384467926,0.9532055206106251,0.9559694245858414,0.9559431371832731,0.955951791508177,0.9563192053801924,0.9577006759484761,0.9577904211734374,0.9566607376892428,0.9578890304301153,0.9567788940762797,0.9555702116299969
22,0.09400257986973948,0.1666521962955233,0.3439417095521148,0.8123322038480443,1.0422084258120448,1.0420931759488516,1.04360127058019,1.0254622538849996,0.9932633672657334,0.9792359181927883,0.9154257510624152,0.9154244391473756,0.9983095406332465,0.9808404308263418,0.9570355495445453,0.9495591301909498,0.9522289674309505,0.9522219327890772,0.9522207704034223,0.9524979793225896,0.9537000675283536,0.9537680295882747,0.9526383461040802,0.9539166179994192,0.9528051302354545,0.9516038213439273
23,0.09579712372745491,0.1666521962955233,0.34316663689963817,0.8084146640350595,1.0362262774220614,1.0361258123995145,1.037911294839043,1.0195959055690884,0.9876861864467203,0.9733610315449799,0.9117485559383112,0.911736111353158,0.9926697055774877,0.9755293813215581,0.952887655866255,0.9452161617079787,0.9477763264480087,0.947791703727882,0.9477804628443777,0.9479555992004725,0.9489570589805707,0.9490037135041745,0.9478740300199799,0.9491866005620551,0.9480734529652196,0.9468812007137666
24,0.09759166758517035,0.1666521962955233,0.34239156424716166,0.8037716285294593,1.0292669007967343,1.029181212719924,1.031242076229952,1.0127705514074754,0.9811849811424558,0.9665827575860023,0.90820653813072,0.9081544495075,0.986176098852361,0.9693768433732101,0.9480785203801552,0.9401868148437295,0.942623182897914,0.9426638108524977,0.9426426228867176,0.9427075319392578,0.9434937058308117,0.9435213122493268,0.9423916287651323,0.9437208300123585,0.9426057312393744,0.9414241254714013
25,0.09938621144288577,0.1666521962955233,0.3416164915946851,0.7984083460291551,1.0213381167450417,1.021267182077811,1.0236011104146223,1.0049936983925063,0.9737667415654918,0.958908540757046,0.9048012962625114,0.904651960861313,0.9788597705539075,0.9623970575296642,0.942616663420815,0.9344826001857661,0.9367827225649829,0.9368510783331346,0.9368204445504393,0.9367713904329628,0.9373345852685765,0.9373469296012717,0.9362172461170772,0.937544163737954,0.9364268425083992,0.9352573635372214
26,0.1011807553006012,0.1666521962955233,0.34084141894220854,0.7923308794319269,1.0124488354767371,1.0123926152028135,1.0149969852199372,0.9962739234983421,0.9654394896817535,0.9503468248462027,0.901536845264367,0.9011929431476883,0.9707548572524013,0.9546064378751133,0.936511440232334,0.9281161826043539,0.9302694578219556,0.9303676206135625,0.9303283816977929,0.9301667174637703,0.9305063123738894,0.9305082790112161,0.9293785955270216,0.9306838446267985,0.9295640524681943,0.9284080560893655
27,0.10297529915831663,0.1666521962955233,0.34006634628973204,0.7855460989816482,1.0026090465892357,1.0025674863895202,1.0054393709859344,0.9866208642247185,0.9562122705545708,0.9409070436215353,0.8984179164830607,0.8977316804237911,0.961898108002463,0.9460236037081464,0.9297729060784421,0.9211012087278106,0.9230990316688771,0.9232286518260704,0.9231819511213114,0.9229147182042988,0.9230370023502902,0.9230339989714834,0.9219043154872887,0.9231688218316757,0.9220463355575006,0.9209050395185592
28,0.10476984301603207,0.1666521962955233,0.3392912736372554,0.7780616745018507,0.9918298078415024,0.9918028382871702,0.9949390096971266,0.9760452079479041,0.9460951425379418,0.9305996103631288,0.8954478903876425,0.8942106095908536,0.9523283740545014,0.9366693953415465,0.9224116706871228,0.9134521207630036,0.915288006307341,0.9154502801535858,0.9153975214318718,0.9150379374686121,0.9149556862228574,0.9149529584253252,0.9138232749411307,0.9150290325500543,0.9139036564479972,0.9127781284993464
29,0.1065643868737475,0.1666521962955233,0.33851620098477897,0.7698860667254088,0.9801232327275632,0.9801107694886118,0.9835077029093833,0.9645586800906323,0.9350991663296432,0.9194359063059367,0.8926263664371966,0.8905587036904047,0.9420860694256387,0.9265668679339075,0.9144387439320162,0.9051839590695615,0.9068536389915886,0.9070492898030316,0.9069920904955151,0.9065598799351833,0.9062916892895452,0.9062935719682097,0.9051638884840151,0.9062946660419697,0.9051662337562314,0.9040573813713926
30,0.10835893073146294,0.1666521962955233,0.33774112833230235,0.7610285177301409,0.9675024768635979,0.9675044209324586,0.9711582984859322,0.9521740311240869,0.9232363928960726,0.9074282680064361,0.8899463754391919,0.8866903180464503,0.9312126098703879,0.9157412571144612,0.9058653747628609,0.8963121560233772,0.8978136480367435,0.8980429133900508,0.8979830542858488,0.8975045742867612,0.8970739835867173,0.8970831438047674,0.8959534603205728,0.8969954313355326,0.8958638074336275,0.8947723692508837
