,x,eq_complex_1,eq_complex_3,eq_complex_5,eq_complex_6,eq_complex_7,eq_complex_8,eq_complex_9,eq_complex_10,eq_complex_11,eq_complex_12,eq_complex_13,eq_complex_15,eq_complex_17,eq_complex_19,eq_complex_20,eq_complex_21,eq_complex_22,eq_complex_23,eq_complex_24,eq_complex_25,eq_complex_26,eq_complex_27,eq_complex_28,eq_complex_29,eq_complex_30,eq_complex_31,eq_complex_32,eq_complex_33,eq_complex_35,eq_complex_36,eq_complex_37,eq_complex_38,eq_complex_46,eq_complex_47,eq_complex_49,eq_complex_53,eq_complex_60,eq_complex_61,eq_complex_62,eq_complex_64,eq_complex_67,eq_complex_69,eq_complex_75,eq_complex_76,eq_complex_77,eq_complex_78,eq_complex_80,eq_complex_81,eq_complex_82,eq_complex_83,eq_complex_90,eq_complex_92,eq_complex_94,eq_complex_95,eq_complex_98
0,0.054522615,0.9898473872576415,0.9898844150803364,0.9898603503309409,0.9898506211802698,0.9898675096508676,0.9903974028447369,0.9902492463770066,0.9901985390315243,0.9902203500518088,0.9901795911737602,0.9897721913868386,0.9898873582174507,0.9898973714286164,0.989992553717465,0.9899925535899904,0.9899924682942525,0.9905304807748746,0.9900651301326853,0.9901374079165145,0.9901198782937972,0.9901364597559188,0.9901391861308803,0.9900563769684138,0.98995308754637,0.9899998430971283,0.9900135767427979,0.9899900861106427,0.9899492398503575,0.9899620968784412,0.9900387250267407,0.989973289301149,0.9900339356944589,0.9900068625119104,0.9901582246474839,0.9901316500076137,0.9901377493293283,0.9900098060378462,0.9898958713425268,0.9899105205885881,0.9898927613278077,0.9899856960820662,0.9899870578684903,0.9899386069071672,0.9899413536694087,0.9899414044279726,0.9899319567801709,0.9899475679559449,0.9899475679559354,0.9899474157631276,0.9899622725463831,0.9899596241046511,0.9899596247611827,0.9899583759742122,0.9899628423380998,0.9899628771786029
1,0.05631715885771543,0.9898473872576415,0.9898842673954993,0.989860663576132,0.9898506303633418,0.9898998855115277,0.9903570862069879,0.9902276672446342,0.9901845201901945,0.9901973301042276,0.990163524933931,0.9899126848123845,0.9898768881687751,0.9898842788756528,0.9899817551187446,0.989981754985202,0.9899816701661973,0.9904460536904882,0.9900416671145382,0.9901053293064336,0.9900905160065383,0.990114001304035,0.9901161838098727,0.9900431492558347,0.9899429763259894,0.989984957991092,0.989996497192919,0.9900443682863669,0.9899678315759128,0.989981199049786,0.9900667059590189,0.9899930396678516,0.9900518895416289,0.9899889020468701,0.9899013235523765,0.9901370227130362,0.9901431976833651,0.9899954348011673,0.9898956499974807,0.9899090530094898,0.9898901960558104,0.9899727647850877,0.9899741527927164,0.9899428572301382,0.9899457627704543,0.9899458164560898,0.9899364378338751,0.9899528674190139,0.9899528674190233,0.9899526897837804,0.9899677232322137,0.9899649334903051,0.9899649324490573,0.9899636263197831,0.9899682912881016,0.9899683398669207
2,0.05811170271543087,0.9898473872576415,0.989884119710662,0.9898609923280649,0.989850639598623,0.9899326059255958,0.990314882922367,0.9902016798938225,0.9901666246448951,0.9901708521994411,0.9901440379485668,0.990049252024137,0.9898684141100285,0.9898736822617883,0.9899728803727961,0.9899728802338559,0.9899727959396779,0.9903311025524655,0.9900080655128871,0.9900600357891706,0.9900484660079466,0.9900731300012401,0.9900747255705368,0.9900167795652067,0.9899264110283441,0.9899620379789817,0.9899709728203754,0.9900881085308263,0.9899777333550729,0.9899916231577276,0.9900798320062587,0.9900031650242439,0.9900542842109769,0.989962034660288,0.98993265718844,0.9901267105998632,0.9901329612886602,0.9899735140128019,0.989892303375861,0.9899037005802349,0.9898839309820266,0.9899527737616484,0.9899541890404153,0.9899469890824728,0.9899500500123026,0.9899501065619314,0.9899408293688423,0.9899580584470513,0.9899580584470834,0.9899578532859428,0.9899730263161483,0.989970097560298,0.9899700921964074,0.9899687329655952,0.989973587876092,0.9899736485413495
3,0.0599062465731463,0.9898473872576415,0.9898839720258248,0.9898613377674211,0.9898506488865602,0.98996548223573,0.9902709921365099,0.9901712993888554,0.9901443756770205,0.9901409923620301,0.9901208490734338,0.9901670268864107,0.9898617342945536,0.9898653293075087,0.9899657375771913,0.9899657374335369,0.9899656537015624,0.9901943674275718,0.9899667427376215,0.9900048437381077,0.9899967535134124,0.9900134620590518,0.990014469805317,0.9899766894936666,0.9899043374638256,0.9899325372549728,0.9899386882389789,0.9901179420187295,0.9899777959750156,0.9899922204353301,0.9900770271218949,0.9900026660273189,0.9900408443482993,0.9899279377413279,0.9902117537238477,0.9901013883828111,0.9901077148472285,0.989945429579542,0.9898857646365671,0.9898945135333568,0.9898740113112038,0.989926932773015,0.989928376461189,0.9899509614534314,0.9899541728200043,0.9899542321416729,0.9899450876660695,0.9899630881646788,0.9899630881647311,0.9899628537546347,0.9899781290788585,0.9899750649862046,0.9899750517942227,0.9899736451539928,0.9899786791890034,0.9899787492260219
4,0.06170079043086173,0.9898473872576415,0.9898838243409875,0.9898617011978663,0.9898506582276048,0.989998306903672,0.990225618851911,0.990136684465448,0.9901174030536471,0.9901079286114657,0.99009378974406,0.9902525767791908,0.9898566410109426,0.9898589602745173,0.9899601265067419,0.9899601263590664,0.9899600432180863,0.9900455465010274,0.9899205478016758,0.9899435952855914,0.9899389438586338,0.9899392761566194,0.9899397518492834,0.989925608735054,0.9898780899625277,0.9898983401865656,0.9899017435317283,0.9901316682416804,0.9899676227572741,0.9899825946646836,0.9900584273763442,0.9899913484779467,0.9900124713052284,0.9898886984394248,0.9900657338231686,0.9900627519128576,0.9900691541961194,0.9899129377467261,0.9898762341614606,0.9898818543992636,0.989860776116764,0.9898968116284054,0.9898982849567896,0.9899547292488621,0.9899580843981323,0.9899581463684854,0.9899491647096025,0.9899678985807026,0.9899678985807665,0.9899676337157302,0.989982973588236,0.9899797793756523,0.9899797540775517,0.9899783071196833,0.9899835071645289,0.9899835828421468
5,0.06349533428857716,0.9898473872576415,0.9898836766561503,0.989862084062491,0.9898506676222137,0.9900308537343203,0.9901789729758805,0.990098138947939,0.9900855192848032,0.990071939312143,0.990062848761649,0.9902959600014546,0.9898529222314292,0.9898543100270115,0.9899558407670517,0.9899558406160544,0.9899557580879713,0.9898945775510153,0.9898725492714021,0.9898803717379578,0.989878877134691,0.9898590794889907,0.9898591307895297,0.9898693937273774,0.98984929592678,0.9898616281071491,0.9898625054960493,0.9901283577374522,0.9899475907393545,0.9899631233588992,0.9900253205990861,0.989969818197617,0.9899711262108724,0.9898466775203508,0.989846066715645,0.9900133621982419,0.9900198403283454,0.9898780445522829,0.9898641805805664,0.9898663870990179,0.9898448480868853,0.9898642345924108,0.9898657388885496,0.9899582427577938,0.9899617331815792,0.9899617976430427,0.9899530077194534,0.9899724261215715,0.9899724261216355,0.9899721302849795,0.9899874960285455,0.9899841786169737,0.9899841363456873,0.9899826574416777,0.9899880079285505,0.989988084618717
6,0.06528987814629258,0.9898473872576415,0.9898835289713132,0.9898624879629623,0.9898506770708491,0.9900628784120864,0.9901312683537852,0.9900561055992171,0.9900487933622383,0.9900333966010901,0.9900282094771408,0.9902922685575491,0.9898503629922456,0.9898511097577868,0.9899526696426069,0.9899526694889904,0.9899525875901234,0.9897509745491819,0.9898258253710861,0.9898192152474539,0.9898204055188768,0.9897828227551844,0.9897825847475342,0.9898151321931319,0.9898197648559991,0.9898247342043505,0.9898234517214612,0.9901083558990108,0.9899188122194509,0.9899349193071937,0.9899800063078003,0.9899394176581836,0.989919644657278,0.9898043688355672,0.98983189753723,0.9899564415965221,0.9899629955848663,0.9898428791510581,0.989850321844222,0.9898490442831593,0.9898271028012426,0.9898311668541293,0.9898327035464731,0.9899614471665031,0.9899650623351505,0.9899651290928478,0.9899565587088294,0.9899766011844874,0.9899766011845401,0.9899762747304907,0.9899916260893061,0.9899881942822192,0.9899881298187831,0.9899866284529414,0.9899921111935212,0.9899921835477324
7,0.06708442200400802,0.9898473872576415,0.9898833812864759,0.9898629146819204,0.9898506865739781,0.9900941193901265,0.9900827217920058,0.9900111523654684,0.9900076057342808,0.9899927550602403,0.9899902709854669,0.990242344918441,0.9898487465901663,0.989849088484487,0.9899503997098861,0.9899503995543535,0.9899503182963989,0.9896232577007184,0.9897832699680165,0.9897638764770438,0.989767150478902,0.9897184447384328,0.9897180485634167,0.9897686665556281,0.9897913703254245,0.9897899965897227,0.9897870177943556,0.9900731936635692,0.9898830433743405,0.9898997391931408,0.9899255930741527,0.9899021131534241,0.9898615025583589,0.9897642622622301,0.9898200756357788,0.9898956399347055,0.9899022697746431,0.9898095691178203,0.9898355879894434,0.9898309756285432,0.9898086200905224,0.9897996003419153,0.9898011709638863,0.989964282168068,0.9899680093517674,0.9899680781702294,0.9899597541101033,0.9899803477534785,0.9899803477535134,0.9899799920886349,0.989995286475501,0.9899917511485716,0.9899916591856427,0.9899901457671312,0.9899957397794685,0.9899958019401474
8,0.06887896586172346,0.9898473872576415,0.9898832336016387,0.9898633662092826,0.9898506961320737,0.9901242991725403,0.9900335520750629,0.9899639515720806,0.989962668448733,0.9899505361444789,0.9899496463584597,0.9901525407666849,0.9898478556606415,0.9898479743977859,0.9899488162697389,0.9899488161129903,0.9899487355036956,0.989518503537516,0.9897474254645676,0.9897176020320922,0.9897222936493022,0.9896697972883205,0.9896693468968575,0.9897330165083126,0.9897659330899399,0.9897596187641163,0.9897554565961804,0.9900254206951982,0.9898425501081849,0.9898598494438148,0.9898657531578997,0.9898603440860113,0.9898005540871783,0.989728716610979,0.9896843651150486,0.9898347884174904,0.9898414940828049,0.9897801246493334,0.9898210684025046,0.9898134809223736,0.98979062108213,0.9897714452761919,0.9897730514700764,0.9899666817054913,0.9899705057888812,0.9899705763886338,0.9899625245078965,0.9899835831173373,0.989983583117354,0.9899832008683827,0.9899983925882984,0.9899947668860357,0.9899946422889991,0.9899931279697568,0.9899988093066348,0.9899988551293245
9,0.07067350971943888,0.9898473872576415,0.9898830859168014,0.989863844773271,0.989850705745614,0.9901531260279737,0.9899839789813565,0.9899152532011741,0.9899149993824332,0.9899073091931592,0.9899071344310107,0.9900335947616336,0.9898474731843367,0.9898474961200403,0.9899477046373425,0.9899477044800722,0.9899476245236829,0.9894420299237436,0.9897203505384515,0.9896829710819512,0.9896884113178327,0.9896368300138412,0.9896363940183519,0.9897084034566841,0.9897451126463321,0.9897355453299538,0.989730716938209,0.9899683804775459,0.9897999435721003,0.9898178617496822,0.9898044551099896,0.9898168475532751,0.9897407622188777,0.9896998475266806,0.9895595949414753,0.989777658053077,0.9897844394963822,0.9897563371363376,0.9898079472619284,0.989797932538412,0.9897743952655499,0.9897484327026946,0.9897500762232755,0.9899685738749683,0.9899724771708112,0.9899725492249498,0.9899647945093082,0.9899862177215981,0.9899862177216028,0.9899858128720957,0.9900008524108981,0.9899971519450295,0.9899969899836679,0.9899954865070227,0.9900012280939996,0.9900012513569608
