,x,eq_complex_1,eq_complex_3,eq_complex_5,eq_complex_6,eq_complex_7,eq_complex_8,eq_complex_9,eq_complex_10,eq_complex_11,eq_complex_12,eq_complex_14,eq_complex_15,eq_complex_16,eq_complex_17,eq_complex_19,eq_complex_20,eq_complex_21,eq_complex_22,eq_complex_24,eq_complex_26,eq_complex_27,eq_complex_28,eq_complex_29,eq_complex_30,eq_complex_31,eq_complex_32,eq_complex_33,eq_complex_36,eq_complex_39,eq_complex_40,eq_complex_41,eq_complex_43,eq_complex_44,eq_complex_45,eq_complex_46,eq_complex_47,eq_complex_48,eq_complex_49,eq_complex_50,eq_complex_51,eq_complex_52,eq_complex_53,eq_complex_56,eq_complex_57,eq_complex_58,eq_complex_59,eq_complex_60,eq_complex_61,eq_complex_62,eq_complex_63,eq_complex_64,eq_complex_67,eq_complex_69,eq_complex_70,eq_complex_72,eq_complex_73,eq_complex_74,eq_complex_75,eq_complex_80,eq_complex_81,eq_complex_82,eq_complex_86,eq_complex_88,eq_complex_89,eq_complex_90,eq_complex_93
0,0.054522615,0.9898473667706091,0.9898844462096689,0.9898473886028857,0.9898706407475703,0.9896983024221773,0.9897217099405691,0.9897304106840187,0.9901049574084057,0.989031554661136,0.9897951441593912,0.9897175882438215,0.9896727859573957,0.9897275429500522,0.990325127142713,0.990491581909074,0.9903351516082463,0.9903454530375702,0.9904204141797547,0.9906421878327668,0.9902973642536744,0.9903189375121009,0.9903025252951151,0.9902772726253354,0.9900487958937925,0.9900437366059496,0.9902661728587566,0.9902663178960865,0.98978173809925,0.989774290005845,0.9904029274542576,0.990359919518689,0.9902817746336166,0.990265427818576,0.9901359784203476,0.9901984609822512,0.9897217559774567,0.989687486800415,0.9895071277323665,0.989507787996643,0.9895084343727197,0.9895190823741948,0.9894781199360021,0.9902477781243714,0.9901438743123739,0.9901652398035246,0.9901652179825748,0.9900140981659374,0.9900296285381475,0.9900049119909891,0.9900051751620661,0.9900025248359925,0.9895042403333362,0.9895094638174681,0.9893200686819116,0.9896121340138748,0.9896509507732999,0.9896587732069599,0.9895841476312568,0.9896884529882717,0.989681599278692,0.9896762457529259,0.9895797011637786,0.9896506519339859,0.9896109584637588,0.9895981088800975,0.9895762737354442
1,0.05631715885771543,0.9898473667706091,0.9898842984006917,0.9898473886589452,0.989870733001082,0.9897002168446725,0.9897569550070058,0.9897632155961447,0.9901029326660528,0.9890217389219682,0.9897825891607634,0.9897008362721148,0.9896800242377459,0.9897297729818723,0.9902707498858692,0.9904182586797821,0.9902648850720869,0.9902820943084861,0.9903587981191251,0.9905528849195614,0.990247796072332,0.9902757380741317,0.9902502092489993,0.9902292757872767,0.9900278844597724,0.9900241169071754,0.9902165145964519,0.9902166500965373,0.989807600839776,0.9897997470761092,0.9903699700072826,0.9903275594985879,0.9902752614422967,0.9902368796356781,0.9901037092978401,0.9901728973297242,0.9897327359860624,0.9896990555106453,0.9895368187908558,0.9895374790551321,0.9895381254312089,0.989548889840598,0.989511819223651,0.9901929477221904,0.990114534648609,0.9901342839302449,0.9901342662913443,0.9899967321396986,0.9900112174826399,0.9899872999665025,0.9899878529912041,0.9899840886301341,0.9895349287407426,0.989534788113364,0.989365288519664,0.9896325248734398,0.9896709487498039,0.989678031876101,0.9896083924441751,0.9897116925760494,0.9897057245501177,0.9897010628438948,0.9896186859102472,0.9896756974708631,0.9896501563065538,0.9896392561261296,0.9896172836561342
2,0.05811170271543087,0.9898473667706091,0.9898841505917146,0.9898473887156821,0.9898708259857361,0.9897021854151803,0.9897935430366029,0.9897972704928194,0.9900907024005495,0.9892003088029171,0.9897871720764673,0.989720549190116,0.9896920789327558,0.9897359133270132,0.9902109439796838,0.9903376153662578,0.9901916335303566,0.9902145220274129,0.9902906245285485,0.9904542142521646,0.9901924920359823,0.9902255492627082,0.990192368544987,0.9901756624683062,0.9900043189213612,0.9900017023877538,0.9901620365819087,0.9901621595308746,0.9898330174523959,0.9898252135991692,0.9903218950851123,0.9902813527932426,0.9902539536941989,0.990193389159345,0.9900606647659761,0.9901352091345496,0.9897438369525982,0.989711803851202,0.9895696538589852,0.9895703141232617,0.9895709604993385,0.9895814935671808,0.9895491134793585,0.9901272162202543,0.9900726513588157,0.9900900934507028,0.9900900798722957,0.9899694334808851,0.9899822760820113,0.9899601252565083,0.9899611099226473,0.9899562716366518,0.9895699940782068,0.9895649433048744,0.9894166591199113,0.9896589674296316,0.9896954855825152,0.9897016701036505,0.9896389103302136,0.9897374043243752,0.9897324115082692,0.9897285115517043,0.989661065995214,0.9897042849343313,0.9896910980755076,0.9896822368214249,0.9896611819662868
3,0.0599062465731463,0.9898473667706091,0.9898840027827375,0.9898473887731074,0.9898709197102143,0.9897042092892552,0.9898308609935474,0.9898320047811059,0.9900683385762576,0.9895109880025164,0.9898111365390434,0.9897751788020317,0.9897089208123208,0.9897460874688765,0.9901477648675491,0.9902524235637579,0.9901179363954425,0.9901452126922403,0.9902185862170387,0.9903495717299,0.9901334084051457,0.990170279146708,0.990131163038808,0.9901184283246331,0.9899788013531114,0.9899771540956396,0.9901048283890841,0.990104935988831,0.989855904714686,0.9898488584064036,0.9902621646775722,0.9902246915799432,0.9902190487459993,0.9901385576378389,0.9900105323997076,0.9900884412436294,0.9897540406980784,0.9897246596577105,0.9896038230068882,0.9896044832711646,0.9896051296472413,0.9896150638843313,0.9895880564955623,0.9900557079206661,0.9900211785086364,0.9900357851586834,0.9900357752929211,0.9899343471110337,0.9899450783319899,0.9899255308812808,0.9899270580702688,0.9899213803745253,0.989607637005086,0.9895982627538349,0.989471719199984,0.9896901836515996,0.9897233157139005,0.9897284860367495,0.9896742151739982,0.9897641101788494,0.9897601286011762,0.9897570185367045,0.9897046772158813,0.9897348326938591,0.9897316697972937,0.989724834132294,0.9897057427328189
4,0.06170079043086173,0.9898473667706091,0.9898838549737603,0.9898473888312322,0.9898710141833361,0.9897062896286049,0.9898682960661903,0.9898668480767111,0.9900361020906524,0.989877493880481,0.9898510721813524,0.9898544089170963,0.9897303868198918,0.9897602962806629,0.9900832324048913,0.9901654068801133,0.990046170657987,0.9900765261251087,0.990145311807912,0.9902423164143835,0.9900725187077025,0.9901118959470505,0.9900687701178216,0.9900596195849204,0.9899520600545985,0.9899511729951115,0.9900469849650676,0.9900470746908651,0.9898743446891498,0.9898689791164059,0.9901946907947135,0.9901613604962523,0.9901728594965155,0.9900764814559487,0.9899572796752185,0.990036013201658,0.9897623895428059,0.9897365632103718,0.9896375676156052,0.9896382278798816,0.9896388742559584,0.9896478344153713,0.9896267382139957,0.9899835922350939,0.9899641523927345,0.9899756176928379,0.9899756110183158,0.9898945052684324,0.9899028389408031,0.9898865546391922,0.9898886377680568,0.989882567338322,0.9896460202447664,0.9896329950332812,0.9895279888897669,0.9897247098552179,0.9897530840560428,0.9897571721352484,0.9897126619052938,0.9897903700895055,0.9897873836567994,0.9897850509135957,0.989747434331436,0.9897657513665923,0.9897699292767851,0.9897650109201456,0.9897488582637298
5,0.06349533428857716,0.9898473667706091,0.9898837071647832,0.9898473888900681,0.9898711094140602,0.9897084275997194,0.9899052457332526,0.9899012395732697,0.9899947466636695,0.9902230521262085,0.9898990309891387,0.9899421251764261,0.9897561825255858,0.9897784162997155,0.9900192728061394,0.9900791626560221,0.9899784855107683,0.9900106379962917,0.9900732864595484,0.9901356722430934,0.9900117521503223,0.990052364378375,0.9900073138685619,0.9900012659856671,0.9899248349554677,0.9899244857747768,0.9899905376675583,0.9899906073201261,0.9898867477644729,0.9898841008578207,0.9901235370741489,0.990095245839702,0.9901186327732522,0.9900114102471386,0.9899048228605495,0.9899814411565917,0.9897680586577885,0.9897465456075974,0.989669277550611,0.9896699378148874,0.9896705841909642,0.9896781998518211,0.9896633885893281,0.9899156912666848,0.989906301481007,0.9899145799963293,0.9899145758834885,0.9898534890117392,0.9898593544632198,0.9898467956574046,0.9898492753079905,0.9898434528983909,0.9896833747128604,0.9896674104531716,0.9895830997077829,0.9897609817497378,0.9897834056304735,0.9897863920172176,0.989752546544171,0.989814865599762,0.9898128104973267,0.9898112052288643,0.9897874438407255,0.9897955355928001,0.9898042087119054,0.9898010174156707,0.989788650835134
6,0.06528987814629258,0.9898473667706091,0.9898835593558061,0.9898473889496265,0.9898712054114885,0.9897106243723816,0.9899411273068213,0.9899346369246402,0.9899457711367157,0.9904856168042205,0.9899447234424775,0.9900204173471053,0.9897858881754726,0.9898002016196639,0.9899576664541313,0.9899960915903538,0.9899167474187511,0.9899494815513962,0.9900047812162257,0.9900326386827578,0.989952935362944,0.9899935841519949,0.9899487970350312,0.9899453141722356,0.9898978622915559,0.9898978293130584,0.9899373882565102,0.9899374360076061,0.989891986793518,0.9898930603997459,0.9900526445489343,0.9900300712684058,0.990060232133453,0.9899474322755436,0.9898567334868185,0.9899280835413586,0.989770417573469,0.98975379823879,0.9896975754544286,0.989698235718705,0.9896988820947819,0.9897048003699145,0.9896964687696349,0.9898561546682936,0.9898525096160021,0.9898578249438544,0.9898578227255752,0.989814978406203,0.9898185264184839,0.9898099631840964,0.9898124420097864,0.9898076466760003,0.9897180964411266,0.9896999011508769,0.9896349115252653,0.98979742382729,0.9898129464330672,0.9898148584865363,0.9897922065746728,0.9898364724055921,0.9898352441244894,0.989834284697415,0.9898231002245104,0.9898228464675607,0.9898331964668152,0.9898314770677971,0.9898235658318799
7,0.06708442200400802,0.9898473667706091,0.989883411546829,0.9898473890099195,0.9898713021848684,0.9897128811180502,0.9899753868129619,0.9899665245106785,0.9898914961539429,0.9906267799869073,0.9899780465753824,0.9900734966248196,0.9898189681180676,0.9898252892801275,0.9899000028177514,0.9899183369503166,0.9898624967582406,0.9898946998325154,0.9899417926998795,0.9899359125526513,0.9898977391658711,0.9899373324812564,0.9898950379084601,0.9898935636938136,0.9898718587612667,0.9898719340069063,0.9898892479342831,0.98988927236496,0.9898894878855322,0.9898950712470714,0.9899855981892084,0.9899691760350172,0.9900017332637847,0.9898882081087235,0.9898160020019144,0.9898789271879015,0.9897690772243406,0.9897577292752849,0.9897213839266022,0.9897220441908786,0.9897226905669554,0.9897265884551592,0.9897247450522171,0.9898082199761977,0.9898072272199572,0.989810048114338,0.9898100471528134,0.9897822759699014,0.9897838560591452,0.9897793916351163,0.9897812007848327,0.9897782639372024,0.9897488292138207,0.989729069260679,0.9896816107888229,0.989832537692163,0.9898405005084232,0.9898414079029663,0.9898301151366511,0.9898543181355696,0.9898537805908462,0.9898533607073519,0.9898531608654079,0.9898465803373322,0.9898559941595366,0.9898554465276932,0.9898524418107316
8,0.06887896586172346,0.9898473667706091,0.9898832637378518,0.989847389070959,0.9898713997435957,0.989715199008113,0.990007507088995,0.9899964209739074,0.9898349013898172,0.990634266630394,0.989991282485626,0.9900906768808824,0.9898547833035706,0.9898532079400597,0.9898476434452157,0.9898477346709659,0.9898169167398312,0.9898476092993681,0.9898859944480246,0.9898478228011569,0.9898476318464171,0.9898852122531414,0.9898476141318541,0.9898476077117129,0.9898475054018202,0.9898475062258895,0.9898475833705696,0.989847583501425,0.9898792687671383,0.9898897664121146,0.9899254453889648,0.9899153462759382,0.9899469975053938,0.9898367668797933,0.9897848710768715,0.9898364251370397,0.9897639198853709,0.9897580040181982,0.9897399724612425,0.9897406327255189,0.9897412791015957,0.9897428750227502,0.9897473421939207,0.9897740673837914,0.9897739374336254,0.9897749245213939,0.9897749242628745,0.9897578932886472,0.9897580061098348,0.9897576130372142,0.9897578267797741,0.9897575310713106,0.9897745288283885,0.9897537985612245,0.9897217855567746,0.9898649838191916,0.9898650581713703,0.9898650660099699,0.9898649629504115,0.9898678225536802,0.9898678186576625,0.98986781561443,0.9898767962410887,0.9898659205828283,0.9898721467452495,0.9898724473259455,0.9898745544507422
9,0.07067350971943888,0.9898473667706091,0.9898831159288748,0.9898473891327576,0.9898714980972178,0.9897175792119964,0.9900370149958211,0.9900238859325049,0.989779252898951,0.9905192192909894,0.9899805319511996,0.9900679645265453,0.9898926064771706,0.9898833895366056,0.9898016937088817,0.9897857752554183,0.9897808149232395,0.9898091753663213,0.9898387007808553,0.9897702795425397,0.9898038401894368,0.9898386073060906,0.9898078151794326,0.9898087804607165,0.989825431454236,0.9898252102103493,0.9898135714255016,0.9898135467384046,0.9898619221531846,0.9898772168717366,0.9898745720089122,0.9898707042845204,0.9898992912981036,0.9897953724311453,0.9897647437307128,0.9898023917886161,0.9897551104493296,0.9897545670056743,0.9897529822385618,0.9897536425028383,0.989754288878915,0.9897533529656342,0.9897637739126207,0.9897547691019336,0.9897547705173974,0.9897547017732851,0.9897547017845896,0.9897432741538404,0.9897425072444813,0.989746063242122,0.9897435680584544,0.9897465495422876,0.9897945060710884,0.9897733061037921,0.989754474366088,0.9898936515383178,0.9898858606803178,0.9898851006897382,0.9898957227755596,0.9898767184566941,0.9898770814486231,0.9898773649865557,0.9898936135031182,0.9898803700714652,0.9898816448708093,0.9898824684721874,0.9898896329200465
