,x,eq_complex_1,eq_complex_3,eq_complex_5,eq_complex_6,eq_complex_7,eq_complex_8,eq_complex_9,eq_complex_10,eq_complex_11,eq_complex_12,eq_complex_14,eq_complex_15,eq_complex_16,eq_complex_17,eq_complex_18,eq_complex_19,eq_complex_20,eq_complex_21,eq_complex_22,eq_complex_23,eq_complex_24,eq_complex_25,eq_complex_27,eq_complex_28
0,0.054522615,0.714899236874191,0.7243810348599662,0.7243671749840825,0.6402559134269432,0.6465604239370704,0.6551982121463041,0.6548564653548523,0.6548467224348273,0.6548294544341586,0.6521896903779507,0.6503254306997193,0.649540860976392,0.6477898115763497,0.6477744795933467,0.6485851768264153,0.6485698448434122,0.647977244781283,0.644857813546169,0.645549630517285,0.6459905156915391,0.6463084315266099,0.6465855628490788,0.6464925933679213,0.6468185113760715
1,0.059045225,0.7166662547231613,0.7260527583198504,0.7260389859113503,0.6437669964658477,0.6500490498634122,0.6584998236199993,0.6583798153074006,0.6583700458383274,0.6583527307014527,0.6559274257217489,0.6541851138490244,0.6534005441256971,0.6516485751382713,0.6516330494517865,0.6524439403883368,0.6524284147018519,0.6518318611659465,0.6486884031654789,0.6493673238628603,0.6498199338463716,0.6501300642124235,0.6505630432145157,0.6504757147716946,0.6507884267068116
2,0.06356784,0.7184332745256691,0.7277244836279189,0.727710798686899,0.6472827804625343,0.6535468924698921,0.6618058555918651,0.6619074128867712,0.6618976227916136,0.6618802710158358,0.6596499023180948,0.6580259888273103,0.657241419103983,0.6554936006398729,0.6554778808543508,0.6562889658899385,0.6562732461044163,0.6556730513868292,0.6525274710957206,0.6532002529267521,0.6536578344247346,0.653960375076541,0.6545219052022286,0.654440384783501,0.6547402810043705
3,0.068090454,0.7202002939374694,0.7293962085663506,0.7293826110927916,0.6508027254775541,0.6570529314530498,0.6651158003352945,0.6654381836289358,0.665428378868455,0.6654110010182172,0.6633569366559723,0.6618479080332484,0.6610633383099211,0.659324635836787,0.6593087217136424,0.6601200010868524,0.6601040869637078,0.6595005737761508,0.6563734439109297,0.6570449472249869,0.6575026319725366,0.6577977683161784,0.658461938524351,0.6583863791144391,0.6586738431771695
4,0.07261306,0.7219673102236094,0.7310679305476872,0.7310544205414342,0.6543262894967362,0.6605661308542585,0.6684291481727357,0.668971046458191,0.6689612330200401,0.6689438397075976,0.6670483460925393,0.6656507249866424,0.6648661552633152,0.6631414263739059,0.6631253178393539,0.6639367916239713,0.6639206830894194,0.6633141844170689,0.6602246994102376,0.6608980991514458,0.6613526923275076,0.6616406000819629,0.6623829332413864,0.6623134739751649,0.6625888826458449
5,0.07713568,0.723734331979655,0.73273965770394,0.7327262351652641,0.657852952001976,0.6640854642500081,0.6717454096402466,0.6725049391094988,0.6724951229972247,0.672477724863153,0.6707239732139453,0.6694343193945024,0.6686497496711751,0.6669437409544835,0.6669274381061802,0.667739106204549,0.6677228033562457,0.6671136622597271,0.664079602566085,0.66475659753957,0.6652063686493591,0.6654872144445427,0.666284705695098,0.6662214720585348,0.6664851952507538
6,0.08165829,0.7255013498286251,0.7344113811638242,0.7343980460925318,0.6613821556730803,0.66760985829334,0.6750640606674125,0.6760387615084722,0.6760289487305533,0.6760115564243199,0.6743836247793489,0.6731985342770521,0.6724139645537248,0.6707313081614033,0.6707148112783976,0.6715266734114688,0.6715101765284631,0.670898745955856,0.667936451637682,0.6686174679976954,0.6690619476358335,0.6693358897095737,0.6701670337561194,0.6701101376926961,0.670362538602991
7,0.0861809,0.7272683676775953,0.7360831046237083,0.7360698570197994,0.6649133689157882,0.6711382568262582,0.6783846013749392,0.6795714402619264,0.6795616368207074,0.679544260981058,0.6780271368555033,0.6769432430319618,0.6761586733086346,0.6745038837982644,0.6744871933475863,0.6752992490483298,0.6752825585976517,0.6746692011099397,0.6717935559930077,0.6724779424987899,0.672917727397971,0.6731849161457206,0.6740297260595997,0.6739792661937208,0.6742207012294057
8,0.09070352,0.7290353894336409,0.7377548317799613,0.7377416716436294,0.6684460595384979,0.6746695963986,0.6817065313218289,0.683101904065602,0.6830921159463358,0.6830747671818725,0.6816543470144942,0.6806683207793969,0.6798837510560696,0.6782612221274802,0.6782443387722511,0.6790565873775456,0.6790397040223166,0.6784247915040913,0.6756492163962039,0.6763354294084843,0.6767719978229746,0.6770325763794385,0.6778725925406973,0.677828654362939,0.6780594731633705
9,0.09522613,0.730802407282611,0.7394265552398454,0.7394134825708969,0.6719796714640852,0.67820278475568,0.6850293276065745,0.6866290622743888,0.6866192954341733,0.6866019843037461,0.685265070445477,0.6843736198551079,0.6835890501317806,0.6820030510929701,0.6819859757018303,0.6827984163430356,0.6827813409518958,0.6821652542890486,0.6795017082654902,0.6801874850833207,0.6806230239007606,0.6808771287396024,0.6816954192270389,0.681658075242464,0.6818786207687504
10,0.099748746,0.7325694274758265,0.7410982809175508,0.7410852957161019,0.6755136764525436,0.6817367543488243,0.6883524935040208,0.690151858377775,0.6901421187348252,0.690124855728514,0.6888591528446759,0.6880590241147182,0.6872744543913909,0.6857291271043867,0.6857118607581321,0.6865244923544521,0.6865072260081975,0.6858903547035099,0.6833493463162092,0.6840318658901208,0.6844691103974341,0.6847168718096035,0.6854980243397609,0.6854673343187784,0.685677942791296
11,0.10427135,0.7343364429805513,0.7427700021596136,0.7427571044254322,0.6790475195814064,0.6852704096448317,0.6916755071984314,0.6936692173607631,0.6936595107834866,0.6936423063032392,0.6924364145244939,0.6917243915719381,0.6909398218486108,0.6894391771178512,0.6894217211190443,0.6902345423679166,0.6902170863691098,0.6895998281348561,0.6871904328577765,0.6878664632422274,0.6883085502181179,0.6885500928643739,0.6892801991909693,0.6892562103252899,0.6894572113222706
12,0.10879397,0.7361034647365969,0.7444417293158666,0.7444289190492621,0.6825806819166906,0.6888026916088145,0.6949978807154764,0.6971801098886661,0.697170442185421,0.6971533065268951,0.6959967138866476,0.6953696194631798,0.6945850497398526,0.6931329644540255,0.6931153203332234,0.693928329704091,0.6939106855832889,0.6932934458805267,0.6910233332003083,0.6916893653273686,0.6921396998209615,0.6923751431461247,0.6930417753951204,0.6930245225783183,0.693216238962395
13,0.11331658,0.7378704825855671,0.7461134527757507,0.7461007299765298,0.6861126025463373,0.6923325015649389,0.6983190866071662,0.7006834764536217,0.7006738533619122,0.7006567966953242,0.6995398684116483,0.6989945632997973,0.69820999357647,0.6968102068623055,0.6967923763884333,0.697605572112371,0.6975877416384988,0.6969709331803869,0.6948463976557704,0.6954987656025895,0.6959609012834217,0.6961903600404411,0.6967825414169145,0.6967720473832528,0.696954795440674
14,0.11783919,0.7396375004345372,0.7477851762356348,0.7477725409037974,0.689642749063002,0.6958587734788377,0.7016386242296322,0.704178299155116,0.7041687263317327,0.704151758684379,0.7030657256887465,0.7025991096166467,0.7018145398933194,0.7004706502218849,0.7004526354087887,0.7012660154719503,0.7012480006588542,0.7006320428672207,0.6986580442481524,0.6992930318107763,0.699770564999853,0.6999941496239925,0.7005023177150187,0.7004985933183268,0.7006726827118523
